직무,고용 현황,근무지,날짜,별점,요약,장점,단점,경영진에게 바라는 점
개발,현직원,서울,2023. 04,5.0,"""다른곳에비해 복지가 좋은거같고 근무시간도 짧고 만족스럽다.""","
매달 리플래쉬휴가에 두달에 한번 일찍 끝나는날도 있고 일도 타이트하지않고 분위기도 좋은거같음
","
점점 사람들이 많아지면서 잡음이 많은듯..난 별 불만없는데 일부몇사람들이 물을 흐리는듯..
","
그냥 지금처럼 좋은 분위기가 유지될수있도록 신경써주시면 감사하겠습니다.
"
개발,전직원,서울,2023. 02,2.0,"""겉으로는 젊음과 수평문화를 내세우지만 속은 경직된 수직문화가 지배하고 있는 회사""","
매일 식대가 주어져서 비싼 강남 물가 걱정할 필요가 없다.장비지원비나 리프레시 휴가 등 전체적인 복지는 매우 훌륭한 편.
","
자기 색깔없이 말 잘 듣는 사람을 원한다.금융계 특유의 꼰대스러움이 있으니 각오하는 것이 좋을 것이다.
","
직원평가에 있어서는 상호합의적이고 정량적인 방식이 필요할 것 같다
"
마케팅/시장조사,현직원,서울,2023. 01,5.0,"""빠르게 성장하는 내실있는 기업 앞으로 성장이 기대된다.그렇다보니 조금 정신이 없는 점은 수용해야 할 부분이다.""","
조출조퇴 매달 리프레시 휴가 격달로 조기 퇴근 가능 등 혜택이 있다.점심 식대가 제공 되고 적절한 아침이 가끔 주어진다. 그럭저럭 만족하고 다닐 만한 소소한 복지가 점차 늘어간다. 신논현역 바로 앞에 있어서 출퇴근이 편리하다.
","
직군에 따라 다르겠지만 재택 근무가 없는 점은 매우 아쉽다.굳이 오피스에 한정 하여 근무하는 방식이 꼭 필요한가 싶다.이 부분을 보면 오너와 직원간 신뢰가 형성 되지 않는군..이런 생각이다.
","
다양한 사업군에서 현금흐름이 생성됬으면 합니다.경험이 없는 사람들의 제안을 너무 긍적적으로 수용하다 보면 심하게 리소스 낭비가 되는 것 같습니다. 앞으로도 더 성장하여 상장까지 이루어졌으면 합니다.
"
서비스/고객지원,전직원,서울,2022. 12,5.0,"""내실있고 현금흐름 탄탄한 숨겨진 갓기업주식회사이지만 대표가 직원을 아끼는 마음은 무한책임아르바이트생이지만 최고의 근무환경을 제공하기위해 노력하고 이야기에 귀귀울이는 중간관리자,대표의 모습이 매우 인상적""","
최고의 접근성, 기존계약을 바탕으로 한 지속적인 캐시플로우 존재, 여기서 안주하지 않고 개발직원들의 자유로운 의견을 대표가 적극적으로 사내 벤처로 키우려고 노력하는 모습경영학 교과서에서 본 이상적인 회사가 있다면 이런 모습이겠다는 생각
","
성장이 매우 빠른 회사고, 이에따라 개인에게 쏠리는 업무량이 과중해질 위험은 존재, 부서에따라 업무량의 차이와 사람간 마찰이 존재할 수있으나 직장생활이라면 어디서나 겪을수 있는 매우 평이한 수준
","
초심을 잃지않고 직원을 아끼는 마음이 유지되면 좋겠습니다.짧은 기간 근무했지만 자랑스럽게 제 커리어에 넣고싶은, 넣을 수 있는 회사에서 근무해 영광이였습니다.
"
영업/제휴,현직원,서울,2022. 10,5.0,"""빠르게 성장하는 미래가 기대되는 회사""","
출퇴근 시간 조절 가능. 주 35기간 근무 떄떄로 다르긴 함좋은 사람들과 다양한 복지 존재 점점 늘어간다.
","
기업이 성장중이라 정신이 없다재택이 없는게 좀 아쉽다
","
앞으로도 비전있고 항상 선도적이고 발전적인 회사로 만들어주시면 좋습니다.
"
개발,전직원,서울,2022. 04,5.0,"""개발자의 무덤이긴한데 사람들이 좋아서 다닐만 함, 워라벨도 괜찮음""","
- 반차를 윗사람 눈치 안보고 쓸 수 있어서 좋습니다.- 연차를 윗사람 눈치 안보고 쓸 수 있어서 좋습니다.- 퇴근을 윗사람 눈치 안보고 할 수 있어서 좋습니다.- 퇴사를 윗사람 눈치 안보고 할 수 있어서 좋습니다.- 식사시간을 미리 앞당겨 나갔다가 조금 늦게 들어와도 뭐라고 하는 사람이 없어 좋습니다.- 팀별로 하루 날잡아서 어디 놀러갔다오고 하는 문화가 있는데 그런게 좋았습니다. (일만하다보면 서로 먹먹한데 그런 문화는 나름 신선했음.)- 매달 하루 수요일 날잡아서 오후 3시에 퇴근하는 문화가 있는데 그런게 좋았습니다.- 점심시간에 헬스장가서 운동하고 오는게 좋았습니다. (한마디로 걍 니 하고싶은거 하면 됨)
","
- 너무 조용해서 입에 거미줄이 쳐지는데 저는 좋았습니다. (어휘력 감소되는게 단점, 말 많으신 분들 힘드실 수 있음)- 작은 기업이 다 그렇듯 인수인계가 잘 되지않아서 자리잡기까지 좀 시간이 걸리고 답답했음 (근데 팀장님이 자리잡을 수 있게 서포트 많이 해주셔서 좋았습니다.)- 기존시스템을 고도화하는게 힘듭니다. 유지보수만 주구장창 하게 되네요. (공부는 틈틈이 하시길)
","
뭔가 새로운 것을 하는게 힘들다는 걸 알기때문에 뭐라 말씀드리기가 어렵네요. 영업 열심히 하시고 전산은 2명 이상은 되어야 안정적으로 운영할 수 있을 듯 합니다. 직원들을 위한 복지는 나름 괜찮고 분위기는 좋은것 같네요. 힘내세요. 화이팅.아 그리고 연말에 성과로 판단하는거 그건 좀 별로였습니다. 왜냐면 그게 너무 애매했어요.
"
교육,전직원,서울,2022. 01,3.0,"""직원들의 인성과 문화, 조직력은 좋으나 상급자들의 계속된 판단미스로 더 큰 기업으로 성장하지 못한 비운의 회사""","
연차를 눈치보지 않고 쓸 수 있음. 직원 개개인들의 맨파워나 인성등은 꽤 좋다. 연차을 다 못 썼을 경우 돈으로 환산해준다.
","
회사의 비전과 성장은 결국 매출로 보여주는 것. 매출이 안나오는 것은 지금의 전략과 전술이 잘못되었다는 반증인데 개혁을 하지 않고, 매년 똑같은 전략 안에서 무늬만 변하니 결과는 달라지지 않는다. 상급자들은 그걸 모름. 아니면 알면서도 돈이 많이 들거나 마음이 쫄려서 도전하지 못하는 것 같음.
","
도전했을때 안되면 자기자리도 위협받을 수 있다는 건 알지만, 조직이 점점 쪼그라들면 결국 모두 다 죽는다는 것을 알기를. 그래도 20여년간을 버텨온 기업이라 절대 안망한다는 자신감이 있는건지...
"
인사/총무,전직원,서울,2022. 01,3.0,"""급여가 박봉, 부당한일이여도 설계사가 우선적인 회사""","
금융회사여서 모든 휴일에 쉴수있음서로 터치가 없어서 좋음그래서 조금은 자유로운 분위기에서 근무할수 있음
","
연차 사용 장려하지만 대체업무자가 없음 급여가 정말 박봉
","
경영진이 필드를 너무 몰라요필드에서 나오는 불만, 건의등에 귀 기울여주시길
"
금융/재무,현직원,서울,2021. 08,3.0,"""본인의 상위 책임자가 누군지가 제일 중요함.다른 회사보다 이점이 있고 본사의 교육도 체계적인 편""","
타 보험회사들보다는 자본적으로 안정적인 편이고교육도 체계적으로 해주고 있고업계 뉴스들이나 소식들을 잘 전해주는 편이다
","
그냥 이 업종 자체를 들어오면 다 똑같다.딱히 단점이라고 얘기할 만한 것이 없는데본사의 교육장이 작아 다른 곳을 빌려서 함다른 대리점들 보다 홍보가 미흡하여 사람들이 모름.
","
다른 부분은 없으나 상위 관리자의 커트가 심한 편.S본사에 원하는 사항을 지점장 본부장이 선을 그어서직원들이 원하는 것을 본사에 제대로 요구하지 못함
"
금융/재무,전직원,서울,2021. 06,1.0,"""회사 수익 구조에 대하여 아주 자세히 듣고 정확히 이해하고 판단해야 합니다. 상당히 높은 직책을 가지신 분이 수익 구조에 대하여 설명할때마다 말이 여러번 바뀌어서 신뢰가 떨어졌습니다.""","
영업 하는 만큼 잘 벌 수 있다.지점장에 따라 다르지만 비교적 자유로움.
","
지점마다 다르겠지만, 체계가 없었음.다양한 상품을 교육시키는게 아니라 수익 높은 한두가지 설명후 나가서 영업해 오라고 함. 지인 영업 안시킨다고 하면서 친구가 왜 지인이냐고 함ㅋㅋ
","
신입 교육이 잘 되어가고 있는지 잘 살펴 보았으면 좋겠습니다. 금융 전문가 교육을 하신다더니..정말 형편 없었습니다.
"
영업/제휴,현직원,서울,2021. 02,4.0,"""최초 GA라는 타이틀있고 옛날 ing출신들이 설립보험대리점 중에 처음 시작되었음""","
워라벨이 잘 존중됨. 매월 중 하루는 일찍 퇴근할 수 있고, 야근강요가 없음. 업무시간에 내 업무만 잘 처리하면 되서 장점이 됨.
","
각 부서마다 소통할 수 있는 연결고리가 적음. 팀별로는 소통하기 편리한 점이 있으나 각 부서별로는 각자 업무를 하느라 소통할 기회는 적은편임
","
자유로운 분위기, 소통의 창구를 많이 마련해줬으면 좋겠음.
"
금융/재무,전직원,제주,2021. 02,3.0,"""본사체계로 이루어져 있어서 본사의 도움을 많이 받을 수 있다""","
중간 매니저가 있어서 영업하는데 도움이 되고총무가 따로 있어서 시간할애 안해도 됨
","
영업실적에 따라 월급이 달라지는 격차가 매우 심함다른 회사에 비해 수수료가 적음
","
무엇을 지원하겠다라고 한다면 끝까지 책임지고 했으면 좋겠음 몇일, 몇달 하다가 중단하는 경우가 꽤 있음
"
금융/재무,전직원,광주,2021. 02,4.0,"""열정과 꿈이 가득한 회사신입 양성을 위해 노력을 아끼지 않는 회사""","
열심히 한만큼 벌어갈수 있고,신입들에게 나몰라라하는것이 아닌 최대한 물질적인것 포함 잘 도와주며 지원해주며잘했을때의 보상도 크다
","
아무래도 영업직이다 보니실적이 없을경우 고정급여가 없어서 생활이 어려울수가 있다
","
단점이 아예 없을수는 없지만한가지 단점에 대한. 해결방안을 모색하고 찾는다면좀 더 재능있는 신입들도 그만두지 않고 잘 정착할수 있지 않을까 생각합니다.
"
기획/경영,현직원,서울,2020. 08,4.0,"""해당 비즈니스업에서는 설립 최초라 STAFF업무 및 우대에서는 시스템화 및 동반성장을 추구함""","
STAFF의 경우 기본연차 + 호혜휴가(5일, 무급)이 주어짐 연차사용 자유, 9시출근-6시퇴근,  5년차이상 선배들이 각팀마다 있어 업무를 체계적으로 배워갈 수 있음, 현금복지는 없지만, 휴가복지제도는 규정화 되어있기도 하고 실제 사용하고 있음
","
제대로 알리지 못하거나, 잘못 알려져 있는 것들이 아쉽다
","
신규투자 등이 이뤄졌으면 좋겠다, 매출중심이 영업이다보니 백오피스에 대한 투자와 지원이 좀더 적극적으로 지원되기를 바란다
"
금융/재무,전직원,기타,2020. 05,3.0,"""그냥 보험대리점 영업직입니다아아아아아 영업하셔야되요""","
일한만큼 돈 벌 수 있음 출퇴근 자유로움 영업능력있으면 수입은 무한대로 창출가능합니다
","
완전 영업 완전영업 완전영업 영ㅇ업 ㅇ영업 사람을 많이 잃을 수도 있습니다 얼굴에 철판깔고 다니면서 영업하고 다닐 배짱없으면 하지마세요
","
딱히 없습니다 그냥 자신들의 노하우를 더 많이 알려줘서 신입들이 빨리 자립할 수 있게 해주세용
"
기획/경영,전직원,서울,2020. 05,1.0,"""정치, 꼰대문화 그대로있는 회사. 추천하지 않음""","
분위기는 편안한편. 여러가지 업무를 줘서 본인이 열심히 한다면 배울 수는 있을 것.
","
야근이 당연함. 말단 사원까지도 알 수 있을만큼 사내 정치가 눈에 보임. 상사에게 잘보여야 하는 분위기가 심함.
","
비전이 필요함. 정치 잘하는 직원보다 미래를 만들어갈 직원들을 뽑는게 좋지 않을까 .....
"
영업/제휴,전직원,서울,2020. 05,3.0,"""보험 GA치곤 역사가 가장 오래됐고 시스템도 체계적인편""","
매니져가 리크루팅만 잘한다면 좋은 대우를 받고, 영업인은 또 영업을 매우 잘한다면 좋은 대우를 받는다. 다른 GA보단 체게적이고 투명한편이고 정책도 좋은 방향성을 갖고 바꾸는편이다. 비교적 장기 근속자가 많아서 타 GA보다 구성원에 무게감이 있다. 비교적 회사가 교육에 신경을 많이쓴다. 퀄리티도 괜찮지만 단점은 물론있다. 단점은 단점란에서 후술하겠다.
","
모든 보험사들이 똑같듯, 영업인들에 비해 지점장 매니져 본부장등 영업관리자들이 영업인들이 영업을 더 잘할수 있는 환경이나 처우개선에 별로 신경을 안쓰고 안일하고 도태되어있다. 고객을 창출할 수 있는 방안을 모색하거나 리크루팅을 다양한 방법으로 모색하고 함께 실행해야하는데 안타깝게도 그런 모습이 거의 없다. 영업관리자들이 더 연구하고 아이디어와 인적네트워크를 형성해서 발전된 방향을 도전하고 또 성장을 위해 본사와 협업이 더욱 필요해 보인다. 그러나 그들 중 잘나가는 영업관리자 일부를 제외하고는 아무것도 하지않는것처럼 보인다. 물론 나름 노력은 하고 있겠지만 실질적인 성과를 보일 수 있는 시도는 별로 보이지 않는다. 안되는 관리자는 다 이유가 있는 것이다. 본사 교육은 좋지만 컨텐츠 개선이 필요해 보인다. 너무 예전것을 계속 우려먹는 느낌이 많다. 다만 외부강사는 그래도 트렌드를 따라가려고 노력하는 편이다.
","
영업 관리자들이 행동으로 움직일 수 있게 해야한다. 수당이나 보너스정책이 아무리 좋아도 움직이지 않고 가시적인 성과가 없다면 그림에 떡일뿐이다. 그들이 움직이지 않는건 이유가 있다. 그 이유를 근본적으로 파악하고 움직이게 만들어야한다. 경영진은 필요하다면 대대적인 구조조정을 해서라도 체질개선이 반드시 실행되어야한다.
"
마케팅/시장조사,전직원,서울,2020. 02,5.0,"""내 역량을 최대한으로 개발 할 수 있고 나의 가능성 및 한계를 테스트 해볼 수 있는 좋은 기업""","
동료 직원들의 텃세 없고, 역량개발을 최대한으로 할 수 있다는 점이 장점인 것 같습니다.
","
정말 역량개발은 되지만, 모든걸 다 해내야 하는 힘듦이 있다.
","
연봉을 좀 더 올려주셨으면 좋겠습니다.
"
마케팅/시장조사,현직원,서울,2019. 12,5.0,"""자신이 갖고 있는 역량을 최대한 표현할 수 있는 기회가 주워지는 회사입니다. 따라서 업무 역량이 상당히 발전할 수 있습니다.""","
직원들의 성향이 권위적이지 않고 좋습니다. 자기계발을 위한 시간도 주어지고 워라벨도 본인의 능력에 따라서 얼마든지 챙길 수 있는 곳입니다. 능력 좋은 관리자 몇 명이 많은 것을 커버하면서 후배들을 이끌어 줍니다.
","
오랜 경험을 통해서 좋은 시스템과 노하우가 구축되어 있지만 과가 잠시 주춤했다가 다시 성장하고 있는 시점이라서 예산 지원이 타이트한 부분이 있습니다.
","
열심히 하는 사람이 열심히 하지 않는 사람때문에 피해를 보지 않도록 그에대한 인사관리가 이뤄졌으면 합니다.
"
영업/제휴,전직원,서울,2019. 12,4.0,"""금융 영업에 꿈이있다면 가기에 좋은 회사영업만 잘한다면 자유로움""","
최초의 GA로 역사와 전통있음 체계가 잘 잡혀있고 안정적임
","
영업이다보니 위촉직계약 , 영업에대한 스트레스가 있을수있음
","
경영진에게 딱히 바라는점은 없고 혁신적인 회사를 만들기바람
"
영업/제휴,전직원,서울,2019. 05,2.0,"""빈인빈 부익부가 심함 / 내 영업활동에 따라 수입이 결정됨. 기본급 없음.""","
프리랜서이기때문에 자유롭게 일할 수 있음.  / 영업활동을 잘할 경우 혜택이 다양하며 같은 업계 대비 성과비율이 높은편
","
기본급이 없음. 따라서 영업활동을 못할경우 수입이 없다고 생각해야됨.개인사업자로 들어가기때문에 4대보험 없음.보험설계사이기때문에 보험에 대한 거부감을 이겨내야함.
","
앞으로의 발전을 위해 기본급 + 성과급 제도 변경이 시급함.다양한 전략을 가질 수 있도록 해야하며, 전문인력에 과감없이 투자해야함.
"
기획/경영,전직원,서울,2019. 04,1.0,"""칼퇴 눈치보임. 어른들 말 잘 들어야 하는 회사. 어른들이 너무 많아서 답답하기도 함""","
커뮤니케이션이 비교적 자유로운편. 주어진 일만 해내면 되는 편이라 업무 부담은 적음
","
연봉 적고 승진해도 연봉 안 오름. 발전보다는 현행 유지에 힘쓰는 회사인거 같아서 커리어를 원한다면 비추
","
연봉이 너무 낮아서 연봉 개선이 반드시 필요함. 복지도 거의 없어서 기본 복지 추가 필요함.
"
금융/재무,전직원,대전,2018. 08,2.0,"""음 자신이 아는 사람이 많고 그 사람들과 자주 소통 및 연락하며 지내며 지인들로부터 믿음과 신뢰를 많이 받는자이고, 가족 및 친척, 친구, 선후배 등등경제적으로 조금이라도 풍요롭다면 한번 해볼만한 가치는 있음.허나, 경제적으로 힘들면 상품하나 권유하고 설득하고 계약 하나 하기가 엄청 벅차고 미안해지고 마음약해지고 멘탈이 많이 흔들리며 가치관의 혼란이 발생할수있음""","
다양한 상품을 설계하고 판매를 할수 있으며, 모든 보험들을 비교분석하여 고객의 입장에서 보다 쉽게 한눈에 비교 가능
","
영업의 시작을 지인영업으로 시작함, 보통 가족, 친척, 친구 기타 등등이렇게 발을 뻗어가는데 있어서 한계가 있음, 최악의 경우 계약 하나도 못하고인간관계만 버릴수 있음
","
영업시장을 한정적으로 지인영업부터 시작하지말고 다소 많은 각도로 시선을 돌려 설계사로 하게끔 보다 유연하게 영업활동을 할수있도록 영업시장 마련이 시급
"
영업/제휴,현직원,서울,2018. 08,5.0,"""국내 최초의 GA인 만큼 시스템이 잘 이루어져 있으며 업계 최고의 수수료 선지급률로 보상이 확실""","
하나의 회사 상품이 아닌 여러회사의 상품을 고객의 상황과 니즈에 맞춰 최적으로 제안할 수 있는 시스템 / 국내 원수사에서는 불가능한 커리어비전
","
너무 안정적인 운용. 장점이 될수도 있겠으나 투자도 필요하다고 본다. 투자에 소극적인 부분이 단점.
","
직원들에게 불만이나 문제점을 듣는건 좋으나 답을 정해놓지 않았으면 한다. 세월의 변화만큼 업계의 변화도 빠르게 흘러간다는 걸 알아주었으면 한다. 지금의 현장은 예전의 현장과는 전혀 다르다.
"
교육,현직원,서울,2018. 07,4.0,"""직원들에게 많은 자유와 권한을 부여하고 결과로 얘기하는 회사. 시스템과 업무분배가 그나마 잘 갖춰 짐.""","
조직 구성원들이 서로를 잘 배려하면서 시너지를 낼 수 있는 회사. 최초GA이라 경험과 노하우가 많이 있어서 많은 것을 배울 수 있는 것은 많음. 타사와 다르게 지점장 출신 등  현장 경험이 많은 직원들이 많아서 외야에 실질적인 도움을 주는 회사.
","
업무량이 편중 되는 상황이 간혹 발생. 코피터질 수 있음. 그래서 알아서 시간관리 잘해야 함.
","
변화에 대해서 두려워하지 말고 과감하게 드라이브를 걸면 좋은 결과가 있을 듯. 환경은 빠르게 변하니 여기에 잘 대응해야 함
"
영업/제휴,현직원,서울,2018. 05,4.0,"""보험회사에 존속되지 않고 독립적으로 여러상품을 동시에 판매할수 있는 법인형 GA""","
최초 GA법인회사라서 GA쪽으로는 인지도가 있고, 여러상품 취급하다보니 세일즈입장에서는 상품경쟁력이랑 오래된 법인이라 타사에서 주는 환산율도 높은편임~다른데에 비해 교육, 영업지원, 관리적체계가 잘 되어 있는 편
","
빠른 외부환경에 비해 내부변화에는 속도가 더딤...어쩔수없이 보험판매가 이윤이니 영업을 잘 하면 많이 벌고 못하면 못벌고,,결국 많이 팔아야만 살아남는 현실
","
지금은 계속 더 복리제공에 노력하는 부분들이 많아서 다행으로 생각됨... 요즘에는 분위기도 경직되지 않아서 회사 댕기기 좋지만 지점간의 소통의 자리가 더 많아지면 더 좋지 않을까~~~ㅋㅋ월급도ㅋㅋ
"
