직무,고용 현황,근무지,날짜,별점,요약,장점,단점,경영진에게 바라는 점
마케팅/시장조사,현직원,서울,2023. 02,3.0,"""보험사 출신 개발자 중 워라밸 중시하는 사람들에게 추천하나성장지향적인 사람들에게는 굳이""","
워라밸은 보험사 중 최고인 듯하다을지로라 교통이 좋다
","
노는 사람이 많고 회사 방향이 대표 기분따라 바뀐다인사팀은 대학교 동아리 수준이다추진력이 느려서 외부이미지에 비해 느린조직이다팀장급들이 무능한 부서가 많다
","
이러니저러니 해도 본질은 보험사다보험에 대해서 모르는 건 보험사 출신이 아니니 이해하겠으나업계 생태계를 공부했으면 좋겠다
"
기획/경영,현직원,서울,2023. 01,2.0,"""IT회사인척 하는 보험회사, 보험회사인데 IT회사인척 하려고 개발자만 우대해줌, 정작 보험관련자들은 찬밥인 느낌, 입사자도 많은데 퇴사자도 많음""","
리프레쉬 휴가, 유연근무제(부바부), 복장자율, 교통이 편리하다, 반반차, 휴가비 지원
","
경영진의 말바꾸기, 시대를 역행하는 경영진, 야근장려한화손보의 자회사, 문제 많은 캐롯플러그, 일방적인 본사이전
","
선택과 집중을 잘 하고 있는건지 다시 한번 생각해보았으면 합니다.직원들도 잘 챙겨주세요.
"
금융/재무,전직원,서울,2023. 01,3.0,"""한화손보 자회사로 솔직히 IT 직원에게는 모르겠으나 보험인을 위한 회사는 아니라고 생각함""","
연차를 아무때나 쓸 수 있고 젊은 조직이라 회사생활은 재미있음
","
연봉협상이나 승진 등을 감추고 잘 알려주지 않아 투명성이 없음
","
젊은 조직답게 윗선에서 잘 해결해줬으면 하는데 피드백이 없음
"
개발,현직원,서울,2023. 01,3.0,"""과대평가가 많이 되어있는 듯한 회사. 스타트업 회사이고 영어 이름을 쓰지만 아직 꼰대가 많다""","
아직 대외적으로는 이미지가 좋은듯 하다. 신기술로 뭔가 인슈어테크 하는것 처럼 보임
","
속빈 강정이다. 좀더 내실을 다져야 하는데 눈앞에 실익에 급급함
","
인력 관리가 잘 안되는듯 하다. 리더 중에서도 노는 사람 많다
"
개발,현직원,서울,2022. 12,3.0,"""워라벨 좋고 성장 가능성은 있지만 정체되어있는 느낌""","
눈치 안보고 연차 쓸수 있음넉넉한 복지포인트 및 체력단련 휴가지하철역에서 바로 회사로 출퇴근 할 수 있음
","
회사 공지가 직원들에게 제대로 공유되지 않음 누구는 알고 누구는 모르고최근에 새로운 대표님 오시면서 많이 개선되어 가는 중다른 부서와의 협업이 원활하지 못함 서로의 주장이 강함
","
마케팅에 집중하기보다 고객들이 보다 신뢰할 수 있는 퍼마일 보험이 될 수 있도록 방향을 확실하게 잡고 좋겠음
"
마케팅/시장조사,전직원,서울,2022. 10,1.0,"""겉만 번지르르한 앞으로 벌고 뒤로 밑지는 사상누각""","
모회사가 대기업이라는 정도? 퍼마일 보험 상품 개념 자체는 나쁘지 않아서 많이 팔리기는 했다. 그러나...
","
농구단 문제로 뉴스 탈 만큼 자금 사정 좋지 않다. 정말 근본적인 문제는 플러그 리스크인데 해결될 기미가 보이질 않는다. 본업은 위태로운데 보여주기식 쇼와 정치가 판을 친다. 임원진 중에 조직의 암덩어리 같은 관종형 무능력자 존재한다.
","
하루 빨리 관종형 무능력자 걸러내지 못하면 미래는 없어 보인다.
"
디자인,전직원,서울,2022. 10,3.0,"""워라밸이 보장되는듯 안 보장되는 것 같은 회사. 좋은 직원들이 있지만, 직원들의 능력을 엉뚱한 곳에 쓰고 있는 듯한 회사""","
직원분들이 좋으시고, 그래도 분위기는 좋은 편인 것 같다. 회사 위치도 괜찮은 편이고 출퇴근하기에는 편했다. 어느 부서든 매너있는 분들이 많아서 좋은 분위기가 유지되는 것 같다.
","
대기업의 단점과 스타트업의 단점을 모두 갖고 있는 회사인 것 같다. 혁신이 필요한 곳엔 낡은 체계로 업무 진행을 더디게 하고, 정작 체계나 지원이 필요한 곳에는 없어서 개인이 감당해야 하는 부분이 있다.
","
보여주기 식 서비스, 변화말고 진짜로 회사의 성장에 필요한 전략을 짰으면 좋겠다.
"
금융/재무,현직원,서울,2022. 10,4.0,"""대기업 계열 스타트업인데 생각보다 나쁘지 않고 계속해서 신사업 발굴이나 제도 개편을 하려는 게 눈에 보임""","
내가 하고 싶은 일이나 개선되어야 할 점들을 의견을 내면 들어주고 어떻게 해야할 지에 대해 다 같이 고민함. 또한 젊은 사람들이 많아서 생각보다 꼰대들이 많지 않음(젊꼰은 없는 것 같음).복지는 숙박비 지원이나 복지포인트 지급 등 나름 만족스러움.
","
메신저에 누가 어느 업무를 담당하고 있는 지 기재가 안되어있어 조금 불편함. 한화계열사 혜택을 더 늘려줬으면 좋겠다.스타트업이라서 체계가 조금 부족함.
","
한 달에 한 번 대표이사 주관으로 타운홀 미팅 진행하면서 직원들 이야기 듣고 답변해주시고 바로 실천하게끔 하는 모습이 보기 좋습니다. 앞으로도 꾸준히 해주셨으면 좋겠습니다.
"
개발,현직원,서울,2022. 09,3.0,"""워라벨도 좋고 디지털 보험 업무 경험을 쌓을 수 있으나 주니어가 많아서 일이 제대로 안됨 , 낮은 연봉은 덤""","
수평적인 분위기, 워라벨, 자유로운 연차사용, 쾌적한 사무실, 역세권인 회사 입지
","
직급 체계가 없음, 업무 프로세스도 비효율, 본부 별 협업 및 의사소통 비원활, 낮은 연봉
","
신규 상품 개발에 적극적으로 투자하여 또 다른 이익 창출을 위한 노력이 필요함
"
전문직,전직원,서울,2022. 09,2.0,"""아직 스타트업이라 인프라가 현저히 부족한곳으로 생각이듭니다.""","
수평적인 분위기는 그래도 괜찮다고 봅니다 복지부분 도 굉장히 좋구요 본사에 한해서만 좋습니다.
","
아직 인프라가 구축되지않은상황에서 순식간에 가입자 상승곡선에 따른 직원들의 피로감이 누적이 될수밖에없습니다.
","
신규사업 및 홍보에도 좋지만 지금 현재 다니고있는 사람들도 챙겨주셨으면합니다.
"
서비스/고객지원,전직원,서울,2022. 08,3.0,"""보여주기식 보고를 위해 다니는곳착하고 젊은 사람들은 많음수평문화절대 아님 탑다운 상명하복문화임""","
워라밸과 복지가 괜찮은편임단 부서와 부서장을 잘 만나야만 가능함겉으로는 수평적인척함
","
아주 작은일도 엄청 있어보이게 꾸며서 무언가 대단한 일을 하는척 해야하고그게 곧 그사람의 능력임체계가전혀없고 부서간 경쟁때문에 협업은 있을수없음
","
투자만 생각하지 말고 회사의 비전과 방향에 대한 공유필요누적되는 적자를 탈피할 방법모색이 필요합니다플러그 리스크에 대한 고민이필요합니다
"
금융/재무,전직원,서울,2022. 06,5.0,"""젊은기업으로 분위기는 확실히 젊은 분위기, 부바부로 보수적인 면도 있는듯""","
연차사용 자유롭고 능력별로 평가받는 것 같음, 경력직 많음
","
아직 초기단계라 체계가 덜 잡힌 듯 하다. 인사관련 새로운시도 많이 하는듯
","
커가는 회사임에 분명합니다. 직원들에게 적절한  보상 같이 이뤄졌으면 좋겠습니다
"
개발,현직원,서울,2022. 05,4.0,"""생각보다 보험사치고는 열려있고 IT 기업치고는 막혀있는 회사""","
이 회사으이 장점은 일단 해볼수있는게 많다는거다. 본인이 하고자하면 할 수 있는게 많다. 물론 그 안에서 약간의 정치가 필요하다
","
대기업출신이라그런지 엉덩이가 무겁다. 그래서 프로세서의 진행이 느린감이 있다. 이 부분을 해결할 수 있으면 좀 더 좋은 회사가 될 수 있지 않을까?
","
사원들의 마라을 들어주셔야 합니다. 그래야 회사가 나아갈 수 있습니다.
"
금융/재무,현직원,서울,2022. 05,2.0,"""회사의 미래가 안보인다.그리고 보험회사 아닌것같다""","
자유로운 연차사용역하고 이어짐안마의자연봉상승률이 낮습니다
","
1.알앤알 명확하지 않아 일하기힘들다2.인사제도가 명확하지않아 본인이 승진대상자인지도 알기 힘들다3.보험회사인데 보험 모르는 분들이 많아서 일하기힘들다
","
임원들이 아닌 사원들 이야기도 들어주길 바랍니다. 그리고 회사관련된 일을 다른사람 소문으로만 듣다보니 어느부분까지가 사실인고 거짓인지 알기힘드니 공식적으로 회사이야기는 이야기해주세요
"
개발,현직원,서울,2022. 04,5.0,"""전통보험사와 다른 핀테크 회사. 개발자에겐 나쁘지 않음""","
영어이름, 워라벨, 급여 높은편, 복지포인트, 숙소비, 체력단련휴가 5일 등 좋은점은 꽤 됨
","
퍼마일 자동차보험 외에 다른 보험들은 딱히 잘 될런지 모르겠음. 기업 목표가 정확히 공유 안됨.
","
기업이 나아가고자 하는 목표를 정확히 공유해주세요.
"
금융/재무,현직원,서울,2022. 02,3.0,"""연봉테이블 부재, 제각각인 연봉으로 아직 어수선한 분위기이나  타사 대비 젊은 인력 구성으로 꼰대는 없음""","
1. 전체적으로 수평적인 분위기2. 인적 구성이 젊어 상명하복식 문화는 많이 없음3. 연차 및 나이 대비 다양하고 중요한 업무 수행 가능4. 초기 멤버로 조기 관리자 진급 등 기회 열려있음 5. 한화손보와 동일한 복지 제도
","
급여테이블 부재로 주먹구구식 연봉 협상함. 같은 연차이나 최대 1,000만원 이상의 차이가 나기도 함. 물론, 직전 회사 연봉에 따라 달라지긴 하겠으나, 이후에는 어느 정도 보정되어야 하지 않을까 싶은데 말만 하고 2년째 변화 없음.윗선은 아직 보험사의 보수적이고 상명하복식의 문화 잔존.
","
다같이 고생하고 있는데, 부서별로 차등 두지 마시고 먼저 챙겨주셨으면 합니다..그리고, 중요한 의사 결정은 공유 좀 해주셨으면 해요.
"
데이터,전직원,서울,2022. 02,3.0,"""괴물을 만드는 곳...일 잘 떠넘기고 책임 회피잘하면 살아남을 수 있음""","
평등하고 워라벨이 좋은 편이고잘 생각이 안날 정도로 정이 떨어졌다
","
실적을 평가할 수 있는 그리고 평가할수 있는 사람이 없어 본인이 근자감 가지고 있음 그것이 실력이 된다
","
없다 바라는 게 없어지니 퇴사하게 됨
"
개발,전직원,서울,2022. 02,2.0,"""그냥저냥 연봉욕심 없다면 다니긴 좋다 타 기업보다 복지가 적은편""","
연차를 눈치안보고 쓸 수 있고 연차 추가로 5일 더줌그거말고 별다른 복지없음
","
퍼마일 자동차보험 판매 말고는 나머지는 관심없는 회사같음
","
이미 퇴사해서 바라는건 없지만 직원들 불만좀 들어보기를
"
금융/재무,현직원,경기,2022. 01,4.0,"""회사의 미래가 조금은 기대됌. 하지만, 부서마다 다르기때문에 it계열 제외하고 미래는 불투명. 조금 더 다양한 상품과 영역 확대 필요해보임.""","
젊은 직원구성, 대기업 복지제도, 연봉도 나쁘지 않음.
","
인력 부족으로 업무 과다, 근무 환경 개선필요, 성과금 기준 필요.
","
상품 영역 확대 필요, it외 타부서에도 미래에 대한 발전 가능성을 제시할 필요성.
"
금융/재무,현직원,서울,2021. 12,4.0,"""자유로운 분위기, 크게 터치하지않음, 일반적으로 생각하는 보험사의 꼰대문화가 심하지않음""","
신생 손보사이다보니 사원들의 평균연령이 낮아 자유로운 분위기속에서 억압받지않고 근무할 수 있음
","
인력이 부족하여 업무량이 많은편이고 신입사원의 경우 체계적으로 교육이 부족함
","
인력충원, 체계적인 교육 필요하다고 생각 그 이외의 부분은 만족하면서 다니고있음
"
개발,전직원,서울,2021. 12,3.0,"""많은 개발자들이 경력 쌓는 것을 선호하는 핀테크 기업""","
연차 사용시 눈치 보이지 않음사내에 책을 볼 수 있는 공간이 마련되어 있음출퇴근 시간이 유동적임
","
보안이 엄격하여 재택근무가 까다로움조직이 안정되지 않음
","
경영진과 대화하는 시간이 정기적으로 있는데회사 문화에 반영되는 것 같지 않음
"
기획/경영,현직원,서울,2021. 12,5.0,"""스타트업과 대기업 중간 어디쯤? 워라밸과 커리어 밸런스 잘잡힌 회사""","
비교적 젊고 우수한 맨파워의 현업과 테크 우대하는 기업문화
","
한창 성장하는 회사라 사람도 부족하고 정신없음. 전산고도화 시급
","
스타트업 문화도 좋지만 좀 더 시스템으로 경영했으면...
"
기획/경영,전직원,서울,2021. 11,1.0,"""국내 디지털보험사 1호라는 타이틀은 있지만 퍼마일보험 외 딱히 다른 보험사와 차이도 모르겠고 보험료도 그다지 싸지도 않고 플러그로 인한 연비감소가 연간 보험료 차액 채울듯...""","
워라벨 보장, 한화 계열사로 임직원 할인제도 및 기타 복리후생제도가 다양한 편으로 나쁘지 않음.
","
사내 정치가 심하며 비개발인력에 대한 차별이 심함..본인들은 상당히 쿨하고 오픈마인드라 생각하기만 틀닥 꼰대 부터 젋은 꼰대 까지 꼰대천국
","
플랫폼 사업도 운영할 직원들이 있어야 돌아가는거 아닙니까? 직원들을 소모품으로 생각하지 말고 각자의 역할을 존중해주시기 바랍니다.
"
개발,현직원,서울,2021. 10,3.0,"""금융업계이다보니 자유로운 개발환경이진 않다 워라밸이 있으며 개발하면서 성장할 수 있는 회사다""","
체력단련 휴가 5일을 더 주며 매년 복지포인트를 지급한다
","
부서간 이해관계등이나 금융업계의 보수적인 업무처리 방식등이 단점으로 생각된다
","
기존 대기업의 경영방식이 아직 남아있는듯하며 부서간 좋지못한 이해관계를 풀 수 있는 분들은 경영진일것같다
"
개발,현직원,서울,2021. 10,3.0,"""욕심 없이 편하기 다니기에 적합한 회사. 다양한 경험을 해볼 수 있는 회사""","
연차를 윗사람 눈치 안보고 사용할 수 있음근무 시간이 자유로움워라밸이 훌륭함자유롭게 업무를 추진할 수 있음
","
업무 체계가 부족함평가 체계가 부족함회사 비젼이 공유되지 않음
","
직원들의 아이디어를 더욱 적극 수렴했으면 함실패를 두려워하지 않고 도전했으면 함
"
개발,현직원,서울,2021. 09,3.0,"""스타트업 흉내내는 대기업 계열사의 계열사""","
기본 연차 15일 + 5일 더 줌.금융권 치고는 프리한 복장과 분위기.
","
금융권 치고 낮은 연봉부서마다 분위기 너무 다름 업무강도 복불복인 것 같음
","
회사의 나아갈 방향 공유가 잘 안되서 아쉬움.적극적인 비전 제시가 필요함.
"
개발,현직원,서울,2021. 08,1.0,"""호칭만 영어 닉네임일뿐 꼰대회사 그 자체인 회사. 부서 이기주의 끝판으로 협력이란걸 본적이 없음""","
금융권 대비 낮은 업무강도, 부바부 이긴 하지만 부서장이 보험업 출신이 아닌 부서는 나름 수평인듯
","
스타트업이라고 하지만 엄청난 불협화음을 자랑한다. 대기업 출신 부서장들이 이렇게 무능할수가 놀랄수 있음. 체계가 많이 부족함
","
무능한 직원, 월급루팡 직원 옥석을 가려내는게 자리에 오래 앉아 있는 것만은 아닙니다. 잇다른 주니어급의 퇴사를 간과하지 마세요. 디지털 보험사를 앞세우면서 왜 기존의 시각을 고수하십니까.
"
기획/경영,현직원,서울,2021. 07,3.0,"""금융권 보험회사도 아니고 플랫폼기반 서비스 회사도 아니고 신기한 회사""","
금융권 치고는 조금 수평적일 지도…그 외 장점은 잘 모르겟네요
","
한화손보/한화생명과 네이버/카카오의 단점을 합쳐서 빠르게 적용 중
","
회사가 이름도 없고 비전도 없으면 보상이라도 잘 챙겨주셔야죠
"
서비스/고객지원,전직원,서울,2021. 07,1.0,"""비개발직군은 인력이 매우 부족함업무를 제대로 아는 직원이 드뭄클레임이 어마어마""","
수평적인 호칭워라밸이 그나마 잘 지켜지는 편임단 부바부타보험사대비 덜 보수적
","
카카오에 밀려서 도태될듯누적되는 적자자동차보험의 비중이 너무 높아서손익개선이 어려울듯쉴새없이 울려대는 팀즈
","
눈앞에 보여지는 마케팅에만 주력하지말고이미 가입한 가입자를 뺏기지 않도록 관리가 필요함비개발직군인력은 너무 부족함
"
개발,현직원,서울,2021. 07,4.0,"""워라벨 좋고 적당한 급여로 다닐수 잇음 여러가지 일을 해볼수 잇음""","
적당한 급여 복지포인트 리플래쉬 포인트 워라벨도 괜춘함 탄력근무제
","
체계가 없음 인사 발표등이 명확하지 않고 투명하지 않음 스타트업의 단점 기존 금융사 단점이 적절히 조금씩 합쳐짐
","
적자인 상황이 이해는 되지만 인력충원에 인색하지 않았음 좋겟음 또한 기존 인력들에 대한 보상도 잘챙겨주길
"
개발,전직원,서울,2021. 06,3.0,"""금융IT 개발자들이 편하게 다니기 좋은 회사........""","
금융권 치고 수평적인 분위기여서 기존 은행, 보험사 등 근무하시던 분들은 편하게 느낄 수 있음
","
경영자들의 능력에 대한 의구심이 많이 듬. 적절한 의사결정에 어려움이 있는 듯
","
적극적인 채용과 직원들 지원을 좀 많이해줬으면.....
"
개발,현직원,서울,2020. 05,5.0,"""분위기가 좋고 발전 가능성이 있다고 생각함""","
사람으로 인한 스트레스가없고 타업종비 금융이라 낮지않은 연봉
","
시작한지 얼마되지않아 체계가 없고 복지가 안좋음. 직원을 챙기는것도 중요하나 회사 중심적인 부분이 강함
","
신규 사업과 회사 발전도 중요하지만 인재 관리를 위해서는 직원에게도 당근이 필요함
"
개발,현직원,서울,2020. 04,5.0,"""참 괜찮은회사 열심히하려고하면 보이는게많다. 다양한 회사에서 와서 시너지를 만드는 회사""","
열정적인사람이많습니다. 그리고 일하면소 배우는점도 많습니다. 연차나 영어이름부르능것도 자유롭고 분위기도 좋아요
","
아직 네임벨류나 적자의문제가있습니다. 그래서 걱정이많습니다.
","
즐겁게일할수있는 분위기를 만들어주면 더 신명으게일할수있을것같슺니다
"
개발,전직원,서울,2023. 10,3.0,"""그냥저냥 무난하게 다닐 수 있는 회사욕심없이 가늘고 길게 다닐 수 있음""","
연차 자유롭게 사용 가능하며 회사 위치가 아주 좋은 곳에 있음
","
연봉계약 이외에 하나도 없는 복지 그냥 없다고 보면 됨
","
리더의 역량이나 능력보다는 그냥 오래다니는 사람에게 혜택을 줌
"
개발,전직원,서울,2023. 09,4.0,"""진리의 부바부 팀바팀이 있으나 사람들은 좋다""","
사람들이 대부분 다 좋고 순하고 조용조용함 유데미 비즈니스 강의 공짜로 들을 수 있음
","
성과가 적고 직원들한테 돌아오는 게 좀 적은 느낌이 든다
","
평가 기준을 좀 더 체계적으로 정할 필요가 있을 것 같다
"
인사/총무,전직원,서울,2023. 09,4.0,"""정수기 사업부문을 양도하고 나서는 사업규모 등이 줄어들었지만 그래도 좋은 회사""","
자유롭게 연차를 사용할 수 있는 환경매 명절마다 회사에서 선물을 주는데, 항상 만족스러웠습니다.
","
정수기 사업의 매각으로 인하여 현재 웅진 만의 장점이 뚜렷하지 않다는 점
","
이전 정수기사업과 같이 뚜렷하게 웅진이 가지고 있는 주력 사업 확보를 위해서 힘써주세요
"
교육,전직원,서울,2023. 08,3.0,"""아르바이트치고 계약직이라 묶여있는 몸이 아쉽지만, 가르치는 보람을 느낄 수 있음""","
한 달 만기가 되면, 하루 연차가 나옴. 월급제처럼 나오기 때문에 일하는 느낌이 강하게 듦. 현재 웅진씽크빅 소속으로 바뀌어 처우가 좋아진 걸로 앎.
","
그만두려면 한 달 전, 통보를 해야함. 하루 4시간만 근무하더라도 반나절이 묶이게 됨.
","
좋은 선생님을 얻고 싶다면 처우를 더 좋게 해줄 필요가 있음.
"
개발,전직원,서울,2023. 08,4.0,"""개발자들이 중간 징검다리 기업으로 성장하기 좋은곳, 개발자 양성소""","
워라밸이 매우 좋으며 사람들이 매우 좋다. 지하에 저렴한 카페와 라운지가 있어서 점심시간에 쉬기 좋다
","
연봉이 매우 짜다. 법카가 개인별로 나오지만 실제로 사용할 수 있는 돈이 너무 적다.
","
it회사인만큼 연봉을 다른회사와 비슷하게 주셨으면 합니다.
"
개발,현직원,서울,2023. 08,3.0,"""도태되는 것을 무서워하지않고 욕심없이 다니고자 한다면 괜찮을 회사""","
연차를 자유롭게 쓸 수 있고 헬스케어라는 복지가 있다 회사 위치가 괜찮다
","
업무를 배울 수 있는 기회가 많지 않아서 각자도생으로 자기가 알아서 배우고 깨달아야한다
","
인력을 계속 뽑으려고 하는 것 보단 원래 있는 사람들을 잘 챙기는게 좋을 것 같다
"
개발,현직원,서울,2023. 07,3.0,"""사람들이 무난하고 좋아서 사람때문에 스트레스를 받을 일은 없는 것 같다""","
사람들이 무난하고 좋으며 서울 중심에 위치하여 출퇴근이 편리합니다
","
신입들이 들어오면 조금 배우고 퇴사율이 잦아서 계속 아래사람이 바뀐다
","
퇴사율이 왜 높은지 한번 원인을 찾을 필요가 있는것 같네요
"
개발,현직원,서울,2023. 07,3.0,"""전부다 무난한 회사 특별히 좋은것도 나쁜것도 없는 그냥 회사..""","
쪽팔릴 정도는 아닌 네임밸류... 쪽팔릴정도는 아닌 급여... 그냥 그런 복지...그냥 무난한게 장점 탈주하려다가 여기도 나쁘지 않지.. 그치만 탈주를 계속 하고픈 회사
","
특출난 장점이 없어서 모든게 다 단점... 급여는 만족스럽지 않고 윗분들 너무 구시대적 사람들 IT회사라곤 전혀 느껴지지 않는 업무 시스템 복지 급여 등등 모든게 다 뒤떨어져 있다 그냥 이대로 간다면 끝이 너무 잘 보이는 회사 젊은 사람들은 빨리빨리 탈주 함
","
It회사면 it회사답게... 모든게 너무 옛날 그대로...
"
서비스/고객지원,전직원,서울,2023. 07,3.0,"""콜센터 치곤 나쁘지 않게 다닐 수 있는 회사""","
역세권이라서 출퇴근 하기에 좋고 휴게 공간도 넓어서 좋았음
","
직원들은 많은데, 화장실이 작고 좁아서 불편했음식대 지원 안 됨
","
화장실을 더 크게 늘려줬으면 좋겠습니다
"
영업/제휴,전직원,서울,2023. 07,3.0,"""영업하기에 무난하지만 복지 없는 회사""","
무난하게 다니기 좋은 회사, 업계 평균 그자체, 좋은 회사 위치? 사실 특별히 크~게 장점이랄건 없다
","
점심 지워 없음(급여에 포함이라고 하지만...) 애매한 급여, 명절 상여 일절 없음, 복지 없음 그냥 저냥..회사인 느낌
","
상여나 성과를 좀 더 챙겨줬으면 합니다
"
생산/제조,전직원,서울,2023. 07,2.0,"""대기업이지만 박봉에 일많고 영업사원들이 민원과 클래임이 너무많아서 힘듬""","
연차자유롭고  플레이도시  이용이 자유롭고복지 좋은편임
","
영업사원들 전화가 많고 클래임 커서 응대가 힘들어하는 직원많음
","
인원을 충원해줘야 장기근속자들이 늘어날꺼라고 생각합니다
"
