직무,고용 현황,근무지,날짜,별점,요약,장점,단점,경영진에게 바라는 점
,,,,4.0,"""의지만 있으면 다양한 지원을 받아 같이 성장할 수 있는 회사""","
자유도가 높은 편이고 하고 싶은게 있으면 적극적으로 지원불필요한 작업 지양, 역량 개발을 위한 다양한 활동 지원 및 공유8 ~ 10시 출근 시간 요일별로 조정점심 제공, 자유로운 연차 사용, 수평적인 분위기
","
체계적인 내부 시스템이 부족하지만 계속해서 갖춰나가고 있는 중업무 강도가 낮은 편은 아님
","
지금 처럼 앞으로도 잘 부탁 드립니다.
"
,,,,4.0,"""물류산업의 급진적 변화를 보다 빠르게 체감할 수 있는 곳""","
보수적이고 폐쇄적인 물류산업의 플랫폼화를 위해 많은 노력을 하고 자부심을 갖고 일할 수 있습니다.개개인의 취향과 성향을 존중해 주고, 이해하려고 노력합니다.
","
자유로운 회사 분위기를 중시하나 각 개인 구성원에 업무에서 그만큼 책임감이 따르기 때문에 업무적 퍼포먼스 압박을 스스로 받습니다.
","
기존에 폐쇄적이고 보수적인 물류산업에서 혁신적인 IT 서비스를 만들고 구조를 개선해 나가는 것에 스스로 자부심을 가지지 못하면 버티기 힘든 구조인 것 같습니다. 회사의 방향성과 업무적 어려운 점들을 자주 공유하고 회고하는 시간을 가지고 이상과 현실을 잘 조율하는 분위기와 자리가 마련되면 좋겠습니다.
"
,,,,5.0,"""물류업계에 거의 없는 IT 트렌드에 맞춰서 성장하는 물류 IT회사""","
개발자로서 성장하기 좋은 회사라고 생각합니다. 트렌드에 맞는 기술을 상황에 맞는경우 많이 도입하려고 노력하고, 현재 회사에서 쓰지 않는 기술이라도 의견을 제시한다면 작은 서비스에라도 적용해볼 수 있어 많은 경험을 쌓기 좋습니다.
","
아직 소규모 기업인 만큼 개발 프로세스에 명확한 체계는 잡혀 있지 않습니다. 여러가지 시행착오를 거치는 중이고, 그 중 가장 괜찮은 방식을 도입하기 위해 노력하고 있기에, 모든 부분에서 변화가 빠르다고 생각합니다. 그렇기에 변화에 발빠르게 대응하지 못하는 분들은 힘들수도 있을거라 생각합니다.
","
나이가 많거나 직급이 높은 직원이 뽑을때는 좀 더 신중히 뽑으면 좋을것 같습니다.
"
,,,,5.0,"""수출입 물류시장의 디지털화를 선도해나가고 있는, 이제는 국내 수출입 시장의 기준이 된 회사""","
가능한 범위 내에서 많은 기회를 주는 편. (물론 그만큼 업무의 압박이 있음)
","
각 팀별 진행해야하는 프로젝트가 많다보니 업무 진행속도가 더딜때가 종종 있음
","
직원들이 소통할 수 있는 다양한 창구를 마련해주셨으면 좋겠습니다.
"
개발,현직원,서울,2022. 01,4.0,"""개발자 역량키우기 좋은 곳 사내 분위기가 좋은 곳""","
연차 사용 눈치 없음 자율 출퇴근 식대 지원젊은 기업 문화
","
체계 부족 기존 직원과 신입 직원의 괴리감업무 비중과 스케일에 비해 적은 직원 수
","
회사의 목표를 향해 채찍질도 좋지만 기업이 더 커지기 전에 직원들 잘 챙겨주면 했으면 하는 바람
"
영업/제휴,현직원,서울,2019. 08,5.0,"""특수성을 지니고 있는 수출입 물류 시장의 플랫폼화를 선도하고 있는 퍼스트무버기업입니다.""","
단순작업이나 반복적인 업무가 메인이 아니라, 끊임없이 자기 개발을 통해 퍼포먼스를 끌어올릴 수 있는 회사입니다. 기존에 없던 시장을 형성한다는 측면에서 동기부여가 가능하다면 충분한 재미를 느끼며 다닐 수 있습니다.
","
경력직은 자신의 경험에 날개를 달 수 있지만 신입으로 입사할 경우 체계적으로 해당 업종에 대한 학습을 할 수 있는 환경은 아닙니다. 무역 수출입을 골자를 하고 있으나 플랫폼 및 IT 에 대한 전반적인 인사이트를 필요로 하는 바, 스스로 동기를 발견하지 못하면 적응이 어려울 수 있습니다. (영업조직)
","
경영진 외부 일정이 많아서 소통할 기회가 적습니다. 주기적인 회식을 통해서 외부의 이야기도 공유하고, 겸사겸사 현업에서 쌓인 스트레스도 풀 수 있는 기회를 만들어 줬으면 좋겠습니다.
"
디자인,전직원,서울,2019. 03,4.0,"""신입이라면 배울 것이 많고, 경력이라면 대우받는 회사""","
신입사원 교육, 체계적인 업무 프로세스 등 신입사원이 배워갈 것이 많다.쓸데없는 서류작업을 지양하고 서로를 존중하며 업무량과 일정을 조율함.새 직원의 적응을 도우려고 노력함.직원들이 원하는 간식과 점심 저녁을 지원함.다양한 복지가 있음. (생일파티, 도서비 지원 등)
","
회사 위치가 애매함.높은 직급의 직원들 업무량이 많아 보였음.
","
복지와 대우를 계속 이렇게 하시면 직원들의 만족도가 꾸준히 높아질 것으로 생각합니다.다만 인력 충원이 필요해 보입니다.
"
마케팅/시장조사,현직원,서울,2018. 08,5.0,"""일과 삶의 균형을 맞춰가며 일할 수 있는 곳. 다양한 신규 프로모션 기획부터 실행까지 모두 경험할 수 있으며, 물류 IT분야의 커리어를 쌓기 좋은 회사""","
본인의 능력과 목소리를 존중해주는 곳. 수평적이고 자유로운 사무실 분위기. 기획에서부터 실행까지 모두 진행하다보니 담당자의 색이 실제 서비스로 반영이 되기에 업무에 재미를 느낄때가 많은 편.점심, 야근 식대 제공해서 돈 나갈 일 없음 (원하는 간식도 왠만하면 다 사주는편). 교통이 편리해서 출퇴근이 편함
","
회사 생활이 자유로운 반면 본인이 맡은 일과 계획한 일에 대한 퍼포먼스를 상당히 중요시 하다보니 업무에 대한 압박이 심한 편. 국내 최초로 오픈하는 서비스가 많다보니 업무 강도도 높음.팀간 교류가 원활하지 않아 미스커뮤니케이션이 일어나는 경우가 있음 야근을 종용하는건 아니지만 아무도 집에 안가서 자연스레 야근할때가 많음.
","
국내 최초로 물류IT 서비스를 만들고 있다는것에 모든 직원들이 자부심을 가지고 있고, 성장한다는걸 알고 있지만 그걸 느낄 수 있는 무언가가 필요하다고 생각함. 단순 업무에 대한 이야기 외에도 회사에 관련된 다양한 이야기를 나눠서 서로가 힘내서 같이 나아갈 수 있는 분위기를 만들어주셨으면.
"
기획/경영,현직원,서울,2016. 08,4.0,"""개발자의 의견을 존중하고 새로운 패러다임을 지향하는 다양한 개발 환경을 경험할 수 있는 곳. 연구개발을 통해 새로운 영역에서 커리어를 쌓고 싶은 사람에 추천.""","
경력직인 경우 연봉을 많이 준다. 연차를 사용할 때 눈치보지 않고 사용할 수 있다. 출근이후 먹는것과 관련된 모든것은 회사에서 해결해준다. 자율적으로 업무시간을 유동적으로 사용할 수 있다. 회사안에서 직책은 호칭으로만 사용되고 있어 수평적인 분위기이다. 역량개발을 위한 컨퍼런스, 박람회를 자유롭게 다닐 수 있다.
","
구성원은 부족한데 진행해야 할 업무량이 많다. 젊은 구성원의 비율이 높고 경험많은 시니어 구성원이 없어 의사 결정이 오래걸린다. 모든 업무프로세스를 만들면서 시작해야하기 때문에 수많은 시행착오를 겪어야한다. 체계적인 내부 교육시스템이 부족하다.
","
회사가 추구하는 방향과 의도 등이 전사적으로 구성원들에게 공유되었으면 좋겠다.
"
,,,,4.0,"""물류 IT를 제대로 느낄 수 있는 기업, 성장을 하고 있고  회사와 함께 개인의 성장 가능성이 많은 회사""","
주변에 열심히 하고 자극이 되는 동료들이 많다. 구성원들이 대부분 착하고 성격이 좋다.개발 팀 같은 경우 백엔드, 프론트의 구분이 잘 나뉘어져 있다.원하는 기술 스택과 써보고 싶은 기술 선택에 대한 존중이 있는 편이며, 기업이 빠르게 성장하는 중이어서 그 가운데 배울 것들이 많고 자기 개발을 열심히 한다면 성장 가능성, 기회 들이 많은 것 같습니다.
","
물류 시장의 퍼스트 무버 이고 처음 하는 것들 많고, 공부해야 할 것들이 많은 편스타트업의 분위기 상 스스로 일을 알아서 찾아서 잘 할 수 있는 사람들이 잘 맞을 회사 분위기
","
회사가 앞으로 나아가야 할 점, 비전 등을 실무자와 이야기 해볼 수 있는 시간, 자리 등이 많았으면 좋겠습니다.직원들끼리 소통을 많이 할 수 있는 기회가 많았으면 좋겠습니다.
"
,,,,4.0,"""욕심이 많을 수록 본인이 성장할 기회, 가능성이 많은 회사""","
자율성을 존중해준다. 임원들 포함, 타팀과의 커뮤니케이션이 가능하다.
","
비중있는 팀이나 인력에 따라 암묵적으로 업무가 결정되는 점
","
더 많은 직원들을 챙길 수 있는 기업문화를 이끌어갈 수 있었으면 좋겠습니다.
"
,,,,5.0,"""척박한 물류시장에서 불가능을 가능으로 만들어내고 있는 혁신적인 물류it 플랫폼 기업입니다.""","
직원 개개인의 의사를 존중하고 장점을 더 부각시킴으로써 사소한 의견일지라도 기획적인 부분에 최대한반영하여 성장하고자하는 기업으로 개인의 성장의 곧 기업의 성장이라고 여깁니다.부족한 직원이 있다고해서 무시하는 것이 아니라 개인 성향에 따라 기다려 주거나 독려하는 기업입니다.
","
수평적 조직이라고 하지만 수직적인 성향으로 진행되는 일이 더러 있으며 경영진에게 인정을 받기 위해불필요한 에너지를 쏟는 몇몇 직원이 있습니다. 물론 다른 기업들도 마찬가지이지만 우리 회사는 개인의 성장이 필요하다기보다 협업을 중심으로 진심으로 동료를 격려하고 윈윈하는것이 더큰 성장을불러올수 있는 기업중의 대표기업이라고 볼수 있습니다.
","
사내 영향력이 있다라고 판단되는 특정 몇몇의 직원 의견에 너무 기울지 않길 바라며상황에 따라 수직적인 업무 진행이 필요하다고 판단되면 리더에게 권한과 책임을 전가 하시길 바랍니다.또한 빠른 성장을 할수 있는 기업이라고 믿기 때문에 오너의 마음을 갖게 하고 스스로 열심히 하도록분위기를 만들어 간다는게 멋지고 대단하지만 리더는 팀원을 아우르면 잘 다스리는 것에 격려를 더 하고실적에 너무 치우치지 않도록 부탁 드립니다.
"
,,,,3.0,"""분위가 좋은 편이며 열심히 하려는 사람이 많다""","
대체적으로 분위기 좋으며 교육비 및 도서비 지원해주고 자율적으로 출퇴근 시간 조절할 수 있다.중식비 및 간식 제공, 복지카드
","
스타트업이나 스타트업 분위기는 아닌듯하다. 먼저 묻지 않으면 당연히 알고있을거라 생각하는 분위기, 그게 업무에 영향이 있는 경우가 있다. 시스템에 대해 잘 알고있는 사람이 생각보다 적은 것 같다. 특정사람의 영향이 큰 경우가 있는 것 같다.
","
경영진이 어떤 점을 바라는지 종종 의문이 들때가 있다. 근본적인 문제에 대해서도 고민해보았으면 좋겠다.
"
개발,현직원,서울,2023. 08,3.0,"""개발자를 대우 해주며 복지도 신경을 많이 쓰는 회사입니다""","
점심 식대에 제한을 두지 않아 먹고 싶은 메뉴를 먹는점연차에 대해 눈치 보지 않고 사용할 수 있는점
","
업무 진행이 비효율적인점기존 가지고 있는 개발적인 문제들이 해소가 안되는점리더의 부재
","
새로운것들을 추구하는것을 조금만 내려놓고 내실을 다질 수 있는 시간이 필요해보입니다
"
개발,현직원,서울,2023. 05,3.0,"""특별히 좋은 것도 아주 나쁜 것도 없는 회사. 인원이 늘고있지만 회사가 그만큼 발전하는지 제대로된 방향으로 가고있는지 의문""","
사람들이 대부분 착하다점심식비 100% 지원한다(각자 법인카드 제공)분위기 자유롭다(담배, 딴짓, 졸음 신경X)
","
직원들 의견이 거의 받아들여지지 않는다성과에 대한 보상 체계가 없다운영 방식이 대단히 보수적이다이상한 제도가 계속 생겨나고 있다
","
이상한 제도 만드는데만 신경쓰지말고 현재 직원들의 근무환경과 애로사항에 제대로 신경을 써줬으면. 계속해서 그만두는 직원이 생기는 이유를 제대로 파악하고 남은 직원에게는 신경을 제대로 써주시길.
"
영업/제휴,현직원,서울,2023. 04,5.0,"""소울만 있다면 역량을 길러주는 회사 I 다만 현재는 경력직만 채용하니 참고! I 레거시에 대한 경험이 있다면 활용 가능!""","
멀리 바라보는 대표와 현실과의 간극을 채우는 P/L I 소울풀한 하모니
","
당장 현실적으로 눈에 보이는 것만 중요한 분께는 비추 I 레거시에서 극복하려는 것을 실현할 수 있는 회사로서 들어온다면 강추
","
더 좋은 솔루션을 향한 기획과 드라이브! 지금처럼!
"
디자인,전직원,서울,2023. 03,3.0,"""개인적으로 발전할 수 있었지만 좋은 회사라고 말할 수있는지는 모르겠다 기억에 남지 않는 회사""","
연차를 부담없이 쓸수있고 회사 분위기가 좋다 회의가 잦지 않아 좋다
","
개인주의 성향이 심한 편 연봉의 수준이 높지 못하다 프로젝트의 방향성이 불뷴명하다
","
합리적인 복지와 보상 체계를 마련해줬음 좋겠다프로젝트 공유
"
금융/재무,전직원,서울,2023. 02,5.0,"""다양한 경험을 하며 커리어를 쌓고 싶은 사람은 강추입니다""","
연차 자유롭게 사용 가능, 간식 제공, 전체적으로 자유로운 분위기
","
단순 보고를 위한 보고가 많아 비효율적, 그리고 딱히 생각 나는 게 없네요
","
더 나은 직원들의 복지가 제공 되었으면 좋겠어요
"
마케팅/시장조사,현직원,서울,2022. 09,5.0,"""방향이 뚜렷합니다. 물류라는 거대한 분야에서 디지털 전환을 선도합니다. 경쟁사, 주변과 비교하기보다 목적지를 향해 꿋꿋하게 나아갑니다. 좋은 동료가 많습니다. 프로페셔널하면서 겸손하고 정중합니다. 함께 성장하는 기분입니다. 자유로운 분위기 속에서 일에 대해 진지하게 고민합니다. 일하기 매력적인 회사입니다.""","
업무 자율성이 높습니다. 하고 싶은 일을 합니다. 출퇴근 시간이 탄력적이고 연차 사용도 본인 승인입니다. 업무를 위한 지원도 아끼지 않습니다. 장비는 물론 식비, 회식비도 무제한으로 지원합니다. 직원들이 편하게 일할 수 있는 분위기를 만들어줍니다. 직원들에게 귀를 기울여 여러 제도와 문화를 만드는 중입니다.
","
연봉 인상률은 높은 편입니다. 다만 추가 수당에 대한 보상이나 성과급이 없습니다.
","
직원으로 보기에 좋은 방향으로 가는 것 같습니다. 결을 유지하면서 회사가 성장하길 바랍니다.
"
기획/경영,전직원,서울,2022. 07,5.0,"""다양한 경험을 할 수 있음. 수평적인 기업문화로 의견반영 잘됨""","
윗사람 눈치안볼수있음 복지 좋음 연봉 상승률도 좋은편임
","
교통이 불편, 컴퓨터 사양이 안좋아서 가끔 버버벅 거리는데 비꿔주질 않음
","
컴퓨터 좀 바꿔주세요 컴퓨터로 일해야되는데 컴퓨터가 느리면..
"
개발,전직원,서울,2022. 03,4.0,"""특색이 없고 기업에 비젼이 보이지 않는다. 분위기만 스타트업.""","
자유로운 분위기 개발 외 신경 쓸 부분이 없다. 서로 서로 신경 안쓰는 분위기.
","
인사를 많이 신경써야 할꺼 같다. 인사에 대한 중요성을 경영진은 모르는거 같음.
","
좀더 적극적인 자세가 필요 한거 같다. 모든 부분에서...
"
,,,,4.0,"""폐쇄적이고 낡은 산업에 한줄기 빛이되는 혁신적인 솔루션 제공기업""","
해당 산업분야에서 국내 선도적인 기술과 입지를 보유함.구성원들이 배려가 많음.
","
명확한 체계가 부족한 프로세스가 많아 입사초기에는 업무를 처리하는데 기준을 잡는게 어려움.
","
더욱 빠르고 결단력있게 추진해주세요.
"
,,,,4.0,"""의지만 있으면 다양한 지원을 받아 같이 성장할 수 있는 회사""","
자유도가 높은 편이고 하고 싶은게 있으면 적극적으로 지원불필요한 작업 지양, 역량 개발을 위한 다양한 활동 지원 및 공유8 ~ 10시 출근 시간 요일별로 조정점심 제공, 자유로운 연차 사용, 수평적인 분위기
","
체계적인 내부 시스템이 부족하지만 계속해서 갖춰나가고 있는 중업무 강도가 낮은 편은 아님
","
지금 처럼 앞으로도 잘 부탁 드립니다.
"
,,,,4.0,"""물류산업의 급진적 변화를 보다 빠르게 체감할 수 있는 곳""","
보수적이고 폐쇄적인 물류산업의 플랫폼화를 위해 많은 노력을 하고 자부심을 갖고 일할 수 있습니다.개개인의 취향과 성향을 존중해 주고, 이해하려고 노력합니다.
","
자유로운 회사 분위기를 중시하나 각 개인 구성원에 업무에서 그만큼 책임감이 따르기 때문에 업무적 퍼포먼스 압박을 스스로 받습니다.
","
기존에 폐쇄적이고 보수적인 물류산업에서 혁신적인 IT 서비스를 만들고 구조를 개선해 나가는 것에 스스로 자부심을 가지지 못하면 버티기 힘든 구조인 것 같습니다. 회사의 방향성과 업무적 어려운 점들을 자주 공유하고 회고하는 시간을 가지고 이상과 현실을 잘 조율하는 분위기와 자리가 마련되면 좋겠습니다.
"
,,,,5.0,"""물류업계에 거의 없는 IT 트렌드에 맞춰서 성장하는 물류 IT회사""","
개발자로서 성장하기 좋은 회사라고 생각합니다. 트렌드에 맞는 기술을 상황에 맞는경우 많이 도입하려고 노력하고, 현재 회사에서 쓰지 않는 기술이라도 의견을 제시한다면 작은 서비스에라도 적용해볼 수 있어 많은 경험을 쌓기 좋습니다.
","
아직 소규모 기업인 만큼 개발 프로세스에 명확한 체계는 잡혀 있지 않습니다. 여러가지 시행착오를 거치는 중이고, 그 중 가장 괜찮은 방식을 도입하기 위해 노력하고 있기에, 모든 부분에서 변화가 빠르다고 생각합니다. 그렇기에 변화에 발빠르게 대응하지 못하는 분들은 힘들수도 있을거라 생각합니다.
","
나이가 많거나 직급이 높은 직원이 뽑을때는 좀 더 신중히 뽑으면 좋을것 같습니다.
"
,,,,5.0,"""수출입 물류시장의 디지털화를 선도해나가고 있는, 이제는 국내 수출입 시장의 기준이 된 회사""","
가능한 범위 내에서 많은 기회를 주는 편. (물론 그만큼 업무의 압박이 있음)
","
각 팀별 진행해야하는 프로젝트가 많다보니 업무 진행속도가 더딜때가 종종 있음
","
직원들이 소통할 수 있는 다양한 창구를 마련해주셨으면 좋겠습니다.
"
개발,현직원,서울,2022. 01,4.0,"""개발자 역량키우기 좋은 곳 사내 분위기가 좋은 곳""","
연차 사용 눈치 없음 자율 출퇴근 식대 지원젊은 기업 문화
","
체계 부족 기존 직원과 신입 직원의 괴리감업무 비중과 스케일에 비해 적은 직원 수
","
회사의 목표를 향해 채찍질도 좋지만 기업이 더 커지기 전에 직원들 잘 챙겨주면 했으면 하는 바람
"
영업/제휴,현직원,서울,2019. 08,5.0,"""특수성을 지니고 있는 수출입 물류 시장의 플랫폼화를 선도하고 있는 퍼스트무버기업입니다.""","
단순작업이나 반복적인 업무가 메인이 아니라, 끊임없이 자기 개발을 통해 퍼포먼스를 끌어올릴 수 있는 회사입니다. 기존에 없던 시장을 형성한다는 측면에서 동기부여가 가능하다면 충분한 재미를 느끼며 다닐 수 있습니다.
","
경력직은 자신의 경험에 날개를 달 수 있지만 신입으로 입사할 경우 체계적으로 해당 업종에 대한 학습을 할 수 있는 환경은 아닙니다. 무역 수출입을 골자를 하고 있으나 플랫폼 및 IT 에 대한 전반적인 인사이트를 필요로 하는 바, 스스로 동기를 발견하지 못하면 적응이 어려울 수 있습니다. (영업조직)
","
경영진 외부 일정이 많아서 소통할 기회가 적습니다. 주기적인 회식을 통해서 외부의 이야기도 공유하고, 겸사겸사 현업에서 쌓인 스트레스도 풀 수 있는 기회를 만들어 줬으면 좋겠습니다.
"
디자인,전직원,서울,2019. 03,4.0,"""신입이라면 배울 것이 많고, 경력이라면 대우받는 회사""","
신입사원 교육, 체계적인 업무 프로세스 등 신입사원이 배워갈 것이 많다.쓸데없는 서류작업을 지양하고 서로를 존중하며 업무량과 일정을 조율함.새 직원의 적응을 도우려고 노력함.직원들이 원하는 간식과 점심 저녁을 지원함.다양한 복지가 있음. (생일파티, 도서비 지원 등)
","
회사 위치가 애매함.높은 직급의 직원들 업무량이 많아 보였음.
","
복지와 대우를 계속 이렇게 하시면 직원들의 만족도가 꾸준히 높아질 것으로 생각합니다.다만 인력 충원이 필요해 보입니다.
"
