직무,고용 현황,근무지,날짜,별점,요약,장점,단점,경영진에게 바라는 점
마케팅/시장조사,전직원,서울,2023. 02,3.0,"""진짜 애매,,좋은 사람들 많고 대표를 제외한 '장'은 모두 좋음, 일 많음""","
부서 바이 부서이지만, 대체적으로 사람들이 좋음. 인간관계로 스트레스 받은 적 X, 간식이 진짜 편의점보다 잘되어있고 쾌적한 사무실, 복지, 피플팀의 노고가 대단함
","
대표가 쉽게 말을 바꿈, 그래도 최악은 아닌. 신논현역에 있어서 약간 삭막함. 클라이언트가 다양하지 않아서 쩔쩔매는 경향이 심하다. 프로젝트 하나를 진행하지 못하게 되면 스트레스 심해짐
","
팀장급 더 잘 챙겨주시길 바랍니다. 일반 사원들보다 2배는 더 열심히하는 팀장들이 많습니다. 밥을 사주는 것 이외에 돈을 더 주고 있겠지만...더 잘 챙겨주시길
"
디자인,전직원,서울,2023. 01,3.0,"""복지와 워라벨이 좋은 회사, 하지만 성장을 생각한다면 한번 생각을 해봐야하지 않을까""","
워라벨에 관해서는 굉장히 좋았던 것 같다. 복지도 월요일 에는 오후 출근에 맨 윗층에 스넥바, 신논현역에서 내리면 5분도 걸리지 않는 회사 건물
","
뭔가 애매하게 많은 것들을 하는데, 올라운더라고 하기에는 조금 부족한 감이 없는 감이다. 본인의 성장에 욕심이 많다면 별로 비추천하는 회사
","
회사의 성장을 위해 조금 더 전문적인 인원들이 있어야하지 않을까 생각합니다.
"
기획/경영,전직원,서울,2022. 12,1.0,"""상장한 것이 기적이라고 느껴질 정도로 경쟁력이 취약한 기업이다. 오직 대표의, 대표를 위한, 대표에 의한 기업이다. 대표 개인회사라고 생각해도 무방하다.""","
사무실 위치가 나쁘지 않다. 복지로 종종 소고기가 지급된다. 아직 매출이 크지는 않지만 개발한 초고화질 영상 플랫폼이 있다.
","
꾸준하게 퇴사자가 발생한다는 것은 경영진 그 중에서도 대표이사 책임이 크다. 직원을 아랫사람 대하듯이 하며 필터없이 던지는 말에 많은 직원들이 상처를 받았다.
","
상장했으면 이제는 전문경영인을 도입하는 것을 고려해보시길..
"
디자인,전직원,서울,2022. 12,2.0,"""밖에서 보는거랑 안에서 보는거랑 너무 다른 회사. 내부자든 외부자든""","
월요일 오후출근, 분기마다 고기나 호텔 식사권을 주는 밥한끼하자 등 복지와 업무환경이 좋음
","
리더들중에 기분파에 사람 차별하는 몇몇이 있음. 사람 소중한 줄 모름그리고 팀끼리 소통이 전혀 안됨. 문제가 좀 복합적인데, 어떤 리더는 타팀에 무조건 배타적 태도인 사람도 있고, 어떤 리더는 열심히 하려고 하지만 더 윗사람이 능력이 없고 지말만 하는 사람이라 잘 안되는 경우도 있음. 어쨌든 리더단의 문제임. 리더 얘기가 나와서 추가적으로 하는 말은, 이 회사는 본인 팀원들을 뭉치고 으쌰으쌰 할줄 아는 리더가 없는 것 같음. 그래서 퇴사율도 높고 각자 지 앞에 할일만 하고 공유도 안됨. 하나의 목표를 가지고 달려가도 시원찮은데 걍 모두가 지생각만해서 아무것도 안되는 회사. 그러니 야망이 있고 일 열심히 하고 싶은 사람한테는 안맞는 회사임. 월급 루팡들이 딱 자기 일만 하고 퇴근하면 마음편히 다닐 수 있음회사의 방향이 내부적으로는 계속 바뀌는데, 그걸 공유를 안함. 업계에서 어떻게든 생존하려는 쪽으로 본다면 좋은데, 그걸 내부에 공유를 안한다는게 또 문제고, 일단 저지르고 똥은 아랫사람들이 치운다는것도 문제. 걍 사원급은 사람으로 안보는건지 뭔지 모르겠는데, 전반적으로 소통이 없음.회사가 커져서 어쩔 수 없이 루팡이 많이 생겼음. 그 루팡들을 잘 없애야 회사가 더 잘 굴러갈 수 있는 토대가 될텐데, 권고사직도 꽤 있고 퇴사자도 안잡는 회사지만 루팡을 거를 능력이나 시스템도 부재인 회사임. 상기에 적어놓은 여러가지 문제들로 일 열심히 잘하는 사람들은 점점 빠져나가는 추세
","
회사 내에 모든 팀이 서로 소통할 수 있는 문화를 만드는게 급선무가 아닌가 싶음. 그리고, 회사의 상황을 좀 명확하게 공유하고 일을 무책임하게 떠넘기지말고 사람 상황을 고려해서 배분해야 할 필요가 있음
"
디자인,현직원,서울,2022. 12,3.0,"""규모 대비 복지가 좋은 편이지만 조직개편이 너무 잦고 성과 스트레스가 많다. 오래 안정적으로 다니기는 힘들어 보인다.""","
규모 대비 복지가 좋다. 항상 구비되어 있는 간식이 많다. 교통이 아주 편리한 곳에 있다. 피플팀이 있어서 필요한 부분이 있으면 바로 요청할 수 있다. 굿즈가 많다.
","
너무 잦은 조직 개편. 조직개편을 너무 자주한다. 또하나 싶을 정도로 많이 하는 것 같다.  성과 스트레스가 많다. 상장된 회사로 오래 안정적으로 근무할 수 없는 회사같다.
","
굿즈나 간식을 챙겨주기 보다 업무롤과 프로세스를 좀 더 탄탄하게 갖추고 고용 안정이 보장되었으면 함.
"
디자인,전직원,서울,2022. 11,2.0,"""같이 일하는 분들이 좋았습니다. 그 외에는 잘 모르겠습니다""","
직원들에게 제공하는 복리후생이 좋았습니다. 그러나 좋은만큼 단점이 컸던 것 같아요 그 외에도 같이 일하는 직원분들이 좋아서 일할맛이 났었습니다
","
집에 갈 수 없었고, 잦은 야근과 쌓여가는 피로도로 업무에 대한 성취감을 느낄 틈이 없었습니다. 출근하는 발걸음이 매일매일 무거웠던 기억만 남아있습니다
","
지금은 많이 좋아졌는지는 모르겠지만 직원들이 행복한 기업이 되었으면 좋겠습니다
"
기획/경영,현직원,서울,2022. 11,4.0,"""빠르게 성장 하고 있는  회사 입니다 . 좋은 회사 다니고 싶은 사람에게 추천""","
4.5일 출근.근무환경 매우 좋음.연차를 윗사랑 눈치 안보고 쓸수 있음, 가족들과 더 많은 시간이 보내수있음 .실비보험.1년 4번에 한우 세트나 호텔 식사권 제공.다양한 간식 과일 음료수 제공.회식이 없음.
","
능력자 많이 모어있는 회사라 승진을 힘들다.원격지근무 한직원분이 많이 계셔서 얼굴을 보니 서로 낯설다.
","
신규 사업 추진에 적극적인 투자 의지를 보여줬으면 좋겠다.
"
마케팅/시장조사,전직원,서울,2022. 10,4.0,"""테크기반의 콘텐츠 제작 기업으로서 스타트업 분위기의 성장성 높은 회사""","
눈치안보고, 자유로운 편이며, 매주 월요일 오후 출근으로 월요병에 대한 걱정없다
","
아직은 몇년안되서, 시스템이나 조직의 세팅은 부족한편이다
","
직원들에게 시스템을 잘 구축하여 안정된 성장을 하면 좋겠다
"
기획/경영,전직원,서울,2022. 09,1.0,"""코스닥 상장 하고, 사무실 좋고, 겉보기엔 좋아 보이나,실상은 그렇지 못한 회사""","
월요일 오후 출근, 3개월에 한번씩 30만원 상당 한우 준다.카페테리아가 잘 되어있다.일부 부서는 재택근무도 가능한 것으로 알고 있다.
","
경영진이 겉모습에만 취중하며, 경영방침이 자주 변경된다. 경영진이 매출에 대해 압박을 준다.경영진 마인드가 야근 많이 해야 일을 많이 하는 줄 알고 있다.야근수당은 없으며, 야근수당 안주기 위해 출퇴근체크 안하고 있다.일부 복지는 외부에서 상 받기 위해 만든 것으로 보여진다.부서마다 다르지만, 부서간 협업이 잘 안되는 편이다.나르시즘적 상사가 있어 가스라이팅 당할 수 있다......다 그런 건 아니지만 사람들이 대체로 개인주의 성향이 강하다.체계가 없다.
","
보여지는 것에만 취중 하지 말고, 회사 체계를 갖추고 직원분들 편안하게 일할 수 있도록 고민하는 게 좋을 것 같습니다.
"
미디어/홍보,전직원,서울,2022. 06,2.0,"""사람이 별로였던 기억. 기업으로서 자리매김을 하고 싶어하지만 소기업때 기억으로 똘똘 뭉쳐 얼렁뚱땅 돌아간다.""","
월요일 한시 출근! 유일하게 진심으로 좋아하던 문화였음.소고기가 선물로 나온다!사무실 시설이 이전하고 좋아졌다고.복장이 자유롭다.이 회사 다니면 왠만한 회사는 다 잘 다닌다.
","
가장 힘들었던건 텃세. 내가 신입이어서 몰랐는데 나와서 다른데 가니까 사람들이 안 좋았다는 게 보인다. 텃세도 심하고 티 나게 니 편 내 편을 나눠 싸운다. 유치하게는 인사도 안받는 경우도 있다. 면접때 이상하다는 걸 깨달아야 했는데. 맨날 똑같은 문제로 회의하는데 답은 없다. 나가야 할 사람들이 절대 안 나가고 있어야 할 사람들은 금방 나간다.
","
직원들의 퇴사는 직원들이 회사를 해고하는 것이라고 한다. 자꾸 해고당하는 회사가 안 돼길 바란다.
"
기획/경영,전직원,서울,2022. 05,1.0,"""회사나 서비스의 장기적인 성장이 아니라 당장 오늘내일의 매출만 쪼이는 업무환경. 장기적으로 무언가를 해보고자하는 의지는 있지만 결국 계속해서 단기실적에만 쫓기다보니 실력있는 경력자들은 짧은시간에 손절을 해버려 변화를 할수없는 악순환.""","
스타트업임에도 불구하고 매출과 영업이익이 매해 성장함지금까지의 성장성을 바탕으로 최근 상장을 성공적으로 한 것으로 알려짐구조만 잘 잡히고 실력자만 영입이 되면 성장가능성이 큰곳
","
장점을 다 깎아먹는 치명적인 단점들. 하루하루 매출에 일희일비해야하니 장기적인 안목을 가질수 없고 위의 장점에 혹해서 들어온 인재들도 금방 지쳐서 나감야근과 회식을 미덕으로 생각하는 스타트업답지 않은 문화다들 포괄임금제 폐지하는 마당에 포괄유지하고 야근이나 주말출근 강요미래사업성 있는것도 일단위의 감정기복으로 전진을 못하고 제자리 걸음을 하고있는중솔직히 그 아이템을 가지고 다른 회사에서 제대로 덤비면 대응도 못하고 뺏기기 쉽상
","
너무 많은 기대를 하고 너무 금방 실망을 하여 사람을 밀어내는 것은 좋은인재를 놓쳐서 남좋은일만 하는것포괄임금제 폐지및 야근수당 지급줬다가 뺏는것은 복지가 아님
"
디자인,현직원,서울,2022. 05,3.0,"""능력에 대한 기대와 평가에 따른 결과로 적절한 보상이 반영된다. 객관적 평가에 대한 공정한 기준이 마련되길 바란다.""","
다양한 복지제도 및 사무실 위치가 지하철역에 가까워 출퇴근이 편리하다. 직장내 자율적인 분위기로 일하는데 마음이 편하다. 연차휴가 사용이 자유롭다.
","
업무평가,인사평가에 대한 기준이 아직 객관적이지 않다. 모두가 자유롭게 대화할 수 있는 환경은 아닌것 같다.
","
공정하고 객관적인 업무환경을 만들어주었으면 한다. 일한 만큼 정당한 대우와 평가에 적극적이길 바란다.
"
기획/경영,전직원,서울,2022. 05,1.0,"""야근많고 급여적고 군대문화가 자리잡은 블랙기업""","
회사는 돈을 벌고있고 인지도도 높아지는 중. 자잘한 복지가 잘 갖춰져있고 역세권으로 옮기면서 넓고 쾌적한 사무실. 간식 상시준비.
","
스타트업이라는데 90년대 중소기업과 같은 느낌. 나이가 든 사람들이 좀 있는데 하는 행동들도 90년대 중소기업 느낌남(야근강요, 회식강요, 주말출근강요, 의전강요)최근들어 퇴사자가 너무많고 몇십명짜리 회사에서 팀끼리 이렇게 소통 안되는데 처음봄. 커리어에 도움 안되는 포트폴리오.
","
외부에서 사람 데려올 생각은 접으시고(들어와도 다 나가버리니)그냥 본인들끼리 북치고 장구치고 하시면서 현상유지만 해도 될듯
"
디자인,전직원,서울,2022. 04,5.0,"""한계를 극복 할 수 있는. 극복해야만 하는.""","
연차 자유. 복지 많음. 사내정치 없음. 일에 집중 가능.
","
불필요한 보고. 효율성이 낮다는 느낌. 굉장히 빠르게 움직인다.
","
직원들의 불만에 귀기울이는 것은 좋은데 불필요한 말을 귀담아 들을 필요는 없다.
"
기획/경영,전직원,서울,2022. 04,5.0,"""자기계발 안하고 업무능력 퇴보하면 어디서든 힘들지만 중소에서 이 정도면 중상은 찍는다는 느낌""","
1. 연차 윗사람 눈치 1도 안봄. - 아파도 연차 못쓰고 눈치봤던 사람은 알것2. 수평적인 사무실 - 일을 해야한다면 제일 중요한 것(사회초년생때 엄청 힘들었음 트라우마 생길정도로 겪어보면 안다 얼마나 중요한지)3. 간식 많긴 엄청많음 - 생각보다 중요함 이런거 아까워하는 기업들 많더라4. 매주 월요일 1시 출근 - 생각보다 아니고 그냥 생각 이상 꿀이다5. 3개월 마다 고기 줌 - 이것도 별거 아니라고 생각하는데 선물하기 좋고 내가 먹어도 좋아서 생각 이상 꿀이다 어차피 내돈 내고는 비싸서 못먹는다6. 개인차가 있지만 업무환경 좋음 - 최소한 장비탓 하면서 일 못하겠다는 말 안 나온다
","
재직당시 여러 시도가 많아서 급하게 진행되는 것들이 많았음(지금은 어떤지모르지만)같은팀끼리는 소통이 잘 되는 분위기인데 타팀 간의 소통이 힘든 면이 있었음
","
본인이랑은 상관없지만 리뷰니까사업이 점점 더 잘 되셨으면 좋겠네요.복지는 점차 확대해 나가시면 더 좋은기업 될듯월요일 1시출근은 진짜 너무 꿀.....이직하고 월요일 9시출근 헬.....
"
디자인,전직원,서울,2021. 11,1.0,"""첫출근을 후회하는 그런 회사사람을 '이용'하는 회사""","
음.... 간식이 많은 것? 회식이 없음. 3개월? 마다 고기 줌
","
야근 강요. 포지션이 흔들림. 이간질 심함.일부러 불화를 조성하는 듯한 느낌. 언제 어떻게 사라질지 모른다는 위기감?
","
불확실한 보상 말고 제대로 된 보상직원들을 좀 소중하게 여겼으면 함야근을 강요할거면 여근 수당이나 제대로 챙겨주세요.보여주기식 말고 내부 직원들부터 챙겼으면 함
"
디자인,전직원,서울,2021. 11,3.0,"""사람이 좋았던 회사 뭐 그냥 그랬어요.좋았던 기억이 안 좋았던 기억보다 더 많긴 하네요""","
같이 일하는 분들이 좋았음회사 위치도 지하철 역에서 멀지 않았음탕비실에 다양한 간식 및 음료 구비월 30만원 지원(식대, 야근 교통비)
","
포트폴리오에 도움이 될만한 작업물이 없었음개인보단 회사에 도움이 될만한 작업물들회사는 발전할지 몰라도 개인이 발전이 될지는 모르겠음
","
바라는게 딱히 없어요야근을 지양한다고 하지만 야근을 할수 밖에 없는 상황이 많네요
"
유통/무역,현직원,서울,2021. 11,4.0,"""자신의 업무에 대한 열정이 있으면 충분히 도전할 만한 회사. 다만 스스로 방향을 설정하지 않으면 나태해지다 한순간에 정리될 수 있는 곳""","
자유로운 연차, 화려한 간식과 휴게공간, 수평적인 관계 지향, 업무에 대한 지원이 좋음, 회사 위치 아주 좋고 뷰 좋음. 업무 관련 이야기를 최소한 들으려고는(실현은 어렵더라도) 하는 경영진
","
새로운 시도가 많다보니 좌충우돌, 내가 할 일을 안해버리면 누구보다 안할 수 있는 구조, 팀간 소통 부족
","
인원 충원이 전체적으로 부족함. 없는 인원으로 굴러가려다 보니 아이디어는 차고 넘치는데 실행이 안됨. 팀간 소통이 안되다 보니 서로가 서로를 식충 취급.
"
디자인,전직원,서울,2021. 08,1.0,"""경력자만 살아남을수있는 업무구조 체계가없고 대표눈치에 맞게 일해야함""","
법인개인카드 ,간식, 보험 끝 더이상 없는듯 1층카페?
","
이것저것 다해야함 왠만한경력자가 해야 커버할수있는 수준신입은 배울시간도없고 가르쳐주는사람도없음 고퀄리티 디자인을 원하지만 경력자도 버거워함일바쁘면 주말이고휴가고 없음
","
진짜 복지는 워라벨을지켜 주기 적당한선을지켜야 사람들이 버틸수있음
"
디자인,전직원,서울,2021. 06,2.0,"""워라벨이 가능하고 적당한 연봉으로 다닐 수 있다. 나이 어린 초년생들한텐 안 좋을 듯.""","
업무 강도 자체는 강하지 않아서 워라벨이 가능하다. 직원들 챙겨주려고 여러 복지를 신경 써준다.
","
복지카드(좋은 장점이었는데)가 사라졌다. 작업자들 실력에 비해 작업적으로 애매하게 요구한다. 젊은 사람들이 없다. 경력 많은 분들이 있지만 구체적으로 뭔가 배울 수 있는건 없다.
","
잘하는 분들을 뽑고 싶으면 그에 따른 회사가 내세울만한게 있어야하는데 없다. 복지가 점점 줄어든다.
"
디자인,전직원,서울,2021. 05,3.0,"""타이트한 스케줄로 힘들 때가 있으나, 건물 및 직원 복지는 좋은 편""","
전반적으로 친근한 분위기 (수평적인 구조를 유지하려고함), 좋은 복지 (복지 카드, 사내 카페테리아, 건물 청결도 등)
","
바쁜 스케줄로 야근 비율이 높았으나, 야간 수당은 없었음 (택시비 지원 정도)
","
직원들에게 좋은 복지를 주려고 노력하는 모습이 좋았습니다.
"
마케팅/시장조사,전직원,서울,2021. 04,5.0,"""복지 좋고 한창 성장 중인 회사. 솔직히 일한 만큼 결과만큼 돌려줌. 그렇기에 호불호 강할 수 있는 회사""","
- 팀별로 차이가 있는 것 같은데 회식없고 회식참석 강요도 없음- 분기별로 '밥 한 끼 하자'라고 집에서 가족들과 밥먹을 수 있게 맛있는 음식 보내주고 조기퇴근 시킴-복지비 개념으로 월 35만원 입금해줌-사내 카페테리아가 소형 편의점 수준임. 잘되어있음.-월요일 오후1시 출근함. 일요일 저녁에 스트레스 덜받고 월요병 없애는데 도움됨.-상장 준비중으로 직원들에게 스톡옵션 나눠줬음.-매출목표 달성하면 보너스 챙겨줌. 기준 정리가 잘 되어있음.-연차쓰는거 자유로운 편-아는 인재 추천해서 입사되면 백만원줌..사내 브랜드 제작 옷이나 모자도 갑자기 줌....이런식으로 깜짝 이벤트 잘함.-규모대비 복지가 좋음
","
-실적과 상장을 위해 달리는 회사. 결과를 만들어내야함. 그로 인해 바쁜시기 예민한 시기가 존재함. 대신 결과가 나오면 그만큼 챙겨줌. 단, 그게 맞지 않는 사람에게는 힘들 수 있음.
","
믿고 달리는 직원들이 많은 만큼 회사에 좋은 결과가 있었으면 좋겠고, 조금 부족해보이거나 힘들어하는 직원들도 다독이고 잘 챙겨나갔으면 좋겠음. 별거 아닌듯한 경영진의 말 한마디에 일하는 사람들은 힘이 날 수 있다는거 알아주길.
"
디자인,전직원,서울,2021. 04,2.0,"""기존의 있는 기술로, 적은 인원으로, 신기하게 매출을 업계 대비 많-이 내고 있는 회사. 신기함의 이유는 입사해보면 알 수 있다.""","
좋은 동료들을 만날 수 있다. 인지도 대비 좋은 실력자들이 있다. 안되면 되게 하라는 마음으로 나의 한계 시험해볼 수 있다.
","
모든 초기 회사가 격는 어려움이 있다. 대표가 사람들에게 너무 많이 기대하고, 그만큼 너무 많이 실망한다. 사생활이 존재하기 어려운 근무시간.
","
신규사업을 키우고 싶다면 원한다면, 적극적인 지원과 투자가 밑받침이 되어야 합니다.
"
개발,현직원,서울,2021. 04,5.0,"""자유로운 분위기 사람들이 다 착해서 적응하기도 쉽고 팀 마다 분위기가 다 다른걸로 알고있지만 전반적으로 수평적 구조라 편안하게 이야기가 가능하다. 업무에 강도는 시즌마다 다르긴하나 바쁠땐 미친듯이 바쁘고 한가할땐 자기개발할 시간이 충분하고 다들 배려해 준다""","
35만원 자율적으로  쓰는 돈을 주는데 이젠 월급에 껴서 준다이건 연봉에 포함되지 않은 금액 실제로 월급 받아보면 만족도가 높다 월요일은 오후 1시 출근이라 월요병이 없다간식이 많고 사람들이 대체적으로 착하다자유로운 분위기를 만들려고 노력하는게 보인다회식이 없다 대신 분기마다 고가의 음식을 줌
","
바쁠땐 엄청 바쁘다자기가 발전할 의지가 없으면 한 없이 도태될 수 있음10시출근 7시 퇴근이라 집가면 하루가 없는 느낌팀마다 성격이 다르다 교류가 잦은 편은 아님
","
이대로 유지만 해주고 초심을 안잃었으면 좋겠다 란 생각함
"
디자인,전직원,서울,2021. 04,1.0,"""과거로 돌아갈 수만 있다면 과거의 내 머리끄뎅이를 잡아가며 면접 조차 말렸을 회사""","
내 책상이 있다. 내 pc가 있다. 내 의자가 있다. 화장실이 있다. 간식이 있다. 안마의자가 있다. 휴게실이 있다. 주차장이 있다.
","
자율 출퇴근제인데 전혀 자유롭지 못해요. 마치 옛날에 들었던 학교 야간자율학습을 방불케하는 강제적 출퇴근, 즉 po야근wer. 업무가 끝나도 퇴근하는 것에 그냥 못마땅해합니다. 야근을 하지 않으면 업무가 없는 줄 알아요. 주어진 근로 시간에 업무를 다 끝내는 건, 본인들은 밖에서 담배 피면서 쉬는 시간에 미친 듯이 일하기 때문인 것을. 규모가 커지면서 겪는 성장통이라고 포장하는데, 그냥 고인물들이 더욱 고여있고 싶어서 잡음이 생깁니다.
","
퇴사한 마당에 바랄 거 뭐 있나 싶네요. 아, 이거 하나! 팀끼리 화이팅해도 모자랄 판에 이간질하면서 본인 밥그릇 챙기려는데, 그렇게 썩길 바랍니다.
"
디자인,전직원,서울,2021. 01,1.0,"""그나마의 마지막 기회를 날려버린 회사.  미래는 없다""","
복지가 좋음. 이것저것 뭔가 해주는건 많음. 그 외에 없다
","
미래가 없음. 대표는 자기 옆에서 좋은 말 해주는 사람들에 취해서 전혀 발전이 없고, 그나마 외부에서 똑똑한 사람들 좀 들어왔었는데, 대표랑 부딪혀서 다 나감. 결국 고인물들만 남아서 자기들끼리 잘한다고 함.
","
안좋은 소리도 많이 들어보고 바꿀 건 바꾸시기를
"
