직무,고용 현황,근무지,날짜,별점,요약,장점,단점,경영진에게 바라는 점
의약,현직원,경기,2023. 08,4.0,"""악명에 비해 막상 들어오면 괜찮음 그리고 동종업계를 넘어 중견 중소 사기업 중 상위권 연봉""","
하지 말라는 것만 안하면 딱히 터치 없음 일 못하는 사람들이나 혼나고 깨짐 그건 어느 회사나 같음
","
10년 넘은 고인물들이 대표한테 배운 똥군기 따라함...이제는 세댜 교체 필요함 mz욕하기 전에 고인물 빼고 mz라도 받자
","
긴장감 조성에 누구를 밟고 올라가려는 직원들 관리좀 해주세요 그게 본인이라면 언제 내려올지 몰라요
"
엔지니어링,전직원,경기,2023. 08,1.0,"""대표의 말이 곧 법인 회사..대표에게 보고하기위해 작은일도 크게 키워서 일을 산으로가게하는 회사..덴티움 없었으면 진작 망했을 회사""","
돈을 많이주긴한다..무조건 해야하는 야근으로 인해 수당이 나오는거지만 그래도..
","
팀장들은 팀원들을 갈구는일을하고 팀원들은 타부서에 업무 떠넘기기 위한 방법을 찾는 일을하고..팀장중에 짤려야될사람이 몇 있는데 다 안짤려도 2층 개발팀엔 꼭 잘려야될 사람이 있음..본인이 이걸 보면 알긴할지??ㅋㅋ가스라이팅 최고
","
팀장이랍시고 앉아있는사람 밑에 왜 오래다니는 사람이 없겠음?? 아니 사람이라도 있긴할런지..맨날 한두명 데리고다니고..그마저도 매년 바뀌고ㅋㅋ이것도 못보면서 무슨 경영진임
"
생산관리/품질관리,현직원,경기,2023. 08,1.0,"""과대포장 보여주기식 어찌저찌 굴러가긴하는 회사""","
최근 몇년 상반기 하반기 상여금이 나왔음. 중소기업 치고 주는 회사가 많이 없으니까 장점?
","
주차비 월 6만원, 독후감, 보고서, 식대 전액지원 아님, 연차 눈치줌, 윗사람들 뭐하는지 모름 맨날 자리에 없음 , 꼴에 토익으로 진급시킴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
","
어차피 본인들도 눈치보느라 이거 봐도 바뀌는거 없음.
"
생산관리/품질관리,현직원,경기,2023. 08,2.0,"""회사를 성장시키고자 하는 ""의욕""만으로는 감당하기 어려운 회사""","
다양한 제품을 다루고 있기에 여러가지 경험을 할 수 있는 회사다사옥근무자들은 나름 쾌적한 환경
","
사옥에 있지만 주차비용, 냉/난방 등 장점을 단점으로 만듬회사를 성장시키려고 하는거 같으면서도 할 수 없게끔 만드는거 같음
","
딱히 경영진에 바라는건 없다. 어차피 그분에 의해 모든 게 진행 되기 때문에 똑같은 입장이라 생각한다.
"
연구개발,전직원,경기,2023. 08,1.0,"""퇴사율 높고, 진짜 이 회사아니면 갈곳이 없다 생각하는 사람만 버티는 회사""","
전공과 무관한 업무까지 다 처리해야하다보니 폭넓게 여러가지 배울 수 있음, 장점이 딱히 없음
","
보고가 많다는 후기가 많는데 이게 입사하고 업무를 해봐야 알 수 있음, 그냥 많은 수준이아니라 쓸데없이 많아서 본업무도 잘 못함, 직급자들은 평일 5일 중 보고준비만 3일을하고 업무못함 여름휴가계획을 거의 이삼주전 알려줌, 성과급 상여금 받는지도 마음 졸여야함, 기본급이 낮음, 실수하면 인세티브 못받음 야근 많이해도 기본급 자체가 낮아서 야근수당이 적음, 토요일 일요일도 그냥 일 하라면 해야함워라벨 최악, 쓸데없는 거를 너무 많이함
","
그 아무도 회사의 왕에게 조언 할 수 없음. 그냥 시키는데로 해야함, 일주일에 한개이상은 안좋은 소식이 들림
"
연구개발,현직원,경기,2023. 07,2.0,"""군대식 문화와 대표이사 눈치를 많이봄.  팀장의 권한이 많고 부하직원을 소모품으로 앎.""","
광교신도시에 위치하고 건물이 깨끗하다. 사내 축구행사가 있어 축구 좋아하는 사람들은 좋을듯.
","
군대문화와 보고를 위한 보고서 작성 불필요한 야근 독후감 작성 등등 그왜 변하지않는 고인물
","
말해도 바뀌지 않기에 바라는점 없습니다 하핫.
"
생산/제조,전직원,경기,2023. 07,1.0,"""의료기기 수준의 제약사를 만들 예정 그런데 의료기기가 HACCP도 아닌 시장 분식집 수준""","
저연차는 점심지원 , 대표가 돌아다니다 용돈 줌 , 근무복지급
","
고연차는 점심강매 , 대표가 돌아다니다 맘에 안든 사람은 당일퇴사행,근무복지급으로 흡연자 감시 및 불이익주나 사내내규엔 해당 사항없음 노동법 위반 소지 다분
","
경영진도 대표맘에 안들면 당일 퇴산데 무슨ㅋㅇㅋ 재밌는건 대표지분 10프로임 30프로 됐으면 회사에 단두대 놨을듯
"
개발,전직원,경기,2023. 07,3.0,"""개발역량을 다양하게 경험해볼수 있습니다""","
쾌적한 사무분위기 및 복지, 급여가 좋은것 같습니다. 그외....업무역량 증가가 있습니다.
","
문서에대한 보고가 너무 많아 개발업무에 집중하는 시간이 부족합니다.
","
개발속도의 조절돠 인원에대한 보강을 해주었으면좋겠습니다....
"
생산/제조,현직원,경기,2023. 06,3.0,"""오래버티기는 힘들다. 오래 버틴게 대단하다. 마음가는데로 선택해야한다""","
회사가 하도 어이없어 오히려 팀원들 간 단합이 잘됨 씨씨티비 좀 어캐해주세요 제발 사생활이 없어요
","
식대, 주차비 매년 버는만큼 회사에서 뺏어가는 돈도 많음
","
무엇이 문제인지 생각이라는 것을 조금이나마 하셨으면 좋겠습니다. 하시는 업무가 그부분이라 판단됩니다
"
생산관리/품질관리,전직원,경기,2023. 06,3.0,"""적응하면잘헤쳐나갈수있는 성장동력이될수있는회사""","
야근수당 잘챙겨줌, 달마다 인센티브, 밥이 잘나옴, 사내시설이 괜찮음
","
보고서작성이많음, 금연회사(?), 대표가 왕인회사, 야근강요있음,
","
복지에좀더 힘을써줬으면좋겠습니다. 기업규모에비해 복지가 없다
"
영업/제휴,현직원,경기,2023. 06,3.0,"""총생산성은 타사와 비슷하나 시간당 생산성은 현저히 떨어짐""","
건물이 으리으리하고 좋다. 중식 석식 잘 나온다(자부담 약간 있음). 유니폼 근무라 옷 고르는 귀찮음 없다
","
근무시간이 너무 많다. 보고가 너무 많다. 대표 출근하는 화금에 연차 쓰기 눈치 보인다. 영업비 없이 영업하기 힘들다
","
영업비 없이 영업하기 힘듭니다. 쓸데없이 나가는 비용 아껴서 영업부를 지원해줘야 매출이 늘지 않을까요?
"
연구개발,전직원,경기,2023. 05,1.0,"""시간을 역행한 기업의 모든 것, 멋들어진 신사옥 제외하면 모든 부분에서 부족한 회사.""","
야근수당 지급으로 인해 야근비용이 꽤나 짭잘함. 평균 주 40 시간 이상. 장점을 밸런스 있게 쓰고 싶으나 아무리 쥐어짜도 나올게 없음. 그나마 고인물들 중에 깨어있는사람이 매우 ""드물게"" 있어서 다행.
","
야근 수당 절감을 위해 급여 항목을 갖은 인센티브로 쪼개 놓고 맘에 안들면 안줌 ㅋㅋㅋㅋ 연봉계약서엔 명시 되어있으나 안줌. 진짜 쪼잔하게 토요일도 근무일에 넣어놔 일급을 더 쪼개놈 -> 야근 수당 시급 감소.
","
직원에게 사람대우를 해줬으면 좋겠음. 물론 대표이사가 말단 사원에게까지 직접적인 괴롭힘은 없으나, 일부 몰지각한 상급자들이 그에 대한 찔빱을 부하직원에게 줌 ㅋㅋ 못났다 진짜.
"
인사/총무,현직원,경기,2023. 04,4.0,"""능력에 따라 빠른 승진/성장이 가능한 회사, 그러나 영혼을 갈아 넣어야 함""","
최종 경영자 제외 다른 직원의 눈치를 크게 보지 않고 소신껏 일할 수 있으며, 동종업계 대비 높은 급여 수준
","
사원까지도 최종 경영자에 직보고, 보고로 인한 스트레스 존재. 팀장급 이상의 경우 업무 시간 대폭 증가
","
MZ 세대의 최신 트렌드를 읽을 수 있는 경영 방식 도입 필요
"
생산관리/품질관리,전직원,경기,2023. 04,3.0,"""밥이 맛있다 , 군대 문화가 아직 자리 잡고 있다...""","
식당에 밥이 매우 잘 나오며 매달 인센티브를 지급해 준다.
","
연차를 눈치 보고 써야하고 업무의 체계가 없고 업무시 필요한 물품을 바로바로 사주지 않는다.
","
업무시 필요한 물품을 바로 구매해 줬으면 좋겠다 직원들에게 더 관심을 쏟았으면
"
연구개발,현직원,경기,2023. 04,3.0,"""마케팅과 인허가, 품질, 영업 등 각각의 팀들이 있지만 개발팀이 모든걸 진행해야하는 알 수 없는 회사""","
연봉이 높은 편이다. 사옥 내 무인카페나 저렴히 구매할 수 있는 다과가 있음 밥이 맛있다
","
쓸 때 없는 문서업무와 ppt보고 업무가 있으며 일한 내용을 보고하는것이 아닌 보고를 하기 위한 업무진행이 다수 있음
","
과도한 문서업무나 군대같은 화사문화에 대하여 개선해주었으면 함
"
생산/제조,전직원,경기,2023. 03,3.0,"""법적인 사항들을 잘 지켜줌. 점심 저녁 줌. 육아휴직 줌. 여자가 다니기 괜찮음""","
생산직 치고 지킬거 다 지켜줌. 육아휴직 최대장점. 팀별로 다르긴 한데 보통은 야근 없었음.
","
보수적이고 내가 속한 팀은 야근 잦았음. 08시 30분 업무 투입이었는데 08시출근이었음. 그 시간은 수당 안쳐줬음. 승진 매우느림.
","
보수적인 분위기 조금만 풀어줬으면..ㅜ 육아휴직 쓸수있는건 좋아요.
"
생산/제조,전직원,경기,2023. 03,5.0,"""사람에 따라 호불호가 갈리는 회사 적응잘하면 오래다니고 적응 못하면 퇴사""","
일은 자유로운 분위기속에서 생산량 맞춰가며 일함 자기일과 도와줄일만 도와준다면 일하는데 문제없음
","
사람만 잘 만나면 괜찮은 회사팀이 잘 걸려야함 팀 분위기 안좋은곳 많음
","
월급 더 많이 주면 퇴사율 없을거에요
"
생산/제조,전직원,경기,2023. 03,2.0,"""팀원들이 정말 좋습니다. 군대식문화와 튀지않아야하는것이 단점입니다.""","
팀원들간에 끌어주기가 정말 좋습니다. 힘든일있으면 들어주고 좋습니다.
","
단순한 보고, 보고를 위한 보고 강제로 참여해야하는 문화 위에서 내려오면 강제참여가 심합니다.
","
조금더 프리하게 직원들끼리 이끌어갈수있게 지켜봐 주셨으면합니다.
"
생산/제조,전직원,경기,2023. 03,4.0,"""연구개발과 신규사업에 대한 투자를 적극적으로 시행함. 업무강도가 약한편은 아니며 다양한 업무경험을 통해 경력확장 가능""","
부바부 이지만 팀끼리 소통 잘되는 편이며 팀원급으로 입사하여 경력쌓기엔 최고라고 생각함
","
보고를 위한 작업들이 있지만 경영진의 빠른 의사결정을 위한 부분이니...
","
젊은 세대들을 이해하고자 하는 노력을 부탁 드립니다.
"
디자인,전직원,경기,2023. 02,3.0,"""다양한 보고 절차와 많은 업무로 항상 시간이 부족한 회사""","
저녁 식사 제공, 야근 수당, 휴일 근무 수당, 등 잘 챙겨줍니다.
","
겹치는 내용의 단순 보고들이 너무 많지만 업무량도 많기 때문에 시간이 부족해서 어쩔 수 없이 야근을 하게됩니다.
","
적당한 계획과 하루의 마무리로 업무를 정리하는 건 좋지만 조금은 과도하지 않나 싶습니다. 조금은 줄여주고 직원들을 조금 더 믿어주면 좋을 것 같습니다.
"
생산관리/품질관리,현직원,경기,2023. 02,5.0,"""사내 분위기상 군대 문화가 있긴 하다만, 사회 생활에 있어 필요한 덕목을 배우고 가는 기업이라고 생각""","
고졸자에게도 기회의 고장이 되는 기업, 임직원의 동등한 입장에서 본인의 업무영향에 따른진급의 기회
","
보고를 위한 보고를하기위해 주단위보고서 작성, 월 1회로 한다고 하면 임직원이 행복하고 복지수준 증가 기대
","
탁상공론이 아니사무실에서 현장중심적 운용을 통해 업무 역량 강화 및품질 안정성 획득, 보고서 작성 줄이기
"
영업/제휴,전직원,서울,2023. 02,3.0,"""영업으로써 너무 힘듬 자주 변경되는 윗 라인""","
돈은 많이주며 배울점이 있음영업계의 사관학교 느낌이며 사회 첫 경험에 많은 도움이 될거같음
","
사관학교 느낌이라 너무 힘듦 배울려고 해도 온갖 핍박과 고난의 연속
","
더 많은 워라벨을 지켜주며 사람 소중하게 부탁해요
"
영업/제휴,전직원,경기,2023. 01,1.0,"""다시 한번 더 군대를 가는 느낌실제로 군 복무 경험이 많은 사람이 잘 버티는 듯""","
기업이 한 사람의 뜻대로 이루어지기 때문에 기업의 방향성은 확고함. 계급사회가 존재
","
구성원 개인의 개성은 완전히 무시당함부조리라고 느껴지는 것도 군대이기 때문에 무조건 복종
","
아 무 것 도 바 라 는 것 은 없 음 어 차 피 신 경 도 안 쓰 기 때 문
"
생산/제조,전직원,경기,2023. 01,3.0,"""체계적이며 내부가 깔끔하다. 업무강도가 강하지 않으며 적절하다.""","
중식제공,  출퇴근 시간 업무초과가 많지 않았다.  쉬는시간이 보장되어있다.
","
내부 분위기가 보수적이며  축구강요가 살짝 있는것 같다.
","
정직원들에게 중식을 제공해주는게 좋을 것 같습니다.
"
인사/총무,현직원,경기,2023. 01,3.0,"""특정 분야에 강점이 있는 기업으로 알고 있습니다.""","
골 소재 관련하여는 기술력과 영업력이 있으므로틈새시장에서 경쟁력은 있습니다.  그 이상은 모릅니다.
","
경영자의 독단이 심하다는 말들을 많이 들어봤는데 몇 년전의 일이라서 개선되었는지 아닌지 현재 상태는 모릅ㅂ니다
","
독단적으로 경영을 하거나, 임직원에 대한 믿음이 부족하면 사람이 남아 있지 않습니다.
"
생산관리/품질관리,전직원,경기,2022. 12,1.0,"""정말 특이한 회사, 온갖 제약이 존재하는 곳.""","
물을 꽁짜로 먹을 수 있다. 광교 중심에 있어서 퇴근하고 집가기 편하다?직원들은 진짜 착해요. 착해서 일하는 거임 진심.
","
1. 사내 회식비 제도 없음, 팀바팀이지만 회식은 엔분의 일임.2. 야근 필수, 야근이 곧 고과. 업무능력이 아닌 잔업으로 평가, 야근하면 승진도 가능.3. 고과 테이블을 알 수 없다. 승진되는 사람이 너무 적다.4. 근무복, 입는 방법. 하복은 단추 하나만 열 수 있고, 춘추복은 잠궈 입어야 됨.5. 검정바지, 검정운동화, 안경, 여직원은 머리를 묶어야 한다 6. 악세사리, 네일아트 안됨. 7. 개인 휴지통 없음. 아 팀 사무실에도 없음. 회사 휴지통만 공용 존재함. 번거로움. 8. 아직도 청소기 안쓰고 빗자루 쓰는 회사9. 인력부족 그 자체, 사람 뽑지도 않고 뽑히지도 않음.10. 개인 사옥 지어놓고 탕비실도 없음.11. 카페테리아 있지만 항상 불꺼놓음. 12. 월급은 기본급 최저 그 자체, 거기에 이것 저것 더 주는척 하면서 연봉 올림.      연봉 처우 줄때 야근 수당을 계산해서 알려주는 회사. 13. 매점 싼 거처럼 하지만 안 쌈. 마트 할인상품이 더 쌀듯.14. 그 흔한 커피마저 내 돈주고 마셔야 되는 회사. 꽁짜는 물밖에 없음.15. 칫솔 만드는데 직원들한테 사라고 함. 사는 방법도 친절히 알려줌. 할인 없음.      매출까지 만들어주는 착한 직원들.16. 에어컨, 히터트는 것도 눈치봐야 됨. 너무 덥고 너무 추움.17. 창립기념일 연차 없음.18. 쉬는 시간 외에 화장실 가는 것도 눈치봐야됨. 특히 화, 금19. 자리 구조 진짜 이상함 다들 벽보고 일함. 중간은 텅 비어있음. 대화 불가능.20. 보고의 연속 매일 보고, 주간 보고, 월간 보고...21. 매일 감사의 표현 3개씩. 나 오늘 고마운 사람 없는데?22. 대표랑 있는 카톡방에 대표가 말하면 한글자여도 감사하다고 해야됨.23. 퇴사 일주일 전까지 퇴사 절차 안알려줌. 물어봐야 그제야 알려줌.
","
착한 직원들로 인해 인복이 많으십니다.그 직원들에게 복지 좀 해주시죠. 그냥 연봉으로 주세요. 나누지 말고. 상여금도 좀 팍팍 쓰시구요. 뭐가 그리 아깝습니까 그렇게 열심히 일하는데.그리고 제품 좀 줄이고 영업력을 키우시길 바랍니다.
"
생산관리/품질관리,현직원,경기,2022. 12,3.0,"""기본급이 너무 낮고 회사 자체가 굉장히 보수적이다.""","
수원 도심에 있다는 것, 출퇴근 교통이 편하다는 것과 제일 큰 장점으로는 밥이 맛있다.
","
문서를 수기로 작성하고 기업 대표의 마인드 자체가 굉장히 보수적이다.
","
복지혜택이 늘어났으면 좋겠으며, 보수적인 기업 마인드를 좀 바꿨으면 좋겠습니다.
"
