직무,고용 현황,근무지,날짜,별점,요약,장점,단점,경영진에게 바라는 점
개발,현직원,서울,2022. 04,4.0,"""루비 언어는 장벽일수있지만, 넘어서면 생각보다 안은 따듯함""","
- 개발에만 집중할 수 있는 업무 환경 (재택근무, 최신 M1맥북, 다양한 협업툴)- 깃헙 기반 코드 리뷰 문화- 아직까지 취준생들이나 직장인들이 많이 사용하는 플랫폼에 대한 경험- 수평적인 님호칭 문화와 서로 간의 존중이 깔려있는 커뮤니케이션
","
- 기존 개발자들 대거 퇴사로 인한 루비 언어 경력자 부족- 레거시 시스템들에 대한 히스토리 파악이 어렵고, 루비 언어 전환을 준비중이나 쉽지 않은 상태- 리더급들의 나이가 많지 않아 꼰대는 거의 없지만 리더 경험이 부족함
","
- 기술적으로 진두지휘 해나갈 C 레벨급 리더가 필요함- 개발자들이 잘 성장할 수 있는 환경을 만들어 줄 필요가 있음
"
마케팅/시장조사,전직원,서울,2022. 04,4.0,"""안정된 서비스가 자유로운 분위기로 나타나는 곳. 새로운 시도는 하고 있지만 결과가 좋지만은 않아 아쉽기도 함.""","
(팀마다 분위기가 다를 수 있음) 눈치 안 보고 쓰는 연차. 당연하다고 느껴지기는 하지만 정말 쉽지 않다는 걸 많이 생각하고 있음. 아주 건강해서 병원비 쓰지는 못했지만 아플 때 회사가 도와준다는 느낌을 주기에 충분했던 것 같음. 전반적으로 젊은 분위기와 자유로운 재택은 더 말해봐야 입아픈 장점.
","
타 팀에 관심 없는 분위기가 강해 보임. 재택근무 시행하면서 사일로가 더 강해진 것으로 보이나 어쩔 수 없는 지점이 있다는 것도 이해함.
","
새로운 서비스 추진하거나 시작할 때 더 넓은 범위에서 논의되는 지점이 있으면 좋았을 것 같음. 지금은 떠나서 발전을 더 못 보는 것이 아쉽긴 하지만 사회적 책임이 있는 만큼 잘 부탁드리겠음.
"
미디어/홍보,전직원,서울,2022. 04,5.0,"""자신의 능력을 맘껏 발휘하면서 일할 수 있는 느낌""","
경력 대비 연봉이 높고 업무환경이 깨끗하게 잘 조성되어 있음. 직원들이 전부 여유로워서 쓸데없는 감정소모와 마찰이 없음
","
직급이 높아질수록 업무에 대한 부담이 높아짐. 중간 직급 직원을 늘려서 업무 과중화를 피해야함.
","
신입사원에 대한 업무 배려는 좋지만 어느정도 믿고 맡겼으면 좋겠음.
"
,,,,4.0,"""워라벨을 챙기면서 안정적으로 회사생활을 할 수 있고 커뮤니케이션도 자유로운 분위기""","
팀원간의 자유로운 분위기로 의견을 제시하고 받아들이며 워라벨을 챙길수 있다.임원도 직원의 의견을 받아들이고 소통하고자 한다.현재 재택근무를 하고 있고, 자유로운 연차제도로 인해 업무의 집중도나 유연성을 가지면서 집중 할 수 있다.최근 작지만 소중한 인센도 받고 직원의 복지도 좀 더 나은 방향으로 챙겨주려고 노력하는 모습이 보인다.
","
최근 퇴사율이 많고 신규 입사자들이 많아 회사단체의 결속력은 좀 떨어지는것 같다.영업이익도 많이 올라오고 있으나 지속적으로 성장 하기 위해 노력을 좀더 해야 한다.
","
새로운것도 좋지만 기존에 운영되고 있는 서비스들의 리뉴얼이 필요해 보이는 부분도 많이 있습니다. 기존 서비스도 잘 유지해나갔으면 합니다. 앞으로도 회사의 발전을 위해 힘내주셨으면 합니다.
"
,,,,4.0,"""자유와 책임 적절한 조화를 찾아가는 중""","
1. 재택근무가 디폴트 사무실 출근은 필요할 때만 사무실도 공유오피스 사용중이라 편리함2. 수평적인 구조와 불필요한 보여주기식 행사 없음3. 점점 늘어가는 회식비 회식비로 먹고싶은 거 뭐든 먹을 수 있음 진짜로 뭐든
","
1. 신규 입사자는 많은데 상호 알아갈 기회가 부족함 사무실 출근해도 누군지 모름2. 사무실 대용으로 쓰는 게더타운의 단점이 기업의 단점으로 작용함3. 만성 리소스부족
","
이번 신년회에 리소스 부족 해결을 위해 노력해주신다고 한 점 인상깊게 들었습니다. 개발단이 채용이 최우선이겠지만 그를 통해 비개발단의 리소스 부족도 해결될 수 있게 해주시면 좋겠습니다.
"
,,,,4.0,"""기업문화 교류의 장으로 시작해서 그 이상의 가치를 실현하는 곳""","
지금의 문제점을 확실히 인지하고 바꾸기 위해 적극적인 투자
","
아직 남아있는 고인물들의 강한 입김, 히스토리의 부제
","
구조, 평가, 복지 등 문화들도 기업의 성장과 같이 체계가 잘 잡히기를
"
,,,,4.0,"""의욕적인 대표. 리소스 부족한 실무진, 적극적인 채용을 진행하고 있긴 하지만 어째 불안불안""","
상식적이고 대화가 편하게 가능한 경영진항상 열려있는 경영관리팀인성이 좋고 착한 구성원들무엇보다 복지가 우수함. 하프데이(매월 마지막주 금요일 반일근무/연차차감없음)돌봄휴가 따로 / 보건휴가(월1회, 무급) / 유급병가 일주일 / 분단위 유연근무제 등등만족스러운 복지 많음 월에 회식비 지원/티타임비 지원 별도로 있어서 알아서 팀원끼리 혹은 팀과 팀끼리 조인해서 갈 수 있음(코로나 이전 기준)승진기회 열려있음
","
애자일 구조로 일을 하고 싶어하는데 그게 또 모든 부서에 적용되는 건 아님개발조직과 비개발조직의 소통이 원활한편은 아님 거의 뚜렷하게 구분되어있음 꼭 필요할때가 아니면 만날일이 없어서 얼굴보면 낯선 구성원도 있음본인이 소속된 유닛이 아니면 거의 말섞기도 어려움(완전 재택하는 팀도 있음)
","
하고싶은게 있는 건 좋은데 사용자 입장에서 생각하는게 필요해 보임본인이 하고싶은 것이 유저들이 실제로 생각하는 방향과 일치하는지?니즈를 창출해서 성공하는 회사가 많지만 그렇지 않은 경우도 있으니 철저한 분석과 자기객관화로 냉철하게 기획했으면 좋겠음 너무 고무되지 말고
"
,,,,4.0,"""즉시는 아니지만 천천히라도 노력하고 대화하는 회사""","
직원과 대화하고 협의점을 찾아가는 인사팀과 경영진
","
협의점을 찾는 과정에서 설문이 많아 질 수밖에 없고 즉각적인 반영이 이루어지지는 않음
","
사업의 확장은 중요한 포인트지만 현재 운영 중인 서비스의 퀄리티도 중요시 되면 좋겠습니다.
"
,,,,4.0,"""채용 시장 내에서, 기업 근무 환경에 대한 정보 제공 면에서 차별화되는, 발전 가능성이 높은 회사. 건강한 조직문화 형성을 위해 노력 중인 점이 긍정적인 회사.""","
평등하고 투명한 소통 문화, 일과 삶의 균형
","
아직은 미흡한 조직 체계. 평등한 소통을 해치지 않는 선에서 수직적 조직 체계를 부분적으로 도입하면 더 효율적인 업무 체계가 만들어질 듯함.
","
지금처럼 보상 면에서나, 비전 공유 면에서 꾸준히 활발하게 직원들과 소통해주시면 감사하겠습니다!
"
,,,,4.0,"""경력직 직장인으로 봤을 때 단점보다 장점이 커서 다니기 좋은 회사라고 생각합니다.""","
경영진의 일방적인 상명하복 식이 아닌, 직원들의 의견을 들으려고 하는 것 같다.이전 멤버들의 많은 이탈과 문제점을 인식하고, 점점 인사/문화 등이 개선되고 있는 점갑질하지 않는 점자율적인 업무 구조
","
시스템, 개발적인 인프라 부족능력/역량에 대한 의문이 있는 책임자복지가 점점 개선되어지고 있으나 IT업계 중에서는 다양하지 않은듯....
","
구성원들의 의견을 들어주시려고 하고 적극 반영해주시고자 노력해주시는 모습이 좋았습니다.새로운 것도 좋지만 원래 있던 서비스들의 보완이 더 급해 보입니다....
"
,,,,4.0,"""새로운 아이디어를 다양하게 시도해볼 수 있는 곳""","
경영진들의 오픈마인드투명한 기업 경영 수평적인 기업 문화다양한 복지 혜택재택근무
","
프로젝트 진행 인력 부족히스토리 확인
","
회사와 직원 모두가 성장할 수 있도록 계속 이끌어주셨으면 합니다.
"
,,,,4.0,"""좋은 의미로 할 일이 많은 회사, 사업 확장 가능성이 커서 회사의 성장이 개인의 성장에 기여하는 바가 크다.""","
좋은 경험을 할 수 있는 기회가 많다. 다수의 사람들이 모난데가 없고 협업하기 좋다(특정 소수 제외)
","
큰 사업 방향에 대해 윗선에서 정하기 전에 강제로라도 같이 대화할 수 있는 수단이 있었으면 좋겠다.대부분 묻어가는 느낌이 크다.
","
가능한 구성원들의 참여를 이끌어 내주세요.
"
,,,,4.0,"""도약을 위해 모두가 열심히 노력하고 있는 중""","
경영진이 회사 내부 문제를 구성원에게 적극적으로 공유하고 해결을 위해 커뮤니케이션하려는 자세를 가지고 있다.  코로나 이후 재택 근무 제도를 도입하고 새로운 시도를 많이 한다. 자신의 업무만 잘 처리한다면 업무상 스트레스는 많지 않다. 구성원들 대부분이 나이스하고 커뮤니케이션 능력이 좋다.
","
프로덕트와 비프로덕트 부서 간에 알게 모르게 차별이 존재한다. IT회사라는 특성을 고려해도 개발자들의 입김이 쎄고, 회사의 지원이나 연봉 등 비프로덕트 부서를 홀대하는 느낌이 있다. 기획 개발 운영 등 조직이 유기적으로 돌아가야 하는데.. 서로 간에 소통이 부족하고 힘겨루기를 종종한다. 어느 회사나 마찬가지이지만 정치를 하는 소수가 있고 대표들의 사랑을 받고 있다.
","
지금처럼 회사의 비전과 목표를 공유하고, 구성원들이 열심히 일할 수 있는 동기부여를 해 주시기 바랍니다.
"
,,,,5.0,"""전반적으로 만족한다. 하지만 부족한 부분도 존재한다""","
코로나때 가장 빛나는 복지를 실천중인 회사 점점 성장하면서 성과급을 준다던지, 개인별 평가등 점점 체계를 만들어 나간다.역량있고 커뮤니케이션 매너들이 대부분 뛰어나다. (그렇지 못한 사람도 있다..)
","
미꾸라지가 물을 흐린다라는 속담이 있는데 이 곳은 회사인데 아직도 학교에서 스터디하듯 결과물 없이 신기술을 외치고 실력은 코더인데 일하는 여유만 실리콘밸리인 사람들이 조그맣게 있음.
","
투명하게 공유주실려는 부분들이 노력하고 계신 것 같아서 좋습니다. 응원...아니 열심히 일 하겠습니다ㅋㅋㅋ
"
,,,,4.0,"""변화의 움직임이 매우 가파르고 적응 할 줄 아는 회사""","
자유로운 분위기, 상호 존중하는 대인 협력 관계
","
팀들간에 커뮤니케이션 타이밍이 매우 부족함
","
더 풍부한 경험을 할 수 있는 회사로 만들어주었으면 합니다.
"
,,,,5.0,"""현 시점에서 이만한 직원들 생각해주는 회사도 없다.""","
복지가 상당히 좋은 편. 좀 더 보강되면 유니콘급의 복지인거 같음재택은 기본에 7시부터 10시까지 분단위로 출근할 수 가 있음경영진과 경영관리조직에서 이런 부분을 챙겨주니, 타 부서 사람들은 자신의 일만 열심히 일하면 되는 근무환경을 조성하고 있다.개인의 의지만 있다면 다양한 업무를 경험할 기회를 가질 수 있습니다.
","
아직 진행하지 못하는 내용들이 뒤로 밀리는 건들이 상당히 많다. tool의 도입보다는 무임승차를 마인드를 개선시키는 정신교육이 필요하다.일 욕심이 없으셔서 느긋한 것일 수 있으나 간혹 기운이 빠질 때가 있다. (팀바팀)
","
계속 직원들을 위해 노력하시는 부분들이 보여서 좋으면서도 요즘 대화할 기회가 부족하고 반상회가 단순발표형식으로 흘러가는 부분이 아쉽습니다. 21년 좋은 성과가 22년으로 이어지길 기대합니다.
"
,,,,4.0,"""즐겁다, 좋은 동료, 답답한 시스템, 그리고 기대되는 회사""","
직원들 의견을 잘 들어주고, 사업 방향성이 마음에 든다. 투명하고 솔직하게 회사를 그대로 보여줘서 신뢰감이 간다.
","
급작스럽게 충원된 인력들, 원활하지 못한 협업 시스템이 아쉽다. 회사의 경영진은 투명하나, 업무 방식은 부서별로 갇혀 있다는 느낌이 든다.
","
협업 시스템에 큰 문제가 있습니다. 현재 사용하고 있는 Tool이 폐쇄성을 좋아하는 특정 인원들에게는 좋을지도 모르나, 대부분은 답답해하고 있습니다. 창의적인 열정이 넘처나는 인재들이 많이 들어왔는데, 호기심을 막고 그래서 지치게 만들 수도 있는 시스템 구축이 가장 중요한 때 입니다.
"
,,,,4.0,"""구성원과 함께하는 회사 함께 성장하는 회사""","
투명한 경영과 좋은 구성원들과 함께하는 환경
","
타기업 대비 연봉이 낮아 재입사를 해야 높아질것같다
","
늘 지금처럼 좋은 경영 부탁드려요 나중엔 급여도 그동안 낮았던거ㅠ이상으로..ㅠㅠ
"
,,,,5.0,"""가정과 일을 양립하기 아주 좋은 회사""","
예전부터 복지는 아주 좋았다. 코로나 시대에 재택근무를 빠르게 시행했을 뿐만 아니라 이제 전면 재택근무 시행으로 만족도가 더욱 올라가는 중이다.
","
구성원들끼리 얼굴, 이름도 모르는 경우가 많다.
","
앞으로 지금과 같이 발전해가는 회사가 되기를 바랍니다.
"
,,,,3.0,"""자유로운 환경 속에서 업무를 할 수 있는 회사.""","
마지막 주 금요일 하프데이 (오전 7시 출근 - 오전11시 퇴근 가능함) 시차근무제재택근무PI 제공여름 휴가 3일
","
연차 소진이 어려움.  제공 받은 연차를 사용할 수 없어 다음 년도로 이월하는 경우가 많이 발생함. 업무 범위가 굉장히 광범위 함. r&r이 명확하지 않음.맡고 있는 업무에 비해 연봉이 리즈너블하지 못하다고 생각함. 연봉 인상률도 낮음.
","
바라는 점은 딱히 없습니다. 앞으로도 화이팅입니다.
"
,,,,5.0,"""열정적인 사람들과 같이 일할 수 있는 회사입니다.직원들이 성장할 수 있도록 투자를 많이하는 편입니다.""","
같이 일하는 사람들이 좋다.하프데이.자율출퇴근제.재택근무.
","
조금 적은 연봉과 성과급.하지만 매출이 지속적으로 상승하고 있어 앞으로 나아질 것으로 생각됨.
","
회사의 방향과 경영상태를 항상 투명하게 공개해주셔서 감사합니다.덕분에 열심히 일한 만큼 회사가 성장하는 모습을 확인할 수 있어서 업무를 할 때 동기부여가 됩니다.
"
,,,,3.0,"""프로세스는 알아서 만들어야하는 경력직들의 회사""","
자유로운 출퇴근 , 워라벨 , 불필요한 친목이 없음, 개인 역량을 자유롭게 펼칠 수 있음, 개발지원비 자유로움, 병원비 복지, 최근에 상여등 복지 생기는중
","
업무 프로세스 기준이 없음, 팀마다 업무상황 커뮤니케이션이 안됨, 결과물 내기까지 시간이 오래걸리고 불필요한 리소스가 많음, 효율이 떨어짐 , 가장 중요한건 커뮤니케이션이 활발하지 않음 (직원들도 경영진도)
","
데이터와 보상, 회사의 상장 목표도 중요하지만 궁극적으로 어떤 회사의 모습을 그리고 싶은지 경영진이 그리는 회사의 가치관도 궁금합니다. 경영진의 가치관과 직원에 대한 마음은 잘 모르겠어요.  애사심은 돈에서 나온다고 하지만 경영진의 직원에대한 애착과 믿음도 중요하다고 생각합니다.
"
,,,,4.0,"""잘 성장하고 있으나 넘어야 할 산들도 있다. 잘 할 수 있을 것이다.""","
재택근무, 의사결정 방법 등이 오픈 마인드라서 좋다.
","
규모가 커짐에 따라 의사결정이 느려진 부분이 있다.
","
넘어야 할 허들이 많지만 잘 이끌어 주실 수 있을 거라고 생각합니다.
"
,,,,4.0,"""지금까지 잡플래닛1.0 이었다고, 22년부터의 목표를 재정립하여 2.0의 목표를 정확히하여 달려간다고 생각합니다.""","
경영진의 오픈된 마인드로 직원들에게 모두 동일한 기회가 주어지고, 복지 및 평가 모두 만족스러운 기업입니다.
","
전체적으로 조직이 결속력이 부족하다고 생각합니다.
","
전체적으로 만족하면서 업무를 진행하고 있습니다.다만 저희 회사의 가장 큰 복지인 의료비 지원부분을 금액 확대보다는 지원받을수있는 대상의 폭을 넓혔으면 좋겠습니다(예: 등본 가족)
"
