직무,고용 현황,근무지,날짜,별점,요약,장점,단점,경영진에게 바라는 점
생산/제조,전직원,경기,2021. 08,2.0,"""워라밸은 좋으나, 미래가 불확실하게 느껴짐""","
워라밸이 좋다. 퇴근 시간에 맞추어 빠른 퇴근이 가능하다.
","
구내식당 음식이 맛이없고, 낮은 급여 성장가능성이 낮다
","
구내식당 개선과, 많은 연봉협상이 필요하다.
"
인사/총무,현직원,경기,2021. 07,3.0,"""발전하고 있는 회사이고 내부적인 문제들을 해결하면 더 나은 회사로 발전할 수 있는 회사임""","
워라벨이 보장되고 전체적으로 임직원들이 친절함. 업력이 길고 기술을 가지고 있어서 안정적임
","
시스템이 아직 완전하지 않고 중간 관리자가 많이 부족하고 관리 역량이 부족함. 리더십이 부족한 것 같음.
","
좀더 리더십을 발휘해야 하고 집중할 수 있는 포인트를 정확하게 정해서 목표를 수립하고 결과를 피드백 해야 함다.
"
영업/제휴,전직원,경기,2021. 03,3.0,"""가족 회사의 적폐, 고인물들의 텃새로 초기 적응에 문제가 많이 있었지만, 2015년도에 일본기업의 그룹사로 인수되어 기업 문화가 많이 개선되었음.""","
제품 기술력, 제품 시장 점유율/인지도가 높은 편이며 일본 기업 그룹사의 네임밸류를 가지게 되어 국내 업계에서는 1위 기업
","
명절 상여금, 휴가금이 일정하지 않고 기획관리부서에서 당연한 권리를 엄청 생색내며 처리하는 경우가 많음.관리부서 나이많은 아줌마들 조심해야함
","
일본 중견기업의 그룹사라는 것만 강조하는 것 보다 내부적인 연봉협상, 상여금 부분, 연차사용 등에 좀 더 투명하고 개선된 정책이 필요함
"
생산/제조,현직원,경기,2020. 04,3.0,"""가족같은 분위기 어렵지않은 업무 평범한느낌의 회사 오래는아니더라도 경험하기좋음""","
자기계발 비용 지원 연차를 눈치 안보고쓸수있음 칼퇴근가능
","
임원급들로만 회사가 운영되는듯한 느낌 좀더 직원에 관심이있었으면함
","
신규사업 추진에 투자를해줬으면함 직원들의 불평을 잘들어줬으면함
"
생산/제조,현직원,경기,2019. 07,2.0,"""어떻게든 본인일만 하려하고 낮은 급여에 따른 일에 대한 애정도 및 책임감이 없음. 이에 따라 더 나은 근무환경을 생각하는 사람이 없고 더 일하고 싶지도 않고 정해진 시간만 일하고 싶게 만드는 회사""","
근무의 자유. 낮은 연봉 및 최소근로시간으로 인해 야근 및 특근 거의 없음.근무환경 및 근무시간이 아주 좋음.
","
매출 및 경력에 비해 낮은 연봉대를 유지하고 있어 월급 인상에 기대를 할 수 없고 이에따라 모든 직원이 일에 대한 책임감, 열정이 전혀 없음.
","
더 나은 복지 및 직원들을 생각해야 열정적인 회사가 될 것.
"
생산/제조,현직원,경기,2019. 03,2.0,"""월급도 분위기도 기술도 평범하고 적당한거 아니면 어중간한 회사""","
일이 금방 익숙해질 정도로 쉬우며 사람들이 착하며 위에서 잘 도와준다.
","
월급이 적고 야근과 특근이 많다. 또한 사람이 적어 많은 부분 다른 업체에 의지하기 때문에 기업끼리의 각종 문제가 발생한다.
","
월급 상승과 회사내 문제점 해결이 시급한거 같다. 직원이 소중하다는 생각으로 문제점을 해결을 해줌으로서 직원의 퇴사를 막아야 한다.
"
영업/제휴,전직원,경기,2018. 07,3.0,"""직원수 대비 매출이 안정적인 회사부서간 위아래 관계가 심하지 않고 가족같은 분위기연휴 확실히 쉴수있음""","
직원수 대비 매출이 안정적부서간 위아래 관계가심하지 않음연휴 확실히 쉴수있음
","
교통편이 불편해 차가없으면 출퇴근하기 힘듬인력이 부족
","
무엇보다 중요한건 고객만족다음으로 중요한건 회사 직원들
"
기획/경영,현직원,경기,2015. 07,3.0,"""회사자체의 기술력을 가지고있으나 일돌아가는 체계가 명확하지않고 임원급 위주로 일이 진행됨""","
회사의 빚이없고 JSW와의 합병으로 기술력 증진가능성이 있고 자유로운 업무체계와 200업체가넘는 국내외 고객을 보유
","
상관들의 통제가 심하고 일의 체계가 구별되있지않으며 하는일에 비해 월급이 적다
","
체계적인 업무와 담당업무의 전문화를 요망하고 교육과정이 있어야할것
"
연구개발,전직원,경기,2023. 07,2.0,"""연구직이 편한 회사는 아님. AI 기반이기 때문에 개발자들의 의견이 더 높음. 신생벤쳐에서 보이는 모든 환경들을 갖추고 있음""","
개발직은 비교적 자유로운 분위기 (복장, 근무환경) 이며 본사도 연구소도 복지와 근무환경에 신경을 아주 많이 써서 환경이 좋음.
","
연구직은 수직상하관계가 힘들고, 의견 교류가 잘 이루어지지 않음. 연구소는 보수적인 분위기임. 연구소 대부분의 임원들은 이전에 근무했던 대기업에 대한 로망이 아주 뿌리깊이 박혀있어서 일은 대기업처럼 하길 원함
","
임원이 아닌 직원들의 목소리를 들어 볼 필요성이 아주 높다고 생각합니다.
"
연구개발,현직원,서울,2023. 06,3.0,"""무궁무진한 가능성을 가진 분야이지만 갈팡질팡하는 운영으로 인해 방향을 제대로 잡지 못 하는 회사.""","
대부분의 실무진들은 사람 좋고 실력이 있으시다. 눈치 보지 않고 마음 편하게 다닐 수는 있다.
","
리더십의 부재.잘못된 소통으로 인해 직원들의 사기를 지하실로 보내버렸다.
","
직원들에게 신뢰를 잃은 것 같아서 신뢰 회복부터 해야하지 않을까.
"
연구개발,현직원,서울,2023. 06,3.0,"""연구개발분야 회사라서 그런지 단기간 내 뚜렷한 성과를 기대하기 어렵다.""","
워라벨 기준으로 본다면 우수한 회사이고 업무적으로 압박이 덜하다.
","
비전과 목표가 뚜렷하지 않아서인지 직원들도 목표 의식이 없고 적당히 다니는데 집중하는 경향을 보이는 것 같다.
","
성과에 기여하는 직원은 충분한 보상과 인정을 주고 그렇지 않은 직원은 하루라도 빨리 정리해서 분위기를 전환해주면 좋겠음
"
연구개발,전직원,서울,2023. 05,2.0,"""여전히 스타트업이고 앞으로도 그 자리일 것 같다. 그리고 그들만의 리그가 있는 곳""","
환경이 좋고 대부분 정규직인 점. 젊은 분위기에 새로운 도전을하는 기업.
","
어디서 리더를 했는지 모르겠는 리더들이 많다.그 부서 업무의 일을 팀구성원보다 더 모르는 경우가 있다.그들만의 리그가 있어 확실히 어느 라인이 힘이있는지 잘 알수있다. 어느기업이나 마찬가지겠지만 일 하는 사람 따로 노는사람 따로있다. 이를 보완할 수있는 인사평가제도가 부족하고, 형평성의 문제도 있다.
","
옳고 그름이 무엇인지, 본인들의 역할이 무엇인지를 분명히 아셨으면
"
기획/경영,현직원,서울,2023. 05,3.0,"""앞으로의 회사 발전을 위해 노력하고 있는 회사""","
업무를 자신이 어느정도 조정하며 스케줄 관리가 가능함.
","
스타트업이다 보니 외부 투자환경에 따라 기업의 영속성에 대한 부분은 감수해야흠
","
경영진이 그리는 비전을 좀 더 명쾌하게 직원들과 공유
"
개발,전직원,서울,2023. 05,1.0,"""AI기반 화사이지만 회사의 선임 개발자 중 누구도 충분한 수준의 ai지식이나 경험이 없습니다.""","
회사 근무시간이 정해져 있고 잘 지킵니다. 회사 위치가 좋고 바로 앞에 공원도 있습니다.
","
회사의 상위 경영진은 직원과 논의하지 않고 모든 결정을 내립니다. 그리고 시간이 지갈수록 회사는 제데로 공지를 하지 않고 이전에 있어던 모든 복리후생을 취소한다.
","
단순 보고를 위한 문서 작업이 많아 비효율적이기 대문에 이 문제에 대한 해결책을 마련해줬으면
"
데이터,현직원,서울,2023. 02,2.0,"""나쁜 결정들을 쌓아올려와, 업계의 종말기에 휩쓸려 버릴것만 같은 회사""","
비교적 자유로운 연차사용불쌍하게 사로잡힌 실력 좋은 직원들과 함께 일할 수 있음오피스의 뷰가 좋음
","
이해가 되지 않는 경영진의 결정들, 그리고 그 결정에 대한 설득이나 설명이 없는듯. 물론 원한다면 회사가 강제로 집행할 수 있는 부분들이 있을수 있지만, 따라오는 직원들의 불만 또한 어쩔 수 없는 것일지요.또한, 좋은 직원들을 많이 채용했으나, 정작 채용한 사람들의 역량이 뛰어난지는 의심되는 바입니다. 물론 개중에는 '나쁜' 직원들도 있고요.직원의 혜택등에 관하여는자유로운 출퇴근은 이제 사라집니다.  (10 to 7 고정, 예외없이)재택근무도 이제 사라집니다.
","
어쩌면 관련 업계 모두에게 혼란의 시기인 것일까요. 이 글을 쓸것인가 말것인가에 대해서도 많은 고민을 했습니다. 저는 개인적으로 경영진의 사업적인 결정이나 문화, 복지에 관련된 결정을 모두에게 설득시킬 필요는 없다고 생각합니다.이렇게 글을 쓰는 저는 실제로 회사 안에서 어떤 결정들이 내려졌는지, 또 그 결정들의 동기에 대해서는 아주 일부만 알고 있을 것 같습니다. 이런것들은 저를 힘들게 하지 않습니다.다만, 좋은 결정을 해주세요. 효과적인 결정을 해주세요. 실리적인 결정을 해주십시오. 감사합니다.
"
