직무,고용 현황,근무지,날짜,별점,요약,장점,단점,경영진에게 바라는 점
서비스/고객지원,전직원,서울,2019. 02,4.0,"""다국적 기업의 고객지원부서에서 국내 고객들 뿐만 아니라 다양한 국적의 사람들과의 상호작용을 경험할 수 있는 곳, 교육 기업이기에 보람을 느낄 수 있는 곳, 재정적 보상이 아쉽지 않은 곳""","
비교적 자유로운 사내 문화, 존경할 수 있는 상사 (넘사벽의 스펙을 가지셔서 밑에 있다 보면 일에 관해서, 그리고 자기 자신의 장단점에 대해서 엄청나게 배울 수 있다 - 단, 그 과정이 녹록치는 않다), 퇴근 후 즐길 수 있는 문화공간이 다양한 곳에 위치한 회사, 직원들과 늘 소통하려고 하시는 대표님
","
당시 주 52시간 근무제 도입 전이라 야근이 잦았다. 하지만 돌이켜보면 이것은 설립 초기여서 아직 정립해나가야 할 일이 많아서였다. 그 외에는 크게 단점으로 느껴진 것이 없었다. 퇴사 사유는 회사와의 문제가 아니라 외부요인 (학교 진학) 이었어서, 그것이 아니였으면 오랜 기간 근무했을 것으로 생각된다.
","
딱히 생각 나는게 없네요. 비록 저는 초창기 멤버였지만 그 이후로 사무실 확장만 하셨다면 더 바랄게 없다고 생각됩니다.
"
서비스/고객지원,전직원,서울,2018. 06,1.0,"""시간을 돌릴 수 있다면 이 기업 입사지원 전으로 돌리고싶음. 퇴사한지 좀 됐는데 취준생 결정에 도움되라고 몇자 남겨봄""","
부서 막론 여러가지 업무 체험 가능. 스트레스에 내성이 생겨 왠만한 일엔 놀라지 않게 됨. 매일 활력있게 일할 수 있도록 열받을 일을 만들어 줌.
","
복지 전혀 없음. 몇 안되는 경영진의 마음대로 아무 고려 없이 손쉽게 결정사항이 바뀜. 실무자의 의견 무시하고 결정내려서 매우 비효율적으로 사고 수습하는 일이 많음. 지금은 어떨지 모르지만 예전에는 야근의 연속. 직원을 사람 취급하지 않고 소모품 취급함. 일은 하는 사람만 하고 안하는 사람은 논다. 윗사람들의 정치 성향이 매우 짙어서 선거철마다 힘듬. 비합리적인 일이 연속적으로 일어나고 그로인해 매일 속에서 화를 품고 살아감.
","
바랄 것? 별로 바랄 게 없음. 사람 쉽게 바뀌지 않는다는 걸 뼈저리게 느끼게해준 회사라서 바래봤자 내 손해인걸 앎.
"
마케팅/시장조사,전직원,서울,,4.0,"""투자도 받고 직원 수도 계속 늘어나는 등 활발히 성장중이고 광고산업에서도 디지털 광고 회사라 앞으로도 가능성이 많다. 스타트업다운 수평적인 분위기와 복지가 장점. 광고대행사 중에선 좋은 환경인듯.""","
자율출퇴근제. 8시~11시 자율출근이라 지각 부담이 없고 자율적이라 좋다, 매달 복지포인트 10만원 지원, 영어 이름을 쓰는 수평적 분위기(테크사업부만 해당), 지라/슬랙 등 최신 업무 툴을 많이 활용, 최근 더 넓은 사무실로 이전함.
","
광고대행사 특성상 대부분 야근이 많다.... 늦게까지 야근하는 경우가 많기 때문에 자율출퇴근제가 있는 것 같다.
","
신입 사원에게 교육과 훈련할 수 있는 시간과 기회가 더 주어지면 좋을 것 같습니다.
"
마케팅/시장조사,현직원,서울,,4.0,"""개인에게 책임감이 많이 부여되는 만큼 업무능력을 빠르게 향상시킬 수 있음.""","
연차사용 비교적 자유로움. 출퇴근도 유연해 스트레스 없음
","
업무강도 매우 높은편. 칼퇴하다가 오면 적응 못할 가능성 있음
","
팀이나 캠페인마다 업무강도 매우 상이. 이에대한 보상이 제대로 이뤄지는지는 모르겠음.
"
개발,현직원,서울,,5.0,"""성장 가능성이 높은 도메인에서 성공 가능성을 높이고 있다""","
다이나믹하게 일하며 성과를 만들고 성장을 이루는 회사로 구성원들의 능력을 펼칠 수 있는 기회를 제공
","
스타트업 특성상 기업의 중심이 아직은 사람에 있어서 사람에 의해 좌지우지되는 경향이 크다는 것
","
10~20년이 지나도 없어지지 않을 회사로 만들어주세요
"
마케팅/시장조사,현직원,서울,,3.0,"""성장하는 기업/합리적인 사람들/적성과 결에 잘 맞다면 아주 즐겁게 일할 수 있을 곳""","
대표님 두 분을 비롯 구성원들이 합리적입니다. 소위 말하는 꼰대가 거의 없는 듯.광고 대행사 중에서는 연봉 및 복지 등 처우가 괜찮은 편입니다.데이터 드리븐 마케팅을 매우 강조하고 또 잘 하는 회사(라고 합니다)
","
개인의 삶과 회사의 삶을 분리하고 싶어하는 사람들은 힘들 수 있습니다. 회사가 성장세다 보니 그에 맞추어 함께 성장(그게 설령 개인의 삶을 갈아서 하는 것일지라도)하고 싶은 사람들을 원합니다.신입에게 친절한 회사는 아닙니다. 자율성과 성장이 회사의 기조고 각자의 업무가 바쁘다 보니 신경을 일일히 써줄 수 없는 부분이 분명 존재하겠으나 신입에게 그러한 환경이 얼마나 긍정적으로 작용하는지는 미지수입니다. 아무런 경력이 없는 신입보다는 다른 광고 대행사 1~2년차 분들이 지원하셔서 합격하시면 좋을 듯 합니다. 회사 입장에서도 신입에 대한 케어가 힘들 것 같으면 아주 신입은 차라리 안뽑는게 낫지 않을까요.
","
대표님들께서 매주 하시는 매드톡 때 대표님들의 꿈과 비전이 많이 느껴져서 좋았습니다. 잘 되실 것 같고 잘 되시기를 바랍니다.
"
마케팅/시장조사,전직원,서울,2023. 11,3.0,"""다른 거 다 떠나서 성장만 본다면 좋은 회사""","
자유로운 분위기, 좋은 사람들, 성장 가능성, 화사 위치와 시설
","
워라밸 너무 없음, 모호하고 잘 지켜지지 않는 회사의 비전
","
비전이 현실적이지 않다는 느낌을 받습니다.
"
마케팅/시장조사,현직원,서울,2023. 11,3.0,"""턴오바가 잦은 이유를 알겠음 너무 젊다보니 좋은 점 안좋음점 다 있으나 이상한 사람도 많고,, 아쉽다""","
재택2회? 근데 이것도 지켜지기 힘듦 사람들이 착하다?배울 수 있는 기회 많다 근데 그만큼 힘들다
","
인센이 무슨 의미인지 모르는 듯. 사람 사기 저하 시키는 듯 대표가 좀 사람 다룰줄 모르는 듯
","
윗 사람 관리 잘해주세요 제발,, 업무 태만 은근 많습니다
"
마케팅/시장조사,전직원,서울,2023. 10,2.0,"""급성장을 원하는 퍼포먼스마케터에겐 아주 좋은 성장할 기회가 될 수 있는 회사""","
직원들 분위기가 아주 좋고 연차 등 복지에 대한 부분은 자유롭게 사용 가능 사람 스트레스가 적은게 진짜 장점
","
업무가 너무 과중되고 새벽까지 야근하는 경우도 종종 생김 대행사가 대부분 그렇겠지만 워라벨을 추구하는 사람에겐 안맞을 가능성 큼
","
야근수당과 점심식대만 준다면 아주 최고의 회사
"
마케팅/시장조사,전직원,서울,2023. 10,5.0,"""성장하기에 좋은 회사, 많은걸 배울 수 있는 회사입니다.마음만 먹는다면 짧은 시간 내 많이 배울 수 있습니다""","
이 회사에서 많은 걸 배웠습니다성장하고 싶은 사람들이 많고 서로 힘 내는 분위기
","
업무량이 많아서 성장을 목표로 하지않으면 조금 힘들 수 있을 것 같습니다
","
직원들의 소리를 많이 들어주시면 좋을 것 같습니다.
"
마케팅/시장조사,현직원,서울,2023. 09,3.0,"""대행사 중에는 그럭저럭 다닐만한 회사, 레버 엑스퍼트의 수익화 여부에 따라 회사의 미래가 달라질듯""","
대행사 치고 나름 복지 좋음 (월 5만원 포인트), 저녁 식대 제공, 주 2회 재택
","
야근이 많고, 수주 위주의 회사여서 기존 캠페인 운영을 하며 미디어 능력이 커지지는 않음
","
비상 경영 체제가 빨리 풀리도록 힘써주셨으면 좋겠습니다
"
마케팅/시장조사,현직원,서울,2023. 09,5.0,"""앱 마케팅 최강자, 성장하는 스타트업, 다양한 기회 부여""","
대행사 중에 일 잘하기로 소문나서 커리어 쌓기 매우 좋음.괜찮은 광고주 만나면 서로 윈윈할 수 있음.연차 사용 자율, 재택 근무 가능.입지 좋은 강남역에 위치, 지하철이 사무실과 직접 연결.복지제도나 조직문화에 신경을 많이 씀.승진 기회가 열려있음.수평 문화라서 눈치 안보고 의견 공유.주변 동료가 다 일을 잘함.
","
단점보다 장점이 많은데 굳이 꼽자면 일이 많아서 야근은 불가피.팀바팀 분위기가 다른데 피드백이 반영 되었는지 요즘에는 개선됨.
","
회사가 더 좋아질 것이라는 기대로 다니고 있음.지금처럼 계속 비전을 제시하고 달성해 주세요.
"
마케팅/시장조사,전직원,서울,2023. 09,3.0,"""수준 높은 퍼포먼스 마케팅 역량을 보유한 동료와 함께 근무하며 빠르게 성장 가능한 곳.""","
회사 내에서 수행한 거의 모든 프로젝트를 공유하고 있어 정보 획득이 용이함, 개인적인 노력을 한다면 실력을 빠르게 쌓을 수 있음
","
일이 진짜 너무 많음, 업계 특성 상 야근이 잦은 건 이해하지만 10시를 넘기는 경우가 대다수라 쬐금 힘듬
","
딱히 바라는 점은 없지만 직원들의 업무량을 조금 낮출 필요가 있어 보임
"
마케팅/시장조사,전직원,서울,2023. 08,4.0,"""대우받으면서 다닐수 있는 좋은곳이며 대표님의 마인드가 굉장히 긍정적인 곳""","
역사 내로 이동할수 있기 때문에 통근이 용이하며, 대표님의 마인드가 굉장히 긍정적인 곳
","
광고대행사의 특징이겠지만, 야근이 많은것은 어쩔수 없이 받아들여야함
","
커리어를 위해서라면 점진적으로 성장 가능성이 높은 곳이라고 생각합니다
"
마케팅/시장조사,전직원,서울,2023. 08,3.0,"""성장에 미침 성장을 원한다면 굿 야근 감수하세요""","
좋은 업무환경 동료들 잘 만나먄 배울 점 많을 듯 앱마케팅 강자
","
야근 많음 사수 별로거나 성장보다 워라밸을 중시한다면 이곳은 고통이 많을 것
","
인사부 별로에요 인사팀이 나간다고 할 때 참 어이없는 말을 했던거 웃겼음
"
마케팅/시장조사,현직원,서울,2023. 08,3.0,"""갓 취직한 신입이 급속도로 성장하기에는 매우 좋으나 3년차 이상부터는 다소 애매해짐. 퍼포먼스 마케팅의 발판으로 추천""","
자유로운 재택 사용, 인턴/계약/정규직 상관없이 오픈된 데이터와 수평적인 분위기, 좋은 사람들
","
야근 야근 야근. 각오하고 들어오셔야 하고, 스스로 건강을 부지런히 챙기지 않으면 아무도 안챙겨줍니다. 그리고 잦은 야근으로 자칫하면 현재에 매몰될 수 있는데 그래도 내 경력 다 야무지게 챙겨야 함.
","
음…딱히 없지만 그래도 꼽아보자면 소통의 기회를 좀 더 넓혔으면 좋겠습니다. 일년에 한두번 있는 매드톡도 자꾸 일정 지연되고 취소되는 일이 많아서, 내부적 결정을 모두 투명하게 공개하진 못하더라도 열려있는 스탠스를 취해주시길 바랍니다.
"
마케팅/시장조사,전직원,서울,2023. 08,4.0,"""좋은 사람들과 함께 일할 수 있는 곳""","
재택근무, 스낵바, 지하철역과 연결된 건물, 좋은 사람들, 수평적인 분위기
","
대행업의 특성 상 업무 강도가 낮을 수 없다, 업무가 많은 시즌에 힘들 수 있음
","
특별히 바라는 점은 없습니다~~~!!!!!
"
기획/경영,전직원,서울,2023. 08,3.0,"""대표의 마인드가 좋은회사 성장 가능성이 높음배우고자 하면 도움을 많이 받을 수 있음""","
강남역 연결 위치가 좋음건물 및 시설환경이 좋음교육기회가 많음
","
워라밸이 없음다소 체계가 부족함주먹구구식으로 일을하기에 불명확한 업무 오더
","
신사업보단 광사부에 투자를 해주었으면 좋겠습니다.리텐션보너스보단 기본급을 더 올려주세요.
"
디자인,전직원,서울,2023. 08,4.0,"""다양한 클라이언트 업무 가능, 워라벨 어느정도 지키면서 다닐 수 있음""","
주 2회 재택근무 가능출퇴근시간 자율 (팀바팀)강남역 지하철 연결되어 있음
","
위기 경영 체제로 복지 줄어듦20대 직원이 많아 동아리같은 느낌이 든다
","
점심식대 지원, 야근 추가 근무 수당을 챙겨주었으면 좋겠음
"
개발,전직원,서울,2023. 07,3.0,"""회사가 마케팅 조직과 솔루션 개발 조직이 나뉘어져 있음.개발자로써는 새로운 서비스를 개발해나가는 경험을 할 수 있는 스타트업 회사.""","
좋은 조직 분위기 및 나쁘지 않은 연봉과 서비스를 만들어 나가는 단계에서의 경험을 할 수 있었다.
","
경기 침체로 인한 경영난으로 안정적이지 못하다. 개발팀은 안정적으로 이익을 내며 라이브 중인 서비스가 없음.
","
안정적인 경영을 하지 못했고 구성원들과의 소통이 부족했던 것 같다.
"
마케팅/시장조사,전직원,서울,2023. 07,3.0,"""일에 대한 열정이 가득한 사람이면 성장하기 좋은 회사이나 그런 문화가 맞지 않으면 비추천""","
디지털 광고 대행사 업계에서 급성장한 기업으로 빠르게 일을 바우기는 좋고 나름 인정받을 수 있는 곳이다
","
매출을 위해 많은 광고주를 담당해야해서 일이 빡세고 젊은 꼰대가 은근 많다
","
매드업만에 강점을 확실히 다지면서 낮은 연차에 머리만 크게된 인원들이 은근 많아서 대외적인 인지도를 신경쓰길
"
마케팅/시장조사,현직원,서울,2023. 07,4.0,"""대형 클라이언트 경험을 쌓을 수 있고 복지에 신경을 쓰고 있는게 느껴지는 기업.""","
팀바팀이지만 현재 팀원들이 너무 좋아서 최고의 복지는 동료라는 슬로건에 맞게 적응하는중
","
업무량이 많다.. 하지만 어느 대행사나 다 비슷할 거라고 생각함
","
재택근무 절대 없애지 말아주세요,,, 그거말곤 없습니다.,…
"
마케팅/시장조사,전직원,서울,2023. 07,3.0,"""연차와 무관하게 주어지는 다양한 업무, 빠르게 성장할 수 있는 기회…?""","
직원들이 젊어서 업무 분위기가 자유로운 편, 사무실 위치
","
종종 산만한 분위기, 개인 업무 마쳐도 야근 안하면 은근 눈치 주는 분위기
","
특별히 바라는 점 없습니다 크게 달라지지 않을 것 같아요
"
디자인,현직원,서울,2023. 07,4.0,"""부서마다 다르지면 현부서는 디자이너로서 성장하기 좋은 부서""","
연차 눈치안보고 쓸 수 있음 / 주 2회 재택 자유로움 / 서초타워에서 근무함 / 간식줌 / 사람들 착함 / 출퇴근유연제 / 직군에 대한 존중
","
바쁠때는 출퇴근 유연제 의미없음 / 결정건 자가 갈팡지팡 / 디자이너보다 마케터 위주
","
디자인 직군에 대한 이해도가 더 있으면 좋겠음 / 디자이너는 몸이 여러개가 아니다 / 말로는 쉽지만 디자인을 재 수정하는 시간은 쉽지 않음
"
마케팅/시장조사,현직원,서울,2023. 07,4.0,"""주니어 마케터가 빠르게 퍼포먼스 마케팅을 배우고 성장하기 좋은 곳""","
퍼포먼스 마케팅을 제대로 경험하고 학습할 수 있음. 직원들 의견이 상대적으로 잘 받아들여지고 합리적인 분위기임.
","
업무 분위기나 강도는 팀바팀, 캠페인 바이 캠페인이라서 너무 많은 업무량 때문에 힘들어 하는 경우가 있음.
","
솔루션 개발 성공해서 회사 꼭 잘 되었으면 합니다.
"
마케팅/시장조사,전직원,서울,2023. 07,2.0,"""이제 기울어져 힘도 없고 대외 이미지도 없어진 곳주니어들이 매니저랍시고 일도 못하는데 우쭐대기 바쁜곳""","
강남역과 연결된 삼성 건물을 쓰는것엘베가 빠르고 건물이 깨끗
","
건물 빼고 모든게 단점일단 대부분이 주니어급인데 일도 못해 전문성도 없음
","
없어요 퇴사해서그냥 저냥 그렇게 가다가 없어지는 댕사 중에 하나일듯
"
마케팅/시장조사,현직원,서울,2023. 07,3.0,"""퍼포 배우기는 좋은 곳, 오래다닐 순 없는 곳, 맘 먹고 오세요""","
인턴, 신입이라면 짧은 기간안에 폭풍성장 가능매주 채워지는 간식창고건물이 좋다
","
업무 과부화, 바쁜데 일이 계속 들어옴젊꼰이 좀 많은듯?
","
욕심내지 마세요..사람갈려요… 팀원들을 돌아봐주세요..
"
마케팅/시장조사,전직원,서울,2023. 07,3.0,"""성장하고 싶으면 시작하기 좋은 곳. 같이 일하는 사람은 좋지만 팀바팀.""","
회사 전체적으로 분위기는 되게 좋습니다. 다만 그것마저도 팀바팀. 대행사 특성상 야근도 많고 비딩이라도 있다면 업무 끝내고 밤까지 야근.. 갈아넣는 만큼 다른 대행사 대비 같은 연차라면 아는 건 더 많다고 생각함.
","
업무량이 되게 많고, 비딩이라도 있는 달이면 야근은 필수. 제가 있던 팀은 분위기 좋고 으쌰으쌰하는 분위기 였는데 그것마저도 팀바팀인듯. 블라인드에도 좋은 말이 나온걸 본적이 없음. 포괄임금제라 야근해도 따로 수당조차 없고, 중요 기획전이나 매체 라이브시엔 주말에도 체크해야함.
","
직원을 위하는 척 하지만 사실 뒤에서는 더 굴릴려고 노력하는 것 같아요.. 공채 인턴으로 입사한 사람들 잔존율만 봐도 얼마나 힘든지 아실거라고 믿지만 바뀌기는... 힘들겠죠?
"
마케팅/시장조사,전직원,서울,2023. 06,3.0,"""퍼포먼스 마케팅 경험을 쌓기엔 좋은 회사그거랑 재택 쓸 수 있는거외엔 좋은 점을 찾기가 어렵다.""","
주 2회 재택이랑 연차 / 휴가 자유롭게 사용할 수 있는거
","
친목질이 많음. HR 리드가 하는 일이 뭔지 잘 모르겠음
","
좋은 사람을 채용하려는 것보다 좋은 사람들이 나가지 않는 것에 초점을 맞추었으면 좋겠음
"
마케팅/시장조사,전직원,서울,2023. 06,4.0,"""열정 가득한 사람들이 모여서 에너지가 좋고업력을 함께 높여 갈 수 있는 동료들이 많음""","
수직과 수평의 밸런스가 괜찮았던 기업이고워라밸 보다는 업무를 정말 배우고 싶고괜찮은 레퍼런스를 가져가고자 하는 사람들이 오면 좋은 곳
","
수평적인 문화도 강조하다 보니 가끔 의사 결정이 느려지고 산으로 갈 때가 종종 있었음
","
명확한 비전은 매우 좋지만 순간순간 결정해야 할 건에 대해서는 책임지고 결정을 주도하는 모습도 필요
"
마케팅/시장조사,현직원,서울,2023. 06,2.0,"""연봉을 시급으로 환산하면 얼마일지 궁금해지는곳""","
재택근무, 그래도 좀 주는 저녁식대, 택시비 지원, 유연한 근무환경, 좋은 건물에서 일할 수 있는거? 그거 말고는 딱히 생각나는게 없다
","
야근을 넘어서 새벽까지 일하는게 일상 야근이 너무 당연시 되는 근무 환경, 신입은 버티지도 못할 수준의 인수인계, 최소 1년이상 경력직 추천?
","
없어요 야근 안줄여주실 거잖아요 이렇게 고생했는데 연협도 너무 실망스러운 수준
"
마케팅/시장조사,전직원,서울,2023. 05,3.0,"""잡플레닛 평점만큼 괜찮은 회사는 아닌듯""","
팀에 따라 다르겠지만 다같이 으쌰으쌰하는 분위기이다.광고업이 야근이 많다보니 당연할지 모르겠지만 11시 이후까지 근무하면 택시비 지원이 나온다.
","
스타트업이다. 그냥 다른 말이 필요없다. 들어가보면 광고업계가 얼마나 기대치가 낮은지알수있다. 많이 입사하고 많이 퇴사한다.
","
더 성장하려면 퇴사자가 왜 많은지 잘생각해봤으면 좋겠다.
"
마케팅/시장조사,현직원,서울,2023. 05,4.0,"""직무에 대한 확고한 니즈가 있다면 얻어갈 수 있는 것이 많은 곳입니다. 팀마다 분위기나 운영 방식이 다르기 때문에 모두가 그럴 것이라고는 확언할 수 없지만 상대적으로 자유롭고 수평적인 커뮤니케이션 문화가 성립되어 있습니다.""","
연차 사유 없이 사용 가능 / 주 재택 2회 / 팀 단위 인근 근무, 야외 근무 가능 / 주 1회 간식 캔틴 채워짐 / 모르는 분이라도 만나면 상호 목례 문화
","
인원이 많아지면서 업무 공간이 협소해짐 / 점심 시간에 종종 화장실 줄 섬 / 모두가 하나의 목표를 보고 달리는 것 같진 않음
","
구성원의 성장과 기업의 성장을 함께 하고자 하는 마음과 노력에 감사합니다. 변함없이 꾸준하게 노력할 수 있는 기업으로 일궈 나가주시면 더욱이 감사하겠습니다.
"
