직무,고용 현황,근무지,날짜,별점,요약,장점,단점,경영진에게 바라는 점
개발,현직원,서울,2021. 11,5.0,"""개발자를 상당히 잘 대우해주는 곳. 사람 스트레스도 별로 없고 쾌적한 환경에서 개발 가능.""","
연차를 쓰는데 눈치를 주지 않음. 야근 강요 없음. 불필요한 업무 강요 없음. 주 2회 재택 근무 가능. 팀원들끼리 서로 존중하면서 자유로운 게임 개발 가능. 음료수,간식 등이 매월 보급됨. 개발에 필요한 서적 등은 신청해서 구매 가능. 사내 정치가 안보임.
","
다양한 스킬과 자유로운 사고가 필요. 아트의 경우엔 취향에 얽매이지 않고 모든 분야에서 잘 할줄 알아야 함. 캐릭터나 배경만 하거나 하면 회사에서 살아남긴 어려울듯. 다만 앞에서 말한 부분들이 해당하면 굉장히 좋은 곳.
","
앞으로도 세심한 직원 케어 및 배려 잘 부탁드리고, 사내 정치가 발생하지 않도록 계속 주의했으면 좋겠습니다. 또한 지금처럼 쾌적하게 사내 개발 가능하도록 해주셨으면 합니다.
"
개발,현직원,서울,2021. 11,5.0,"""건강한 문화 속에서 폭풍 성장할 수 있는 곳.""","
대표가 친절함, 대우가 좋음, 변화에 잘 대응하는 조직, 같이 성장하는 맛이 나는 스타트업, 괴물 같은 능력자들이 많이 모인 곳,
","
아직 성장중인 스타트업이라 안정감 보다는 도전적이다. 스스로 성장하지 못하시는 분에게는 맞지 않을 수 있다.
","
풀 재택 근무, 탄력 근무에 대한 도입 고려가 되면 좋겠다.
"
기획/경영,현직원,서울,2021. 11,5.0,"""진심으로 팀원들을 아낄 줄 알고 믿는 회사""","
대표님이 진심으로 팀원들을 아끼는게 눈에 보인다. 회사라는 곳에서 인간미를 느낄 수 있다.정말 눈치 안보고 연차 사용이 가능하다.월요일은 11시까지 출근이다.연말 일주일 겨울 방학이 제공된다.간식 지원이 아낌없다.인센티브가 제공된다.내 의견을 정말 적극적으로 반영하려고 노력한다.
","
개개인의 역할과 권한이 크다보니 업무량이 많은 펀이다. 하지만 스스로 업무를 만들어 가는 사람들이 많아 불만은 없다.
","
점점 규모가 커지면서 개개인에게 진심으로 대하는 마음을 보여주기 어렵겠지만 그래도 지금 마음과 태도 변치 않았으면 좋겠어요. 대표님을 진심으로 응원합니다.
"
기획/경영,현직원,서울,2020. 09,5.0,"""아직 작은 회사라 부족한 부분이 많지만 계속해서 성장중이며 미래가 기대되는 회사.""","
스타트업, 중견 기업, 대기업 모두 경험해 봤지만  여기만큼 사람을 위한 문화가 발달하거나 뚜렷한 비전을 가진 회사도 보지 못했다. 최근에는 코로나 때문에 3주 넘도록 재택근무 중이다. 미친 소리처럼 들릴지도 모르지만, 진심으로 회사를 가는 것이 괴롭지 않고 즐거울 때도 있다.
","
아직은 성장중인 기업이기 때문에 큰 회사에 비해 복지나 시스템이 덜 갖춰져 있다. 프로젝트에 투입되는 인원도 적기에 한 사람이 여러가지 업무를 해야한다. 스페셜리스트를 지향하는 사람에겐 큰 단점이 될 수 있다. 애자일 프로세스를 취하고 있어서 구성원 한명 한명이 실력이 뛰어나야하며 능동적으로 일하지 않으면 힘들 수 있다.
","
성과를 내는 사람에게 그만한 합당한 대우와 가치를 인정했으면 한다.
"
개발,현직원,서울,2020. 03,5.0,"""진정한 스타트업!소위 말하는 겉만 번지르르한 회사가 아닌, 진짜 깨어있는 회사.오히려 전형적인 수직적 대한민국 회사와 너무 달라서 어색하게 느껴질 수 있음.""","
완벽한 수평 문화. 오히려 의견 제시를 적극적으로 해야만 하는 곳. 끊임없이 자기개발을 장려하고 성장과 발전을 추구하는 곳. 언제나 웃음과 활기가 넘침.
","
아직 기업이 초기라 체계가 완벽히 잡히지 않음. 물론 동료들의 생각을 듣고자 대표님께서 노력하지만 직원이 능동적인 사람이 아니라면 적응하기 힘듦. 이곳에서 근무를 고려할 시 본인이 스타트업에 적합한 인재인지 아닌지 충분한 고민이 필요함.
","
지금의 마인드를 유지한채 절대 초심을 잃지 않고 계속해서 달려갔으면 좋겠음.
"
개발,현직원,서울,2020. 03,5.0,"""자유로운 분위기 속에서 자기주도적으로 게임을 개발할 수 있는 기업""","
월차 포인트 제도 - 30분 단위로 쪼개 사용 가능, 월 점심식대 10만원, 수평적인 조직문화, 자유와 책임이 중시되는 분위기, 도서 및 게임 등 연구개발에 필요한 금액 지원, 직원의 성장을 회사가 적극적으로 지원
","
지속적으로 회사체계를 만들어 나가는 상태. 큰 조직의 체계화된 프로세스를 원한다면 맞지 않을 수 있음. 직군 내에서 여러가지 업무를 하는 것보다 한 가지 일에만 집중하고 싶다면 맞지 않을 수 있음.
","
경영진이라고 하기에는 대표 한명 밖에 없음. 따라서 뭔가 바라는 점은 없고 지금부터 다같이 만들어 나가야 함.
"
개발,전직원,서울,2023. 09,3.0,"""직원에게 거짓말 하는 회사게임 출시에 대한 기준이 들쭉날쭉""","
복지가 좋음퇴근이나 휴가가 자유로음게임 개발을 위한 여러 가지 복지도 진행함연말에 다같이 쉬는 날이 있음데이터를 기준으로 결정함
","
직원에게 거짓말을 함결과의 투명성은 있으나 과정;의 투명성은 없음직원 관리가 안됨문제 해결에 공정함이 없음믿고 싶은 말만 믿음회사의 문제는 모두가, 개인의 문제는 개인이 짊어짐
","
일단 얘기하고 이후에 말이 바뀌는 것들이 없어졌으면 좋겠습니다.
"
개발,현직원,서울,2023. 05,1.0,"""블라인드에서는 3점대까지 떨어진회사. 5점을 받아서는 안되는 회사.""","
연차 자유대표님이 착함무제한 간식침대있음30분 단위의 연차
","
사람위에 기업이 있는 회사사람에 대한 존중 없음회사 소개에 적혀있는 내용 맞는거 하나도 없음
","
사람을 뽑을게 아니라 있는 사람들이나 더 잘 관리하세요어차피 뽑아놓고 사람 방치할껀데 왜 뽑는지 전혀 모르겠네요
"
개발,현직원,서울,2023. 02,5.0,"""연봉, 복지, 인간미 대기업 빰치는 개발사""","
같이 일하는 사람들이 모나지 않고 성격이 좋음 / 경력직으로 많이 채워짐 / 게임에 진심인 사람들이 많음 / 자유로운 연차 사용 / 무제한 간식 / 도서 강의 지원 / 건강검진 / 육아지원
","
한명의 역할이 크다보니 업무량이 많다. 정말로 개발을 좋아하면 최적의 환경
","
한명 한명 챙기는데 힘들텐데 계속 힘써주세요
"
개발,현직원,서울,2022. 04,5.0,"""소위 말하는 개념 있는 스타트업. 당신이 대기업 체질이 아니라면 플하가 딱이다.""","
분위기가 너무 자유롭고 좋음.눈치 볼 거 없음.야근 강요 일절 없음
","
모든 걸 해야 한다. 정해진게 없으니 스스로 알아서 찾아서 해야 한다.
","
관리자가 필요합니다. 관리자가 필요합니다.
"
디자인,현직원,서울,2021. 12,5.0,"""보람차며 즐겁게 일할 수 있는 회사.""","
연차 등을 자유롭게 쓸 수 있어 개인 시간에 대해 충분히 존중 받으며,  직장 동료 분들도 다들 좋으셔서 일하는 것에 거부감이 들지 않고 즐겁게 일할 수 있다.
","
중기청 이나 내일 체움 공제 등의 혜택을 받지 못한다.
","
변치 않고 이대로만 가주면 좋겠습니다.
"
개발,현직원,서울,2021. 11,5.0,"""개발자를 상당히 잘 대우해주는 곳. 사람 스트레스도 별로 없고 쾌적한 환경에서 개발 가능.""","
연차를 쓰는데 눈치를 주지 않음. 야근 강요 없음. 불필요한 업무 강요 없음. 주 2회 재택 근무 가능. 팀원들끼리 서로 존중하면서 자유로운 게임 개발 가능. 음료수,간식 등이 매월 보급됨. 개발에 필요한 서적 등은 신청해서 구매 가능. 사내 정치가 안보임.
","
다양한 스킬과 자유로운 사고가 필요. 아트의 경우엔 취향에 얽매이지 않고 모든 분야에서 잘 할줄 알아야 함. 캐릭터나 배경만 하거나 하면 회사에서 살아남긴 어려울듯. 다만 앞에서 말한 부분들이 해당하면 굉장히 좋은 곳.
","
앞으로도 세심한 직원 케어 및 배려 잘 부탁드리고, 사내 정치가 발생하지 않도록 계속 주의했으면 좋겠습니다. 또한 지금처럼 쾌적하게 사내 개발 가능하도록 해주셨으면 합니다.
"
개발,현직원,서울,2021. 11,5.0,"""건강한 문화 속에서 폭풍 성장할 수 있는 곳.""","
대표가 친절함, 대우가 좋음, 변화에 잘 대응하는 조직, 같이 성장하는 맛이 나는 스타트업, 괴물 같은 능력자들이 많이 모인 곳,
","
아직 성장중인 스타트업이라 안정감 보다는 도전적이다. 스스로 성장하지 못하시는 분에게는 맞지 않을 수 있다.
","
풀 재택 근무, 탄력 근무에 대한 도입 고려가 되면 좋겠다.
"
기획/경영,현직원,서울,2021. 11,5.0,"""진심으로 팀원들을 아낄 줄 알고 믿는 회사""","
대표님이 진심으로 팀원들을 아끼는게 눈에 보인다. 회사라는 곳에서 인간미를 느낄 수 있다.정말 눈치 안보고 연차 사용이 가능하다.월요일은 11시까지 출근이다.연말 일주일 겨울 방학이 제공된다.간식 지원이 아낌없다.인센티브가 제공된다.내 의견을 정말 적극적으로 반영하려고 노력한다.
","
개개인의 역할과 권한이 크다보니 업무량이 많은 펀이다. 하지만 스스로 업무를 만들어 가는 사람들이 많아 불만은 없다.
","
점점 규모가 커지면서 개개인에게 진심으로 대하는 마음을 보여주기 어렵겠지만 그래도 지금 마음과 태도 변치 않았으면 좋겠어요. 대표님을 진심으로 응원합니다.
"
기획/경영,현직원,서울,2020. 09,5.0,"""아직 작은 회사라 부족한 부분이 많지만 계속해서 성장중이며 미래가 기대되는 회사.""","
스타트업, 중견 기업, 대기업 모두 경험해 봤지만  여기만큼 사람을 위한 문화가 발달하거나 뚜렷한 비전을 가진 회사도 보지 못했다. 최근에는 코로나 때문에 3주 넘도록 재택근무 중이다. 미친 소리처럼 들릴지도 모르지만, 진심으로 회사를 가는 것이 괴롭지 않고 즐거울 때도 있다.
","
아직은 성장중인 기업이기 때문에 큰 회사에 비해 복지나 시스템이 덜 갖춰져 있다. 프로젝트에 투입되는 인원도 적기에 한 사람이 여러가지 업무를 해야한다. 스페셜리스트를 지향하는 사람에겐 큰 단점이 될 수 있다. 애자일 프로세스를 취하고 있어서 구성원 한명 한명이 실력이 뛰어나야하며 능동적으로 일하지 않으면 힘들 수 있다.
","
성과를 내는 사람에게 그만한 합당한 대우와 가치를 인정했으면 한다.
"
개발,현직원,서울,2020. 03,5.0,"""진정한 스타트업!소위 말하는 겉만 번지르르한 회사가 아닌, 진짜 깨어있는 회사.오히려 전형적인 수직적 대한민국 회사와 너무 달라서 어색하게 느껴질 수 있음.""","
완벽한 수평 문화. 오히려 의견 제시를 적극적으로 해야만 하는 곳. 끊임없이 자기개발을 장려하고 성장과 발전을 추구하는 곳. 언제나 웃음과 활기가 넘침.
","
아직 기업이 초기라 체계가 완벽히 잡히지 않음. 물론 동료들의 생각을 듣고자 대표님께서 노력하지만 직원이 능동적인 사람이 아니라면 적응하기 힘듦. 이곳에서 근무를 고려할 시 본인이 스타트업에 적합한 인재인지 아닌지 충분한 고민이 필요함.
","
지금의 마인드를 유지한채 절대 초심을 잃지 않고 계속해서 달려갔으면 좋겠음.
"
개발,현직원,서울,2020. 03,5.0,"""자유로운 분위기 속에서 자기주도적으로 게임을 개발할 수 있는 기업""","
월차 포인트 제도 - 30분 단위로 쪼개 사용 가능, 월 점심식대 10만원, 수평적인 조직문화, 자유와 책임이 중시되는 분위기, 도서 및 게임 등 연구개발에 필요한 금액 지원, 직원의 성장을 회사가 적극적으로 지원
","
지속적으로 회사체계를 만들어 나가는 상태. 큰 조직의 체계화된 프로세스를 원한다면 맞지 않을 수 있음. 직군 내에서 여러가지 업무를 하는 것보다 한 가지 일에만 집중하고 싶다면 맞지 않을 수 있음.
","
경영진이라고 하기에는 대표 한명 밖에 없음. 따라서 뭔가 바라는 점은 없고 지금부터 다같이 만들어 나가야 함.
"
개발,전직원,서울,2023. 09,3.0,"""직원에게 거짓말 하는 회사게임 출시에 대한 기준이 들쭉날쭉""","
복지가 좋음퇴근이나 휴가가 자유로음게임 개발을 위한 여러 가지 복지도 진행함연말에 다같이 쉬는 날이 있음데이터를 기준으로 결정함
","
직원에게 거짓말을 함결과의 투명성은 있으나 과정;의 투명성은 없음직원 관리가 안됨문제 해결에 공정함이 없음믿고 싶은 말만 믿음회사의 문제는 모두가, 개인의 문제는 개인이 짊어짐
","
일단 얘기하고 이후에 말이 바뀌는 것들이 없어졌으면 좋겠습니다.
"
개발,현직원,서울,2023. 05,1.0,"""블라인드에서는 3점대까지 떨어진회사. 5점을 받아서는 안되는 회사.""","
연차 자유대표님이 착함무제한 간식침대있음30분 단위의 연차
","
사람위에 기업이 있는 회사사람에 대한 존중 없음회사 소개에 적혀있는 내용 맞는거 하나도 없음
","
사람을 뽑을게 아니라 있는 사람들이나 더 잘 관리하세요어차피 뽑아놓고 사람 방치할껀데 왜 뽑는지 전혀 모르겠네요
"
개발,현직원,서울,2023. 02,5.0,"""연봉, 복지, 인간미 대기업 빰치는 개발사""","
같이 일하는 사람들이 모나지 않고 성격이 좋음 / 경력직으로 많이 채워짐 / 게임에 진심인 사람들이 많음 / 자유로운 연차 사용 / 무제한 간식 / 도서 강의 지원 / 건강검진 / 육아지원
","
한명의 역할이 크다보니 업무량이 많다. 정말로 개발을 좋아하면 최적의 환경
","
한명 한명 챙기는데 힘들텐데 계속 힘써주세요
"
개발,현직원,서울,2022. 04,5.0,"""소위 말하는 개념 있는 스타트업. 당신이 대기업 체질이 아니라면 플하가 딱이다.""","
분위기가 너무 자유롭고 좋음.눈치 볼 거 없음.야근 강요 일절 없음
","
모든 걸 해야 한다. 정해진게 없으니 스스로 알아서 찾아서 해야 한다.
","
관리자가 필요합니다. 관리자가 필요합니다.
"
디자인,현직원,서울,2021. 12,5.0,"""보람차며 즐겁게 일할 수 있는 회사.""","
연차 등을 자유롭게 쓸 수 있어 개인 시간에 대해 충분히 존중 받으며,  직장 동료 분들도 다들 좋으셔서 일하는 것에 거부감이 들지 않고 즐겁게 일할 수 있다.
","
중기청 이나 내일 체움 공제 등의 혜택을 받지 못한다.
","
변치 않고 이대로만 가주면 좋겠습니다.
"
개발,현직원,서울,2021. 11,5.0,"""개발자를 상당히 잘 대우해주는 곳. 사람 스트레스도 별로 없고 쾌적한 환경에서 개발 가능.""","
연차를 쓰는데 눈치를 주지 않음. 야근 강요 없음. 불필요한 업무 강요 없음. 주 2회 재택 근무 가능. 팀원들끼리 서로 존중하면서 자유로운 게임 개발 가능. 음료수,간식 등이 매월 보급됨. 개발에 필요한 서적 등은 신청해서 구매 가능. 사내 정치가 안보임.
","
다양한 스킬과 자유로운 사고가 필요. 아트의 경우엔 취향에 얽매이지 않고 모든 분야에서 잘 할줄 알아야 함. 캐릭터나 배경만 하거나 하면 회사에서 살아남긴 어려울듯. 다만 앞에서 말한 부분들이 해당하면 굉장히 좋은 곳.
","
앞으로도 세심한 직원 케어 및 배려 잘 부탁드리고, 사내 정치가 발생하지 않도록 계속 주의했으면 좋겠습니다. 또한 지금처럼 쾌적하게 사내 개발 가능하도록 해주셨으면 합니다.
"
개발,현직원,서울,2021. 11,5.0,"""건강한 문화 속에서 폭풍 성장할 수 있는 곳.""","
대표가 친절함, 대우가 좋음, 변화에 잘 대응하는 조직, 같이 성장하는 맛이 나는 스타트업, 괴물 같은 능력자들이 많이 모인 곳,
","
아직 성장중인 스타트업이라 안정감 보다는 도전적이다. 스스로 성장하지 못하시는 분에게는 맞지 않을 수 있다.
","
풀 재택 근무, 탄력 근무에 대한 도입 고려가 되면 좋겠다.
"
기획/경영,현직원,서울,2021. 11,5.0,"""진심으로 팀원들을 아낄 줄 알고 믿는 회사""","
대표님이 진심으로 팀원들을 아끼는게 눈에 보인다. 회사라는 곳에서 인간미를 느낄 수 있다.정말 눈치 안보고 연차 사용이 가능하다.월요일은 11시까지 출근이다.연말 일주일 겨울 방학이 제공된다.간식 지원이 아낌없다.인센티브가 제공된다.내 의견을 정말 적극적으로 반영하려고 노력한다.
","
개개인의 역할과 권한이 크다보니 업무량이 많은 펀이다. 하지만 스스로 업무를 만들어 가는 사람들이 많아 불만은 없다.
","
점점 규모가 커지면서 개개인에게 진심으로 대하는 마음을 보여주기 어렵겠지만 그래도 지금 마음과 태도 변치 않았으면 좋겠어요. 대표님을 진심으로 응원합니다.
"
기획/경영,현직원,서울,2020. 09,5.0,"""아직 작은 회사라 부족한 부분이 많지만 계속해서 성장중이며 미래가 기대되는 회사.""","
스타트업, 중견 기업, 대기업 모두 경험해 봤지만  여기만큼 사람을 위한 문화가 발달하거나 뚜렷한 비전을 가진 회사도 보지 못했다. 최근에는 코로나 때문에 3주 넘도록 재택근무 중이다. 미친 소리처럼 들릴지도 모르지만, 진심으로 회사를 가는 것이 괴롭지 않고 즐거울 때도 있다.
","
아직은 성장중인 기업이기 때문에 큰 회사에 비해 복지나 시스템이 덜 갖춰져 있다. 프로젝트에 투입되는 인원도 적기에 한 사람이 여러가지 업무를 해야한다. 스페셜리스트를 지향하는 사람에겐 큰 단점이 될 수 있다. 애자일 프로세스를 취하고 있어서 구성원 한명 한명이 실력이 뛰어나야하며 능동적으로 일하지 않으면 힘들 수 있다.
","
성과를 내는 사람에게 그만한 합당한 대우와 가치를 인정했으면 한다.
"
개발,현직원,서울,2020. 03,5.0,"""진정한 스타트업!소위 말하는 겉만 번지르르한 회사가 아닌, 진짜 깨어있는 회사.오히려 전형적인 수직적 대한민국 회사와 너무 달라서 어색하게 느껴질 수 있음.""","
완벽한 수평 문화. 오히려 의견 제시를 적극적으로 해야만 하는 곳. 끊임없이 자기개발을 장려하고 성장과 발전을 추구하는 곳. 언제나 웃음과 활기가 넘침.
","
아직 기업이 초기라 체계가 완벽히 잡히지 않음. 물론 동료들의 생각을 듣고자 대표님께서 노력하지만 직원이 능동적인 사람이 아니라면 적응하기 힘듦. 이곳에서 근무를 고려할 시 본인이 스타트업에 적합한 인재인지 아닌지 충분한 고민이 필요함.
","
지금의 마인드를 유지한채 절대 초심을 잃지 않고 계속해서 달려갔으면 좋겠음.
"
개발,현직원,서울,2020. 03,5.0,"""자유로운 분위기 속에서 자기주도적으로 게임을 개발할 수 있는 기업""","
월차 포인트 제도 - 30분 단위로 쪼개 사용 가능, 월 점심식대 10만원, 수평적인 조직문화, 자유와 책임이 중시되는 분위기, 도서 및 게임 등 연구개발에 필요한 금액 지원, 직원의 성장을 회사가 적극적으로 지원
","
지속적으로 회사체계를 만들어 나가는 상태. 큰 조직의 체계화된 프로세스를 원한다면 맞지 않을 수 있음. 직군 내에서 여러가지 업무를 하는 것보다 한 가지 일에만 집중하고 싶다면 맞지 않을 수 있음.
","
경영진이라고 하기에는 대표 한명 밖에 없음. 따라서 뭔가 바라는 점은 없고 지금부터 다같이 만들어 나가야 함.
"
금융/재무,전직원,서울,2023. 03,4.0,"""기업문화가 수직적이지 않고 수평적이라 매우 좋습니다직급도없도 영어 이름사용해서 호칭이 매우 편함""","
대표님이 직원들을 마노이 생각해주는 것 같음퇴사할때 면담도 하는게 눈물흘릴뻔지하철이 회사 건물과 연결되어있어 매우 편리함
","
점심식대가 따로 나오지않아서 부담됩니다.그 이외에 따른 단점은 보이지 않음
","
당기순이익 기준으로 인센티브를 주세요!!! 그럼 더욱 더 직원들이 좋아할것같습니당미투온 응원합니닷
"
개발,전직원,서울,2023. 02,3.0,"""역이랑 붙어있는 건물이어서 좋아요. 비올때 우산안쓰고 출근 가능""","
연차 자유사용가능, 위치 좋음, 간식 약소하지만 줌, 한달에한번 간식데이
","
기업의 장점말고는 단점인거같은데요, 영어이름쓰는거 불편했음
","
재택이나 탄력근무나 열린 경영해주셨으면 좋겠습니다. 복지 좀 신경써주세여
"
기획/경영,전직원,서울,2023. 01,2.0,"""한 사람의, 한 사람에 의한, 한 사람을 위한 독자적 프로젝트""","
한 사람 제외하고 사람들이 좋으니근무환경은 매우 자유롭게 하고싶은거 할 수 있음
","
한 사람때문에 모든게 안좋음말해도 안바뀜그래서 퇴사함회사에 바라는건 크게 없었음그 사람이 여러 사람의 말좀 들어주길 바랬음
","
경영진에게 말해도 안바뀜그 사람 스스로가 알았으면 좋겠음그 사람이 알아도 안바뀌는게 문제임
"
개발,현직원,서울,2022. 12,3.0,"""다양한 개발환경 경험 가능. 라이브서비스하고 있는 게임이 있어서 수입은 탄탄함.""","
자신이 할 일만 잘 한다면 큰 터치가 없이 다닐 수 있다.
","
상장되어 있는 소셜카지노 게임 회사 치고 연봉이 짠 편이다.
","
개발 쪽에 조금 더 관심을 가져 주었으면 좋을 것 같다.
"
개발,전직원,서울,2022. 09,2.0,"""정시 출근 정시 퇴근은 장점. 연봉/복지 등 그 외는 큰 장점은 없음.""","
연차를 눈치 안 보고 쓸 수 있음. 전반적으로 괜찮은 사람들이 많다. 서로 일 하는데 간섭을 잘 안하는 분위기.
","
개발자 없는 개발사. 개발 인력이 퇴사하는데 매꿔지지 않음. 때문에 개발 인력 부재로 개발이 제대로 이뤄지는거  같지 않음. 일정관리 등이 전혀 안됨. 소셜 카지노, 웹보드 장르다보니 여러 부문 성장 가능성이 적음.
","
연봉, 복지 등을 떠나서 일단 조금 더 체계적으로 일할 수 있는 여건이 되어야 할 것 같음. 현실적인 문제도 있겠지만 실무를 진행하며 구현 불가능한게 너무 많음.
"
개발,전직원,서울,2022. 03,2.0,"""여기 말고도 회사 많다는걸 잊지 말길""","
사람들이 좋다.다들 되도록 좋게 다니려고 하는 분위기입니다.
","
연봉 적음연협 말도 안되는 금액결재라인들 전공이 뭔지 꼭 물어보심이
","
딱히. 바뀌는건 없음. 직원들에게 대단히 관대하다고 생각하고 있음.
"
개발,전직원,서울,2021. 11,1.0,"""아무런 미래와 희망이 존재하지 않는곳. 개발 안해도 먹고 살 돈 있어서 월급은 잘 나옴""","
열심히 하면 그만큼 지원을 해주는 것 같음. 다만 연봉으로 반영되지는 않음. 주식회사다 보니 주가에 따라 스톡옵션에 대한 희망을 가질 수 있음.
","
적자인 프로젝트를 흑자인 프로젝트가 먹여살리는 중. 주먹구구식 운영. 개발보다 정치질이 앞서는 행동
","
고인 사람들을 좀 관리하여 새로운 희망과 열정을 갖도록 지원 해 줘야함
"
