직무,고용 현황,근무지,날짜,별점,요약,장점,단점,경영진에게 바라는 점
기획/경영,현직원,서울,2021. 01,4.0,"""아직 early stage의 기업으로 발전 가능성이 높은 곳""","
역세권 사무실과 나름 좋은 사양의 장비최대한 모든 이들의 의견을 수렴하려는 CEO자유로운 연차사용(1년미만 입사자에게 추가로 주어지는 연차 포함), 자율출퇴근 등 자율과 책임에 기반한 근태문화. 재택은..팀별로 PM이 프로젝트 상황에 따라 재택과 출근비율을 조정해서 완전 자율로 볼순 없음. 회사에선 PM에게 권한을 준 상태.매달 모여서 회사 상황을 업데이트하는 공유문화새로운걸 시도해볼 수 있고 그에 대한 독려도 함
","
시스템을 갖춰나가는 단계라서 그 체계화때문에 사람들이 불편해하거나 하면서 잡음이 약간 있음. 예를 들어 회계시스템이 들어오면서 비용을 쓰면 그 증빙처리를 해야 프로세스 진행이 되니까 번거롭게 느껴지고 사람들은 불편해하고..또 초기세팅단계이니 처음엔 FM으로 회계처리를 할것이라 했는데, 그러다보니 이렇게까지 해야하나?싶을 때가 있음. 근데 이건 어쩔 수 없이 생기는 것이라 생각하고 사람들이 원칙적인게 익숙해지면 어느정도 풀어지지 않을까 싶음. 새로운걸 시도해보는게 양날의 검인게, 그렇게 하다가 결과가 잘 안나와서 중단하게 되면 그로 인해 사람들이 실망한다던가, 의사결정이 이랬다 저랬다가 하는걸로 보일 수 있음. 새로운걸 시도한다는건 늘 이런 리스크는 있는듯.. 많은 의견을 수렴하려는 CEO도 양날의 검인게, 어떤 상황에서는 이 수렴기간과 신중한 의사결정이 답답할 때가 있음. 근데 많은 의견도 수렴하면서 신중한 사람이 빠른 결단력을 동시에 갖추는건 뭐...말이 되나..그도 사람인데..
","
매달 상황이 공유가 되지만, 그리고 장기적인 비전도 공유가 되지만 이제는 중기적인 계획도 공유가 더 잘되면 좋겠습니다.
"
개발,전직원,서울,2020. 12,2.0,"""언제부터인가 회사를 위해 애썼던 역량 높은 사람들은 회사에 실망하고 나가고 있다.""","
자율 재택 (그러나 시대에 역행하여 강제 출근 강요 받는 팀도 있음) 당연한 것이지만 휴가 쓰고 싶을 때 씀 (단, 휴가 일수는 여름휴가 포함하여 15일)
","
앞으로 무엇을 해야 하는지 큰그림도 없고 디테일도 없어 보입니다.결단력 없고 우유부단한 모습, 책임을 회피하려는 모습 때문에 이 회사에서 본인의 역량을 펼치고자 하는 생각있고 똑부러진 사람들은 대부분 나가고 있습니다. 그래서 회사 전반적인 분위기도 활력 없는 모습으로 변모 되고 있으며 수동적으로 일하는 사람이 늘어나는 모습입니다.
","
회사를 위한다면 눈 앞에 본인한테 아첨하며 잘보이려 애쓰는 사람과 진심으로 회사를 위해 고민하고, 앞장서고, 문제를 개선 시키려는 사람을 구분하는 안목을 기르시기를 바랍니다. 그리고 애매모호한 태도와 책임회피 하는 모습도 버리시길 바랍니다. 본인께서 선택한 일의 결과가 안좋을때 타인의 이름을 거론 하는 것은 리더십에 악영향을 줄 수 있습니다. 건승하시길 바랍니다.
"
개발,전직원,서울,2020. 09,5.0,"""개발자가 대우받는곳. 하지만 리서처보다는 조금... 허들이 높은 편""","
연차를 자유롭게 쓸 수 있음. 수평적인 조직문화. 연봉이 나름 높은 편인듯 함. 머신러닝에 관해서는 국내에서는 탑급의 역량을 보유.
","
주력사업으로 밀고있는 부분에서 분야특성상 진행이 느린편. 개발자 입장에서는 답답할 수 있음.
","
개인 사정상 퇴사했지만 건승하시길 바랍니다.
"
개발,전직원,서울,2020. 05,2.0,"""교수들을 주축으로 만들어진 회사. 경영진들은 좋은 논문을 쓰면 좋은 회사를 만들수 있다고 생각한다. 머신러닝 리서처들은 하고싶은 연구를 마음껏 할 수 있다.""","
워라벨이 좋음. 관리자가 없기 때문에 자유롭게 하고싶은 것들을 할 수 있음. 방향성이 뚜렷하지 않아 하고 싶은 것을 마음대로 할 수 있다.
","
목표와 방향성이 전혀 없어 모든 방향성을 실무진들이 알아서 결정해 나가야 함.
","
제대로된 방향성 설정을 보여줬으면 좋겠다.
"
디자인,전직원,서울,2020. 05,2.0,"""프로덕트팀은 제품을 만들기보다는 ai 기반의 기술력을 서포트해주는 역할. 회사의 방향성이 아직 구체화 안되어있다.""","
자유로운 분위기이다. 본인 업무만 확실히 처리하면 크게 문제없다. 연봉이 타 회사에 비해 높은 편이다. 기술직에 한하여.
","
중간중간 업무의 물을 흐리는 인원들이 있을 때에 그것을 확실히 처리하지 못하는 우유부단함. 기존의 핵심 인원들이 모두 나간 상태여서 앞으로의 방향성이 애매모호함
","
우유부단한 모습보다는 강단있는 모습으로 회사의 비전을 재정립할 필요가 있어보임. 본인들도 앞으로 어떻게 해야될지 모르는 것 처럼 보임.
"
개발,현직원,서울,2020. 05,5.0,"""그 만큼 회사 구성원 개개인이 모두 맡은 일에 책임감을 가지고 열심히하고 서로 존중해주기 때문에 정서적으로도 안정되고 개인의 성장측면에서도 매우 좋다.""","
1. 회사에서는 직원들에 대한 신뢰가 높고 직원 또한 대표와 회사에 대한 신뢰가 높음.2. 회사에서 자율을 제공해주면 직원들은 그것에 대해 책임을 지고 열심히한다. 3. 다른 직군의 사람들 끼리 소통도 원활하게 잘 되며 협력이 잘 이루어진다. 4. 대표가 주기적으로 직원들에게 회사가 나아가는 방향을 리마인드 해주면서 비젼이 잘 공유된다. 5. 무엇보다 서로를 존중해주고 자랑스러워 하는점이 가장 좋다.
","
규모가 작은 스타트업이다 보니 모든 일이 체계적으로 될 순 없지만 각자 맡은 바를 열심히 하기 때문에 큰 문제는 없음.
","
지금 처럼만 해주신다면 더 바랄것은 없습니다.
"
영업/제휴,전직원,서울,2023. 09,2.0,"""게임을 하면 포인트가 쌓이는 모바일 플랫폼.""","
게임 업계 경험을 쌓고 싶다면 여러 게임 회사와 접촉할 수 있는 좋은 기회가 있다. 다양한 게임 회사들과 미팅을 하고 행사에 참여할 수 있다.
","
미래에 대한 전망과 비전이 부족합니다. 경영진들은 대기업보다 더 혁신적으로 행동해야 합니다.
","
직원 존중이 필요합니다. 회사 문화를 바꿔야합니다.
"
기획/경영,전직원,서울,2023. 03,4.0,"""사람들은 좋으나 사람들이 늘 부족한 회사. 일이 많다""","
맥북지원. 주1회 재택근무. 지하에 각종 음료. 자유로운 분위기.
","
스타트업이다보니 체계적이지 않음. 내방역 근처에 맛집 없음
","
신규 사업 추진에 적극적인 모습을 바랍니다
"
기획/경영,현직원,서울,2022. 12,5.0,"""솔직 할수록 좋은 기업. 초반에 조금 어려울 수는 있지만, 자신이 회사 생활을 만들어 나감에 뿌듯함을 크게 느낄 수 있는 회사. 이 나이에, 이런 곳에 와 볼 수 있음에 감사함을 느끼고 다니는 중.""","
현재 운영하고 있는 서비스의 특별함. 믿음직한 이사진, 큰 미래를 보고 함께 달려가는 것이 목표인 작지만 작지 않은 회사. 팀원끼리 충분한 의지가 된다는 것도 큰 장점.
","
사옥 위치가 조금 애매하다. 역세권이나, 흔치 않은 내방역이라는게 조금의 단점?
","
경영진들에 대한 신뢰가 큽니다. 앞으로도 일하기 좋은, 모두가 달려가는 회사를 위해 노력해 주세요.
"
마케팅/시장조사,전직원,서울,2022. 09,5.0,"""스타트업 중에서 정말 괜찮은 IT 앱 회사. 개발 능력자들부터 비즈니스 사업 인적 커넥션 탄탄!! 앱 디자인에서도 우수한 곳. 무엇보다 매일/매달이 다르게 성장하고 복지나 회사의 체계 또한 성장하는 곳!!""","
사람들이 좋습니다. (흔히 말하는 빌런없고 좋은 사람들과 일하고 교류하면서 즐거웠습니다) 그리고 사업적으로 비전을 확실히 갖고 있는 대표님과 성공을 확신하고 그걸 실현시키고자 하는 임원분들이 든든합니다.개발, 디자인, 사업 (게임 업계), IT 앱 서비스 분야에서 능력있는 동료들과 제대로 일할 수 있습니다. 스타트업 중에서 고루고루 (자금 사업 개발력 인적네트워크 서비스) 괜찮은 드문 곳이에요.
","
여느 스타트업처럼 중간 관리자, 연차가 있는 팀원이 조금 부족한 감이 있습니다.  그리고 성장과 탁월함을 추구하기 때문에 주어진 일만 해내길 원하시는 분은 힘들 수 있어요.
","
지금있는 주니어분들이 성숙해진 후의 단단해진 회사 모습이 기대됩니다. 성장에는 어느정도 숙성시간이 필요하다는 마음으로 팀빌딩에도 더 신경을 써주시면 좋을 것 같습니다.
"
마케팅/시장조사,전직원,서울,2022. 07,4.0,"""마음먹으면 얼마든지 좋은 커리어를 쌓을 수 있는 스타트업""","
경영진에게 언제든 질문하고 의견을 나누기 편한 분위기, 활기차고 긍정적인 팀원들(인원이 적은 스타트업이다 보니 굉장히 중요), 주니어를 성장시키고자 하는 몇몇 시니어가 돋보이는 구조. 회사와 함께 사원도 발전할 수 있는 열정적인 환경!
","
복지랄 것이 없고 딱 연봉만 가져갈 수 있음(현금성 복지 부재, 야근수당, 식비 없음). 주니어와 시니어 갭이 커서 라떼(야근, 부심 등)가 있을 수 있음. 일부 능력자 주니어들이 회사를 받치고 있으나 그들의 대우는...
","
왜 사람이 안뽑히는가에 대한 생각을 해보셨으면.. 성과와 노력이 체감 가능한 보상으로 연결이 되어야 사람들이 모이고 유지되지 않을까요
"
데이터,현직원,서울,2022. 06,5.0,"""게임이라는 큰 시장에서 지속 성장중이라 미래가 탄탄하다.""","
매주 1회 재택 근무.연차 사용이 자유롭다.의무 회식같은 것이 없다.사람들이 다들 착하다.투자도 받고 매출도 나와서 초기 스타트업 치곤 안정적이다.초기에는 야근이 많았으나, 지금은 거의 없다.
","
지속 성장 중이라 일이 많다.빠르게 진행되다 보니 일이 두서 없을 때가 있다.점심 식대가 제공되지 않는다.
","
너무 게임사에게만 끌려다니지 않았으면 좋겠다.동시에 너무나 많은 KPI를 책정하지 않았으면 좋겠다.직접 와닿는 복지들이 소소하게라도 추가되면 좋겠다.
"
개발,현직원,서울,2021. 10,5.0,"""보람차게 일할 수 있는 곳. 비전이 명확한 회사.""","
부식이 자주 들어옵니다. 수평적인 조직에서 당신의 생각을 펼칠 수 있습니다.
","
주변에 맛있는 밥집이 있는듯하지 않습니다. 엘리베이터 정원이 적어서 눈치 볼 수 있습니다.
","
앞으로 더 나아가라 수 있는 미래를 그려 주기를 바랍니다.
"
디자인,전직원,서울,2021. 09,4.0,"""사람들이 친절하고 다들 목표의식이 뚜렷함발전 가능성이 높아보이는 회사""","
연차를 눈치 안보고 쓸 수 있음. 영어 이름을 사용하여 조직관계가 수평적임
","
복지제도가 다양하지 않고 건물이 좋은편은 아님, 화장실이 한칸이라 사용하는 데 불편함
","
바라는 점은 딱히 없고 능력있는 경영진 분들이 계셔서비전도 좋고 신뢰할만한 회사임
"
기획/경영,현직원,서울,2021. 07,5.0,"""모든 팀원들이 일을 열심히 하는 분위기이며, 게임을 좋아 하는 사람들이 많은것 같음""","
야근 강요 없음. 복장 자유 같음. 임원들이 스스로 꼰대라고 하지만 엄청 배려깊고 센스가 좋다고 생각함. 피곤하게 하는 사람 없음. 사무실 위치가 좋음. 대표님이 게임을 엄청 좋아함. 일을 잘해야 하는 분위기라서 오히려 의지가 불타오름. 배달의 민족처럼 엄청 성장할 것 같은 스타트업임.
","
사무실이 좀 더운 것 같음. 아직까지는 특별한 단점을 느끼지는 못했으나 발견하면 업데이트 하겠음.
","
쾌적한 곳으로 사무실을 옮겼으면 좋겠어요. 오큘러스 말고 플레이스테이션이랑 엑스박스도 사주세요. 팀원 복지를 말씀해달라고 하시는데 저희도 잘 모르니 먼저 잘 챙겨주시면....
"
데이터,현직원,서울,2021. 07,5.0,"""개인의 성장 = 회사의 성장. 매일매일 열심히 성장 중인 회사.""","
급여 밀릴 걱정이 전혀 없음.투자도 확정됨.탁월한 실력을 갖춘 개발자들과 일할 수 있음.개발자들이 칼퇴근에 엄격한 분위기업무의 특성상 게임을 좋아하는 사람일 수록 더 쉽게 업무에 적응할 수 있음.연차, 월차 사용의 자유로움.회사의 성장을 위해 최선을 다하는 팀원들.직급 구분이 없고 연차 혹은 나이에 따른 하대, 불평등 그런 거 없음.효율적인 업무 환경에 필요한 것이라면 뭐든 해주는 분위기개인의 성장이 곧 회사의 성장이라는 믿음.같이 게임하자고 하면 다들 좋아함.
","
사무실이 쪼끔 더움.경우에 따라 커버해야할 업무가 많을 수 있음 (개인의 발전을 생각하면 단점이라고 보긴 어렵지만, 편하고 여유로운 회사 생활을 원하는 사람에겐 비추)흔한 개발회사의 스낵바 같은 것은 없음. 다이어트가 유행 중.경우에 따라 고사양 랩탑이나 PC에 대한 제공은 제한적일 수 있음. 꼭 고사양이 필요하다면 본인 것을 사용하는 것은 가능함.
","
딱히 더 바라는 것은 없습니다.거리두기 단계 낮아지면 회식 한번 해주세요 ㅋ
"
개발,현직원,서울,2021. 03,5.0,"""게임이라는 업의 특성상 유저들의 활동이 활발하며, 게임회사와의 협업을 통해 다양한 경험을 할 수 있습니다.""","
연차를 눈치 안 봄.갓 시작한 스타트업이지만 벌써 매출 발생.다양한 기술 스택을 경험해볼 수 있음.사무실이 역에서 가까움.야근 없음.
","
아직 10명 남짓이라 몇 명 연차쓰면 휑 함.커버해야 되는 영역이 많음.사무실이 좋지는 않음.
","
사업의 확장이 가장 중요하긴 하지만, HR 및 기업문화 형성에도 많이 힘써주세요.
"
"
          전직원
      ",경기,2023. 06,,5.0,"""개인 경험상 최고의 회사, 비전 확실, 많은 것들을 배울 수 있는 회사""","
연봉, 스낵바, 점심/저녁 지원 등 사람에 대한 대우와 투자를 많이 해주는 것이 느껴지는 회사, 일을 이끌어나가는 임원/팀장님들을 볼 수 있음. 매월 모든 임직원들을 모아 회사 주요 공지 및 대표님이 직접 현재 회사 상태나 비전 등을 얘기해주시는 시간도 좋은 문화. 전반적으로 젊은 직원들이 많고, 팀장/이사급 분들도 위트있고 친절하심.대표님 키가 엄청 크고 잘 생기셨음.
","
업무 체계의 정형화가 필요한 부분이 있음. 대리/선임연구원급 인원이 상대적으로 적어서 팀장/파트장급들의 업무 부하가 있음.개개인의 수준이 높다보니 주니어급들의 진입 장벽이 많이 높고, 인맥을 통해 검증된 직원들의 채용이 많음. 아는 사람이 없다면 입사가 어려울 것으로 예상.
","
바라는 점은 없고, 더욱 더 커져서 많은 인재들을 품을 수 있는 회사가 되도록 이끌어주시기 바랍니다.
"
"
          전직원
      ",경기,2022. 12,,5.0,"""직원 복지와 커리어 성장에 정말 많이 힘쓰는 회사. 다니면서 항상 즐거웠고 감사한 마음이 들었음.""","
점심 케이터링, 자율 재택, 자율 출퇴근, 무제한 야식 지원 등등 업무 외에는 정말 신경쓸게 단 한개도 없었음.
","
보안업을 하다보니 보안업계 출신이 아니면 업에 대한 이해도를 따라가기 쉽지 않았음.
","
신규사업 추진에 적극적인 스탠스를 더욱 보여주면 좋을 듯 함.
"
기획/경영,현직원,서울,,5.0,"""드디어 수익모델이 잘 잡혀가고 있다. 작년하고 올해 빠르게 성장하고 있다. 내부적으로 일이 많지만 그럭저럭 잘 해내고 있다.""","
동료들이 좋다.서로 배려 하고, 실력에 대한 자부심 있다. 워라벨 좋고, 마지막주 금요일 하프데이, 기업 문화가 좋다. 요새 성장하고 있다.
","
수평적이면 수평적 수직적이면 수직적 좀 정해졌으면 한다. 두개가 섞여 있어서 어느 장단에 따라야 할지 모르겠다.
","
수익이 조금씩 나서 신납니다. 앞으로 더 빠르게 자랐으면 좋겠습니다.
"
서비스/고객지원,현직원,서울,2023. 09,5.0,"""테헤란로에 위치해서 좋긴 좋은데 계속 다닐수 있을까?망하기 일보 직전 회사의 좌충우돌 몸부림 쑈!""","
서울 강남 요지에 위치하여 오고 가기 편하고 사람들 만나기 참 좋다 근데 회사랑은 전혀 상관 없는 일 아닌가? 아무튼 직원들이 회사 생활 하기에는 참 위치가 좋다
","
• 의사결정 프로세스가 문제가 많다. 1) 소수 몇명의 입김이 강해서 결국 뒤집어지는 결정이 다수2) 전결 규정이 느슨해서 결국 몇몇의 의견이 중요• 대표를 뛰어넘는 권력을 형성한 그들. 1) 이대로 가다간 대표가 허수아비가 되는 듯2) ‘저 나갑니다’ 협박을 일삼는 그들. • 경비에 문제가 없을까?1) 누군가는 경비 처리에 투명하지 못한것 같은데….2) 도대체 이해할 수 없는 경비 사용
","
제발 정신 차리세요. 사람 좋다고 다 되는 세상이 아닙니다. 짜를 사람은 짜르고 좀 강한 모습을 보이세요.
"
