직무,고용 현황,근무지,날짜,별점,요약,장점,단점,경영진에게 바라는 점
기획/경영,현직원,서울,2021. 01,4.0,"""아직 early stage의 기업으로 발전 가능성이 높은 곳""","
역세권 사무실과 나름 좋은 사양의 장비최대한 모든 이들의 의견을 수렴하려는 CEO자유로운 연차사용(1년미만 입사자에게 추가로 주어지는 연차 포함), 자율출퇴근 등 자율과 책임에 기반한 근태문화. 재택은..팀별로 PM이 프로젝트 상황에 따라 재택과 출근비율을 조정해서 완전 자율로 볼순 없음. 회사에선 PM에게 권한을 준 상태.매달 모여서 회사 상황을 업데이트하는 공유문화새로운걸 시도해볼 수 있고 그에 대한 독려도 함
","
시스템을 갖춰나가는 단계라서 그 체계화때문에 사람들이 불편해하거나 하면서 잡음이 약간 있음. 예를 들어 회계시스템이 들어오면서 비용을 쓰면 그 증빙처리를 해야 프로세스 진행이 되니까 번거롭게 느껴지고 사람들은 불편해하고..또 초기세팅단계이니 처음엔 FM으로 회계처리를 할것이라 했는데, 그러다보니 이렇게까지 해야하나?싶을 때가 있음. 근데 이건 어쩔 수 없이 생기는 것이라 생각하고 사람들이 원칙적인게 익숙해지면 어느정도 풀어지지 않을까 싶음. 새로운걸 시도해보는게 양날의 검인게, 그렇게 하다가 결과가 잘 안나와서 중단하게 되면 그로 인해 사람들이 실망한다던가, 의사결정이 이랬다 저랬다가 하는걸로 보일 수 있음. 새로운걸 시도한다는건 늘 이런 리스크는 있는듯.. 많은 의견을 수렴하려는 CEO도 양날의 검인게, 어떤 상황에서는 이 수렴기간과 신중한 의사결정이 답답할 때가 있음. 근데 많은 의견도 수렴하면서 신중한 사람이 빠른 결단력을 동시에 갖추는건 뭐...말이 되나..그도 사람인데..
","
매달 상황이 공유가 되지만, 그리고 장기적인 비전도 공유가 되지만 이제는 중기적인 계획도 공유가 더 잘되면 좋겠습니다.
"
개발,전직원,서울,2020. 12,2.0,"""언제부터인가 회사를 위해 애썼던 역량 높은 사람들은 회사에 실망하고 나가고 있다.""","
자율 재택 (그러나 시대에 역행하여 강제 출근 강요 받는 팀도 있음) 당연한 것이지만 휴가 쓰고 싶을 때 씀 (단, 휴가 일수는 여름휴가 포함하여 15일)
","
앞으로 무엇을 해야 하는지 큰그림도 없고 디테일도 없어 보입니다.결단력 없고 우유부단한 모습, 책임을 회피하려는 모습 때문에 이 회사에서 본인의 역량을 펼치고자 하는 생각있고 똑부러진 사람들은 대부분 나가고 있습니다. 그래서 회사 전반적인 분위기도 활력 없는 모습으로 변모 되고 있으며 수동적으로 일하는 사람이 늘어나는 모습입니다.
","
회사를 위한다면 눈 앞에 본인한테 아첨하며 잘보이려 애쓰는 사람과 진심으로 회사를 위해 고민하고, 앞장서고, 문제를 개선 시키려는 사람을 구분하는 안목을 기르시기를 바랍니다. 그리고 애매모호한 태도와 책임회피 하는 모습도 버리시길 바랍니다. 본인께서 선택한 일의 결과가 안좋을때 타인의 이름을 거론 하는 것은 리더십에 악영향을 줄 수 있습니다. 건승하시길 바랍니다.
"
개발,전직원,서울,2020. 09,5.0,"""개발자가 대우받는곳. 하지만 리서처보다는 조금... 허들이 높은 편""","
연차를 자유롭게 쓸 수 있음. 수평적인 조직문화. 연봉이 나름 높은 편인듯 함. 머신러닝에 관해서는 국내에서는 탑급의 역량을 보유.
","
주력사업으로 밀고있는 부분에서 분야특성상 진행이 느린편. 개발자 입장에서는 답답할 수 있음.
","
개인 사정상 퇴사했지만 건승하시길 바랍니다.
"
개발,전직원,서울,2020. 05,2.0,"""교수들을 주축으로 만들어진 회사. 경영진들은 좋은 논문을 쓰면 좋은 회사를 만들수 있다고 생각한다. 머신러닝 리서처들은 하고싶은 연구를 마음껏 할 수 있다.""","
워라벨이 좋음. 관리자가 없기 때문에 자유롭게 하고싶은 것들을 할 수 있음. 방향성이 뚜렷하지 않아 하고 싶은 것을 마음대로 할 수 있다.
","
목표와 방향성이 전혀 없어 모든 방향성을 실무진들이 알아서 결정해 나가야 함.
","
제대로된 방향성 설정을 보여줬으면 좋겠다.
"
디자인,전직원,서울,2020. 05,2.0,"""프로덕트팀은 제품을 만들기보다는 ai 기반의 기술력을 서포트해주는 역할. 회사의 방향성이 아직 구체화 안되어있다.""","
자유로운 분위기이다. 본인 업무만 확실히 처리하면 크게 문제없다. 연봉이 타 회사에 비해 높은 편이다. 기술직에 한하여.
","
중간중간 업무의 물을 흐리는 인원들이 있을 때에 그것을 확실히 처리하지 못하는 우유부단함. 기존의 핵심 인원들이 모두 나간 상태여서 앞으로의 방향성이 애매모호함
","
우유부단한 모습보다는 강단있는 모습으로 회사의 비전을 재정립할 필요가 있어보임. 본인들도 앞으로 어떻게 해야될지 모르는 것 처럼 보임.
"
개발,현직원,서울,2020. 05,5.0,"""그 만큼 회사 구성원 개개인이 모두 맡은 일에 책임감을 가지고 열심히하고 서로 존중해주기 때문에 정서적으로도 안정되고 개인의 성장측면에서도 매우 좋다.""","
1. 회사에서는 직원들에 대한 신뢰가 높고 직원 또한 대표와 회사에 대한 신뢰가 높음.2. 회사에서 자율을 제공해주면 직원들은 그것에 대해 책임을 지고 열심히한다. 3. 다른 직군의 사람들 끼리 소통도 원활하게 잘 되며 협력이 잘 이루어진다. 4. 대표가 주기적으로 직원들에게 회사가 나아가는 방향을 리마인드 해주면서 비젼이 잘 공유된다. 5. 무엇보다 서로를 존중해주고 자랑스러워 하는점이 가장 좋다.
","
규모가 작은 스타트업이다 보니 모든 일이 체계적으로 될 순 없지만 각자 맡은 바를 열심히 하기 때문에 큰 문제는 없음.
","
지금 처럼만 해주신다면 더 바랄것은 없습니다.
"
인사/총무,현직원,서울,2023. 10,1.0,"""전자금융계의 I am 김밥 Heaven 같은 곳2에요""","
1. Shin Non Hyn 역 근처2. 표면적 짧은 WoRK 시간3. 모닝 브렉퍼스트 가끔 있어요4. Card 줘요
","
1. 위에서 싸면 down에서 치워여2. What is this company?3. 전금계의 Kim 1000 2 이에요 no 신뢰에요4. 꼰대 있어요5. 눈치 많이 보여요
","
그동안 더 잘해줘서 고마워요 다음에도 잘 부탁이에요
"
영업/제휴,현직원,서울,2023. 10,2.0,"""전자금융계의 김밥천국같은 곳 입니다.""","
1. 신논현역 교보타워에 오피스가 있음2. 7시간 근무3. 아침 격일 제공4. 월 1회 리프레쉬 휴가 등등 복지 좋음5. 개인 기명 법카로 점심값 지원
","
1. 탑다운 방식으로 신규 사업 벌리고 실무자가 수습 하고 있음.2. 이 회사가 뭐하는 회사인지 명확하게 이야기할 수 있는 사람 없음.3. 전자 금융계 김밥천국 or  문어발4. 상장 될거같이 하지만 제3자가 보기에 상장이 어려울거같다고 함.5. 스타트업이라고 생각하고 가면 큰코다친다 어디보다 수직적, 보수적6. 몇명 성격이 진짜 괴랄한 사람이 있음. 영향력이 큼.7. 임원이나 팀장급이 입이 무거워야 되는데 부하직원 고충 듣고 나면 어느새 그욕 그대로 당사자한테 전해져있음.8. 야근 안하면 일 없는 줄로 앎.
","
문제가 있다고 여러번 제기 된 건이 있으면 충고나 경고를 해야합니다. 그냥 감싸고 도니 개선이 안되겠죠.
"
서비스/고객지원,현직원,서울,2023. 10,1.0,"""상장을 꿈꾸지만 좌충우돌 우당탕탕 대환장 파티🎉""","
더즌 회사는 직원들에게 식대를 제공하며 플러스 1일 휴가 혜택도 주는게 특징입니다. 또한 기대와 어울리지 않게 교보타워에 있어서 독특한 매력을 지닙니다.
","
더즌 회사는 불공정한 연봉 평가를 제공하며 성골 집단의 권력 쏠림, 복지만 보고 들어온 수준낮은 인재들과 실력없는 꼰다 팀장들이 많아서 정말 추천하지 않습니다. 유사 핀테크 SI 금융계의 크몽 프리랜서입니다.
","
복지만 늘리는게 전부가 아니니 회사를 좀 정상적으로 운영하길 바래요.
"
기획/경영,전직원,서울,2023. 09,2.0,"""영업 CS 중심의 전형적인 SI 인력 관리식 회사""","
1. 캐시카우, 안정적 재무구조2. 대표의 공동체 비전3. 나름 복지 노력
","
1. 하향 평준화 연봉 테이블2. 사람과 기술력을 키우지 않는 'IT 회사'3. 따라하기만 급급 B2C 절대 성공 못할 수직 구조, 순종 문화4. 리더십, 실력 부족의 '진골 계급'그 외 술자리 의사결정 등 모두 그대로일 듯..
","
No more luck. We all know that change is needed.
"
영업/제휴,전직원,서울,2023. 08,2.0,"""IT는 주35시간 지켜질지 모르나 영업은 퇴근 후 술자리, 대기타다 제안서작업 등등 워라밸 헬...IT는 좋지만 영업은 글쎄""","
중식대 지원해주고, 수습끝나면 월 하루씩 추가 휴가 있고 간식이 배치되어 있어 마음대로 먹을수 있다.신논현역 바로 앞이라 교통도 편리하다
","
경영진의 일방적인 의사결정영업은 술자리, 대표 한마디에 야근 등등 독재자스타일의 기업
","
좀 더 소통이 가능한 회사로 바껴야 경쟁력이 있을거 같고 인센티브 제도가 필요하다
"
개발,현직원,서울,2023. 07,1.0,"""생각 없이 다닌다면 이만한 스타트업을 찾기도 힘들기 때문에 괜찮다""","
매 달 제공되는 리프레쉬 휴가신논현역 바로 코 앞이라 출퇴근의 편리함그 밖에도 좋은 점이 있었던가
","
개발보다 모니터링이 주 업무개발은 돌아만 가면 땡이라는 식으로 진행어디서 봤던 것들의 복붙으로 이루어진 코드들실력자가 없어서 코드 리뷰를 하지도 못함연차에 맞는 실력을 갖춘 자가 없다
","
직원들의 불만을 들어줬으면 좋겠다아니 땐 굴뚝에 연기 날까
"
개발,현직원,서울,2023. 05,3.0,"""복지 누리면서 잠깐 다니기에 좋은 곳입니다 오래 다닐 직장은 글쎄요""","
야근하는 사람 존재하지 않습니다 근무시간이 점심시간 출퇴근시간 모두 포함하여 짧습니다
","
취업공고에 나와있는 업무와 실 업무 내용 틀리다 업체 비젼 불투명하다 상장에 미쳐있어 보이는 문제들 전혀 않 고치고 돌진하고 있다
","
이런식이라면 상장하면 모두다 주식팔고 나가는것이 확정입니다
"
개발,전직원,서울,2023. 05,3.0,"""좋다 생각하면 좋고 나쁘다 생각하면 나쁠수도""","
전체적인 직원들에 대한 복지는 왠만한 회사에 비해 매우 좋다연차도 자유롭고 기본연차+리프레쉬 등 30개가 넘는 연차가 보장되고아침식사, 식대지원 등 본인이 활용할 수 있다면 복지로써는 매우 좋은 회사라 생각된다그리고 팀바이팀이겠지만 업무 분위기 및 강도 또한 매우 자유로운 분위기 이며,전체적으로 직원들도 다 착하고 업무 협업도 잘 되는 편이다물론 일부 그렇지 않는 사람도 있지만 그런 분들은 소수이기에 뭐 그닥..?문제는 없다또 개인적인 좋은점이지만 복장에 대해 매우 자유로운편이다과장과 거짓말을 살짝 덧붙혀 이야기하자면 수영복만 아니면 될 정도?ㅎㅎ 좋은점은 더 많이 있지만 사실 좋다 나쁘다는 개인차이기때문에내가 느끼기에 전체적으로 좋은편에 속한다고 생각한다.
","
어느회사나 비슷할 수 있겠지만 상황에 따라 돈에 민감하다많이 안써도될곳에는 잘 쓴다.예를 들자면 이벤트성 상품이나..워크샵..? 정작 회사 업무상 필요한곳에는만원도 왜이렇게 비싸냐라는 이야기가 나온다 그리고 누구라고 콕 찝어 말할 수 없지만 몇몇 직원과 임원이 좀 문제가 있다미꾸라지 한마리가 물 흐린다고 하듯 이것 또한 개인적인것이지만그런 사람들만 없었다면 매우 좋은 회사이지 않을까 싶다물론 그런 사람들과 잘 맞는 사람이 있을 수 있기에 반대로 생각하며 나의 문제일수도있다다만 나뿐만아니라 전체적인 사람들이 안좋아하고 그 사람들때문에일을 힘들어하는것을보면 문제는 있어 보인다 솔직히 큰 단점은 없다고 생각한다.
","
큰 바램은 없다 위 언급 했듯 전체적으로 좋다뭐 그래도 굳이 이야기하자면 임원분들도 힘드시겠지만 직원들 이야기를 좀 더 들어주고급 발진하여 화내는 모습을 줄였으면 하고본인들이 틀렸을때 또는 잘못하여 사과를 하여야할때 임원이라는 또는 연배 있다는 이유로 너무 꼿꼿이 있지 않았으면 좋겟다.세상에서 가장 행복한 회사를 꿈꾼다면 말이다..
"
마케팅/시장조사,현직원,서울,2023. 05,2.0,"""핀테크 인줄 근데 핀은 있는데 테크가 없는 기업....슬슬 힘들어지고 있는 것 같다..""","
누구나 아는 망하지 않을 거라는 사실주변에 맛집 많고 아디다스 있다핫한 까페 음식점 있다 그런 점은 조으다
","
누구나 다하는 사업모델이라..진입 장벽은 없으나 시장에 선도기업들이 이미 있다..한정된 파이 나누어 먹으려고 치열하게 싸워야 하나 남는 건... 갑자기 냉장고에 계란과 라면이 사라짐...점점 어려워 지는 것 같다.. 레거시가 없어서 딱히 누구에게 배우거나 롤모델로 설정한 이유없다그냥 월급 돈푼인나 벌려고 다니게 된다 커리어 생각없는 사회 초년 생들은 다니기 좋으나미들급은 커리어기 꼬일 수도 있다. 워라벨 워라벨 찾다가 큰일 날 수도 있다 진취적인 사업 마인드는 경의를 표하나되는게 없다 그래서 분위기만 드러워진다 앞으로 치고 빠질수 있을까? 의구심이...
","
그다지 바라는게 없습니다. 항상 행복하시고 건강하시고 아디오스
"
교육,전직원,서울,2023. 04,3.0,"""생각보다 꼰대스럽다.. 겉으로 화기애애함을 강조하지만 좀만 본인에게 불이익이 생기면 발작하는 빌런들이 존재한다.""","
확실한 캐시카우가 있어서 망하지는 않는다.적당히 사용 가능한 연차가 주어진다.회사가 신논현역 교보타워에 있어서 출퇴근 편리하다.
","
쬐깐한 기업에서 벗어난지 얼마 안되어서 회사 시스템이 많이 부족하다.전능하신 대표님만 계신다...딱히 경영진이라고 할 사람이 없는게 문제이다.신사업은 어디로 가는지 누가 알까..헛발질의 연속... 매출과 휴가 사용이 연결 될 수도.결정은 지들이 해놓고 부하 직원을 단도리 시키는 이상한 사람들..이다.자기 객관화가 어려운 분들이 상당수 존재...그냥 포기하고 입닫고 생활하면 마음 편하다뭔가 공동의 목표를 이루어가자 라기보다 누칼협? 알빠노 문화가 많다...기대하지마라..
","
화가 나셔도 소리는 지르지 말고...욕하지 말아주세요 무서워요.술은 제발 집에가서 드셔도 좋으실 것 같아요.
"
개발,현직원,서울,2023. 04,5.0,"""다른곳에비해 복지가 좋은거같고 근무시간도 짧고 만족스럽다.""","
매달 리플래쉬휴가에 두달에 한번 일찍 끝나는날도 있고 일도 타이트하지않고 분위기도 좋은거같음
","
점점 사람들이 많아지면서 잡음이 많은듯..난 별 불만없는데 일부몇사람들이 물을 흐리는듯..
","
그냥 지금처럼 좋은 분위기가 유지될수있도록 신경써주시면 감사하겠습니다.
"
개발,전직원,서울,2023. 02,2.0,"""겉으로는 젊음과 수평문화를 내세우지만 속은 경직된 수직문화가 지배하고 있는 회사""","
매일 식대가 주어져서 비싼 강남 물가 걱정할 필요가 없다.장비지원비나 리프레시 휴가 등 전체적인 복지는 매우 훌륭한 편.
","
자기 색깔없이 말 잘 듣는 사람을 원한다.금융계 특유의 꼰대스러움이 있으니 각오하는 것이 좋을 것이다.
","
직원평가에 있어서는 상호합의적이고 정량적인 방식이 필요할 것 같다
"
마케팅/시장조사,현직원,서울,2023. 01,5.0,"""빠르게 성장하는 내실있는 기업 앞으로 성장이 기대된다.그렇다보니 조금 정신이 없는 점은 수용해야 할 부분이다.""","
조출조퇴 매달 리프레시 휴가 격달로 조기 퇴근 가능 등 혜택이 있다.점심 식대가 제공 되고 적절한 아침이 가끔 주어진다. 그럭저럭 만족하고 다닐 만한 소소한 복지가 점차 늘어간다. 신논현역 바로 앞에 있어서 출퇴근이 편리하다.
","
직군에 따라 다르겠지만 재택 근무가 없는 점은 매우 아쉽다.굳이 오피스에 한정 하여 근무하는 방식이 꼭 필요한가 싶다.이 부분을 보면 오너와 직원간 신뢰가 형성 되지 않는군..이런 생각이다.
","
다양한 사업군에서 현금흐름이 생성됬으면 합니다.경험이 없는 사람들의 제안을 너무 긍적적으로 수용하다 보면 심하게 리소스 낭비가 되는 것 같습니다. 앞으로도 더 성장하여 상장까지 이루어졌으면 합니다.
"
