주요 업무,자격요건 및 우대사항
 글로벌 투자사들과 전기차 충전 태양광 풍력 등 친환경에너지 프로젝트의 금융구조 최적화를 위한 사업계획 재무  모델 구축 펀딩 전략 및 집행안 마련대출약정서 임대차계약 양수도 계약 EPCOM 계약 등을 포함한 관련 계약 검토협의 및 관리 투자 합작법인 설립 투자 이후 자금 출금 및 인출 자산관리 투자자 보고 등 어드민 업무 신규 투자 유치 및 투자자 대응, 재무 회계에 대한 기초적인 지식을 보유하신 분 새로운 시도와 실패를 두려워하지 않는 도전적인 정신을 보유하신 분 다양한 관계부서와의 커뮤니케이션에 능통하신 분 MS Office PowerPoint Excel Word 활용 중상급 이상이신 분금융기관컨설팅 회계법인 관련 경험이 있으신 분 발전 에너지 등 인프라 자산 투자 경험이 있으신 분 영어가 능통하신 분
전기차 충전기의 운영데이터 모니터링 및 분석 전기차 충전기 운영문제 해결 및 재발 방지전기차 충전기 운영보고서 작성운영 업무의 효율성을 높이기 위한 방안 제시,데이터에 기반하여 문제를 파악하고 지표를 개선한 경험이 있으신 분 사용자 관점으로 충전경험에서 발생하는 불편함의 원인을 고민하고 답을 찾기 위해 노력하시는 분 Excel 활용 능력이 중상급 이상이신 분동료 간 수평적인 구조를 중시하고 의견을 표현하는데 주저함이 없으며 다양한 팀과의 협업을 위한 커뮤니케이션이 원활하신 분새로운 시도와 실패를 두려워하지 않는 도전적인 성격을 지니신 분CX 개발자 디자이너 등 협업 부서와의 커뮤니케이션에 능통하신 분전기자동차 및 충전 관련 유사업무 경험이 있으신 분디바이스를 활용한 서비스나 IoT 기반 서비스 BM에 대한 이해도가 높으신 분창업 혹은 스타트업에서 근무한 경험이 있으신 분
채용직급  차부장급 1명 분야 컨슈머 및 헬스케어 비즈니스 전사 영업 사업전략 기획 및 현황 분석 단기 중장기 계획 수립 및 관리 사업 전략 수립 신규 사업 발굴 타당성 분석 경영성과 및 실적관리 매출 관리 손익 분석 사업 계획 단기 중장기 계획 수립 및 관리 신규 상품 기획 및 출시 주요 사업 제휴 및 기술 파트너 발굴 경쟁사 분석 및 시장 조사 국내외 시장 및 트렌드 조사 분석,학력  대졸 이상 4년경력  업무 경력 10년 이상어학  영어회화 가능자 경영 및 상경계열 전공 해외대학 졸업자 재무 회계 관련 기본 지식 신규 사업 경험 기획부터 런칭까지 전략기획 신사업 개발 및 검토 관련 경험 데이터 분석 및 OA 활용 능력 우수
알파브라더스 사업기획자로 합류하시면 더피팀 소속으로 다음과 같은 일을 합니다 설계 정산 업무 FU 및 대형 PJT 관리 정부지원사업 관련 기업 상담 및 영업지원 업무 정부지원사업 신청 매뉴얼 제작 및 실무 진행사항 체크 클라이언트 커뮤니케이션 및 매니징,필수 마인드셋  이런 분과 함께 하고 싶어요 본인과 본인이 소속된 팀의 성장을 최우선으로 생각하시는 분 고민할 시간에 움직이시는 분 자유로운 문화 속에서 자기가 맡은 일에 책임감있게 일하시는 분 서비스 마인드를 가지고 클라이언트 및 팀구성원들이 겪고 있는 문제를 빠르게 파악하고 해결하려는 의지를 가지신 분필수 스킬셋 한컴오피스 MS365 노션 등 OA 툴 사용가능한 분  내외부 고객과 명확한 커뮤니케이션이 가능하신 분 다양한 프로젝트 관리 경험이 있으신 분우대 스킬셋 정부지원사업 및 관련 유관기관 근무경력이 있으신 분 정부지원사업 수혜 경험이 있으신 분  스타트업 또는 대기업 관련 업무 경험을 보유한 분 위 조건이 없어도 열정으로 가득차신 분
오프라인 비즈니스에 대한 높은 이해도를 바탕으로 사업 전반의 영역을 지원  관리하여 사업 확장에 기여합니다Business 지표 관리 Sales Service Customer data VOC채용 및 운영 주도 채용 보상 교육지점 표준 메뉴얼 제작 및 관리Busienss 정책 수립 및 관리지점 Contents 및 온오프라인 마케팅 운영관리,5년 이상 오프라인 비즈니스 관리자 경험스타트업 기획 전략 경험 보유조직 리딩 경험 보유문제 해결 역량오프라인 비즈니스 구조에 대한 높은 이해도Sales와 Management 영역 전반의 폭넓은 경험MS Office 활용 역량 우수Communication 역량 우수
멸치쇼핑 사업부 총괄운영 관리브랜드 전략 과제 설정 및 사업방향성 제시 실행각종 데이터 분석 및 인사이트 도출주요 프로젝트 기획 및 문제해결,경력  경력 5년 이상본부장급브랜드 전략수립실행 리드 경험회사를 구조적으로 이해하고 효과적인 퍼포먼스를 위한 조긱과 RR 및 업무 프로세스를 설계할 수 있으신분유관업무 경력자온라인 커머스 트렌드에 밝은 분주도적으로 업무를 진행하시고 해결책 제시가 가능하신 분
테이텀 시큐리티의 재무경영기획 리드는 테이텀 시큐리티의 재무 IR 및 경영 전략을 주도하며 오퍼레이션 파트의 핵심 역할을 수행합니다1 재무회계 업무 전반의 기획과 실무를 총괄합니다 연간 예산 수립 및 운영 회계세무 관련 감사 및 이슈 대응 대금 결제 및 정산 업무2 투자IR 관련 업무 전반의 기획과 실무를 총괄합니다 현재 투자사 4개  Series B 투자 준비 중 재무보고 작성 및 투자자 대응 IR 자료 내 재무 파트 작성3 정부과제 리서치 및 운영 테이텀 시큐리티 비즈니스에 대한 이해를 바탕으로 적합한 정부과제를 리서치하고 지원하며 관리합니다, 재무 회계에 대한 기본 지식과 관련 실무 경험을 보유한 분 총 경력 최소 5년 이상 리딩 경험 2년 이상사업계획서 IR 자료 작성을 위한 문서 작성 능력 및 관련 행정 처리 능력을 보유한 분업무 체계화 자동화 역량과 타 부서와의 커뮤니케이션 역량이 탁월한 분스타트업 투자 Scene과 정부사업에 대한 이해를 바탕으로 적절하게 대응대관 업무를 수행할 수 있는 분스타트업 재무회계 총괄 경험이 있는 분스타트업 비즈니스에 대한 이해도와 관심이 높은 분정부과제에 대한 이해와 실무 경험이 있는 분
알파브라더스 IR 팀으로 합류하시면 크리에이티브 소속으로 다음과 같은 일을 합니다 투자유치를 위한 비즈니스 문서 작성투자계획서 사업제안서 등 액셀러레이팅 프로그램 기획 및 운영 투자유치 관련 멘토링 및 교육 진행 투자자 및 창업지원 네트워크 관리, 이런 분과 함께 하고 싶어요 한글 PPT 엑셀 등 OA 툴 사용이 가능한 분 원활한 대응 및 커뮤니케이션에 자신있는 분 신입 또는 유관 경력이 있으신 분6개월 이상  1년 이하이런 분을 우대합니다 스타트업 투자 액셀러레이팅에 관심있는 분 기업분석 시장조사 등 리서치 및 분석 경험이 있는 분 비즈니스 문서작성 경험이 있으신 분 능동적인 업무태도와 빠른 습득력을 가진 분 꼼꼼하고 책임감이 강하신 분 장기근무 가능하신 분 
IPO준비 및 공시 이사회 주주총회 운영,자격증  변호사 자격증 소지자경력  IR전략기획경영기획관리회계 관련업무 경력 6년이상IPO 경력 또는 IPO 경력 계발에 대한 의지경영진 의사결정관련 서류 작성 경험제조업 기업산업 분석 경험우수한 서면구두 communication skillAnalytical and finance assessment skill미팅참석자료검색 가능한 수준의 비즈니스 영어 능력
경영기획자료 작성 및 기타자료 작성지점장 보좌일본어 통번역,해당경력 1년이상일본어 필수관련학과 및 자격소지자 우대
 번역 및 로컬라이제이션 글로벌 게임 운영 및 고객 서비스 운영 유저 동향 분석 및 동향 리포트 작성 게임 이벤트 기획 또 가이드 기획 및 제작 글로벌 게임 커뮤니티 및 SNS관리 Discord Steam Twitter Facebook등, 중상급 영어 작문 및 커뮤니케이션 능력 게임 서비스에 대한 관심과 이해도가 높으신 분 MS Office 문서 작성 능력이 원활하신 분 경력무관 영어권 게임 커뮤니티 Discord SNS Steam 등를 사용해보았으며 이해도가 있으신 분 커뮤니티 또는 CS 업종에 종사한 경험
 전사 경영전략 및 Revenue 전략 전사 경영혁신 주주사 대응 및 경영진 수명업무,  대졸 이상 전사전략 유관 경력 4년 이상 비즈니스 수준의 영어 커뮤니케이션 대기업 전략기획경영관리 또는 전략오퍼레이션 컨설팅 경력자 중장기 전략 설립 경험자 Finance Modeling 및 장표화 역량 보유자
 글로벌 성장 과정에 필요한 최적의 투자 유치를 위한 전략을 수립하고 실행합니다 투자자 IR 실사 대응 업계 협의 등의 업무를 수행합니다 글로벌 사업전략에 필요한 회의 수치 관리 국가별 커뮤니케이션을 관리합니다 에이젠글로벌의 미션과 전략에 대해 투자자 사업 파트너사들과 업무 수행을 담당합니다 외부 파트너사 제휴 및 내부 마케팅팀과 협력하여 다양한 방법으로 사업 발굴을 주도합니다, 원활하게 소통할 Native 수준의 영어 소통 능력 및 한국어 커뮤니케이션 능력구두 및 서면이 필요합니다 역동적인 비즈니스 환경에서 3년 이상의 경력이 필요하며 사업 전략을 구상해 본 경험이 필요합니다 일의 진행 과정의 다양한 문제를 정의하고 문제를 전략적인 사고로 풀어나가며 실제 숫자를 만들 수 있는 역량이 필요합니다 데이터를 기반으로 의사결정을 내릴 수 있는 재무분석과 문서 작업 능력 글로벌 사업 실행의 역량이 필요합니다 글로벌 기업 및 대기업에서 사업 기획을 한 경험을 우대합니다 국내외 스타트업에서 IR 및 투자유치 경험이 있는 분은 우대합니다 금융 관련 업무에 대한 비즈니스 경험이 있으면 더 좋습니다
기업공시 정기 및 수시 공정위 관련 공시이사회 및 주주총회분기 실적발표 자료 작성,경력1년이상학력 대졸 이상유관업무를 경험해 보신 분컴퓨터활용 우수자엑셀 고급능력 보유자문서작성 우수자회계프로그램 능숙자유관업무 경력자 2년이상
상장예비심사청구서 증권신고서 관련 실무투자사증권사 대상 IR 및 IR book update주주관리 실무공시 IPO 이후이사회주주총회 운영 실무,IR전략기획경영기획관리회계 관련업무 경력 6년이상IPO 경력 또는 IPO 경력 계발에 대한 의지경영진 의사결정관련 서류 작성 경험제조업 기업산업 분석 경험우수한 서면구두 communication skillAnalytical and finance assessment skill미팅참석자료검색 가능한 수준의 비즈니스 영어 능력
 STP 분석 자사 및 시장소비자경쟁 분석 마케팅 전략 수립 및 액션 플랜 실행 브랜드 아이덴티티 개선 전략 수립 및 실행, 학력  대졸이상 직급  대리급 경력  브랜드마케팅 브랜드 전략 경력 78년 브랜드매니저 BM 경험 필수 상품 기획 및 4Ps 콘트롤 경험 필수 건강기능식 또는 식품FMCG분야 BM경험 우대 영업채널에 대한 전반적인 이해도가 있는자 프로젝트에서 주도적으로 일정관리가 가능한 자 유관 부서 간팀 내의 원활한 협업과 커뮤니케이션이 가능한 자
MGRV가 전개하는 다양한 형태의 사업의 수익성 개선 및 고객 만족도 제고를 위한 영업 및 운영 전략을 수립합니다 재무적인 지표는 물론 customer journey 전반에 걸친 다양한 지표들을 테이터베이스화하고 분석하여 전략적 시사점을 도출하는 역할을 합니다 소규모 프로젝트를 독립적으로 맡아 이끌어 나가기도 하며 부동산개발운영시설브랜드 디자인개발 등 전사 모든 부서들과 밀접하게 협업합니다  Revenue manager로 가격 정책 운영을 통한 매출 증대  운영 중인 지점의 재무 및 운영 관련 선행 지표 관리  비즈니스 수익성 개선을 위한 전략 과제 선정 및 문제 해결  고객 및 공간 운영 데이터 분석을 통한 전략적 시사점 도출,  기업의 PL 지표에 대한 이해를 바탕으로 수익성 개선을 위한 과제 정의가 가능하신 분  문제 정의해결방안 탐색실행의 일련의 과정을 수행할 수 있는 분  데이터를 활용하여 실제 사업에 적용할 수 있는 분  각 종 데이터를 취합 분석 시각화가 가능한 분SQL 태블로 등 경험 우대  근성Grit을 가지고 새롭게 시도하며 끊임없이 성장하고자 하는 마음가짐Growth mindset을 지니신 분  코리빙Coliving 또는 O2O 비즈니스에 대한 이해와 열정이 있으신 분
알파브라더스 사업기획자로 합류하시면 사업기획팀 소속으로 다음과 같은 일을 합니다 정부 창업지원사업 리서치  경쟁사 분석 정책자금 조달 사업계획서 컨설팅 클라이언트 커뮤니케이션 및 매니징 사업계획서 첨삭 발표 코칭 업무 노하우 콘텐츠 기획,이런 분과 함께 하고 싶어요 신입경력 2년 미만이런 분을 우대합니다 창업 경험이 있으신 분 창업을 꿈꾸시는 분 스타트업 업계 근무 경험이 있는 분 창업지원 유관부서 경력 보유자 자기관리에 관심 많은 분 한글PPT 잘 다루시는 분 VCAC 등에 관심이 많으신 분 정부지원사업 수혜 경험이 있는 분 창업 관련 공모전 입상 경력이 있는 분 주도적으로 프로젝트를 수행한 경험이 있는 분 자신의 지식을 콘텐츠로 팔아본 경험이 있는 분
 월급쟁이부자들의 성장과 Datadriven 의사결정을 위한 지표 설계 및 대시보드리포트 구성 핵심지표 모니터링 및 분석을 통한 이슈 파악 및 인사이트서비스 방향 도출  데이터 분석 결과를 통한 전사적인 Resource Allocation Plan을 기획실행KPI 관리 포함 전사적인 전략을 구체화시키며 강력한 임팩트를 창출할 수 있는 프로젝트를 기획실행, 2년 이상의 데이터 분석BA DA 등 경력 혹은 이에 준하는 경험 데이터 분석 방법론LTV AARRR Retention Cohort Funnel 등 높은 이해도 데이터 활용 툴R SQL Python 및 로그 분석GA Amplitude에 대한 높은 이해도 사내 주요 의사결정단계에서 CLevel과 밀접하게 소통하며 적극적으로 소통할 수 있는 역량 커머스 온라인 콘텐츠 교육 플랫폼 기업 및 스타트업에서의 데이터 분석 업무 경험 DB 및 전반적인 Pipeline에 대한 높은 이해도 데이터 시각화 툴 사용 경험 Tableau Looker Power BI
 전사 경영계획 수립 및 실적 분석보고 경영 현황 관련 지표 관리 분석 보고 자료 작성   인사 재무회계 인프라 관련 지표 관리 투자IR 관련 업무 회계 감사 사전 이슈 점검 보고서 작성 세무 이슈 파악 및 세무 조정 절세방안 수립 상장IPO 전략 수립 및 실행, 상장사 근무 7년 이상 경력 보유자 자체 기장 결산 경험자 상장 및 투자 진행 공시 업무 경험자 경영기획 총괄 업무 경험자 재직자 수 500명 이상 기업의 경영관리 경험자  IT B2B 솔루션 회사 경력  스타트업 재직 경력  증권사 재직 경력
 이런 일을 담당합니다1 전략 계획 수립 회사 및 비즈니스 조직별 장기단기 전략 계획을 수립합니다 계획을 실행달성하기 위한 전략적 방향성을 도출하고 전략적 우선 순위를 결정합니다 정기적인 Financial Reporting 및 Forecast modeling 을 수행합니다2 성과 측정 및 분석 사업적으로 긴급중요한 문제에 대한 정확한 원인Root Cause을 파악합니다 회사의 성과를 모니터링하고 분석합니다 성과 지표를 개발하고 이를 사용하여 비즈니스 활동의 효율성과 효과성을 관리합니다 성과 지표를 자동화수량화하여 목표별 진행 상황을 실시간으로 파악할 수 있는 시스템을 구축합니다 문제점과 개선 기회를 식별하고 조직 내 다양한 부서와 협력하여 성과를 향상시키는 방안을 모색합니다3 프로젝트 관리 전사적으로 진행되는 프로젝트들의 일정과 성과를 파악합니다 프로젝트의 목표 범위 일정 등을 계획하고 실행합니다 프로젝트 진행 상황을 모니터링하고 문제가 발생할 경우 적절한 조치를 취합니다4 경영 운영 실무 회사 현금자산계약을 관리합니다 관련 실무를 직접 진행합니다 새로운 BM 개발 시 해당 BM에 대해서 검토 및 지원합니다 모델링 및 법률 검토 등, 이런 분과 함께하고 싶어요 OKRKPI 등 목표 설정 및 사업 관리에 대한 다양한 경험을 갖고 계신 분 다양한 비즈니스 상황을 지표적혹은 재무적 관점에서 바라보고 문제를 해결한 경험이 많으신 분 팀 화이트큐브에 있는 것1 공동의 목표 달성을 위해 서로 적극적으로 협력하는 무경계원팀One Team 이건 제 일이 아닙니다라고 말하지 않는 동료들2 공동의 목표 달성에 대한 집요함과 간절함을 가진 동료들3 왜 이렇게 까지 하지 라고 생각이 들정도로 목표 달성을 위해 많은 시간을 투입하는 동료들4 자신의 업무에 대한 결정 권한과 그에 대한 회사 차원의 신뢰5 투명한 정보데이터 공유와 그에 기반한 커뮤니케이션과 의사결정 이런 분이라면 더욱 좋아요 아메바 경영을 실제로 도입해보신 분 3년 이상의 회계법인 또는 IT제조유통 Industry 내 Corporate Finance 경력을 보유하신 분 SQLNoSQL을 사용한 데이터 분석 경험을 보유하신 분 뛰어난 Excel 역량을 보유하신 분
 상장기업 공시 업무 지배기구주주총회 이사회 등관련 업무 IR자료 작성 및 주주투자자 대응 업무 IPO 업무지원상장예비심사청구 증권신고서 작성 등,관련 경력 경력 2년 이상보유 역량 자본시장 이해도가 높으신 분 산업분석 등 리서치 역량을 보유하신 분 커뮤니케이션 능력이 뛰어난 분 밝고 긍정적인 사고를 보유하신 분필수 요건 상장기업 공시 경력자 지배기구주주총회 이사회 등관련 업무 경력자 회계기본지식 보유 IR자료 작성 및 주주대응 업무 경력자 학력  대졸이상 IPO 경험자  재무 및 경영 관련 자격증 보유
  Account Executive와 함께 고객을 만나고 VESSL 기능 및 value proposition에 대해 전달  VoC를 수렴 더 빨리 고객에게 value를 전달할 수 있도록 Product Sales 등 유관 팀원들과 논의  VESSL의 기능을 더 쉽게 전달할 수 있는 webinar 기획 및 진행  고객의 softlanding을 위한 onboarding 세션 진행  ProductSales 간의 communication interpreter 역할,  Techbackground가 있으시고 비전공자에게 이를 쉽게 설명하실 수 있으신 분  Tech SaaS 기업에서 관련 경력을 보유하신 분  초기 스타트업 SeedSeries A 에서의 관련 경력이 있으신 분  Multiregion governance을 경험해 보신 분 ex 미국한국 dual office  고객의 rampup에 지대한 관심을 가지고 지속적으로 케어하는 일에 관심이 많으신 분 Fluent in english APAC Operation 경험 보유
 사업기획   사업전략 및 사업계획 수립   대외협력국내외 관련업체   IR  홍보업무 기술기획   기술조사 시장조사 기술로드맵 작성   RD 과제기획   국내외 RD 대외협력   정부과제 발굴 및 진행, 전장업체 경력자 전자컴퓨터정보통신 관련 전공자 시장과 기술에 대한 이해도가 높은 분 MS office 능숙자 영어 가능자 컴퓨터시스템 공학 전공 해당 직무 근무 경험 AVNIVI 시스템 개발 경험 QT 개발 경험 Git 활용 경험
 마켓 리서치와 분석을 통해 미래 변화에 대한 인사이트 도출    산업별 국내외 시장 동향 데이터 분석    분석기반 유효한 인사이트 리서치    FDI 시스템 기획, 대졸 이상의 학력 23년차 선호 영어 능통자 High Level of fluency  Written  Verbal 이학자연공학계열 전공자 해외 체류 경험 다양한 문화권을 경험해보신 분 스타트업 생태계와 VC에 대한 관심과 이해도가 높으신 분 IBD  MA  PE  VC  컨설팅 또는 국내외 유수기업 전략기획 2년 이상 업무 경력자태도 및 역량 다양한 기술 및 산업 분야에 대해 빠르게 학습하는 능력 논리분석적 사고에 근거한 문제해결 역량 기획력 강한 책임감 실행력 주도적인 업무 처리 역량 적극적인 아이디어 개진 열린 태도 협업 커뮤니케이션 능력
 관리손익 산출 및 분석 매출 손익 세부 분석 및 관리 각종 인증 갱신 벤처기업 중소기업 SW사업자 등 사업 보고자료 작성 기타 대표이사 수명 업무, 학력  대졸이상 전공  5년  15년 경영기획 업무 5년 이상 5개년 사업계획 수립 유경험자 주식 가치평가 업무 유경험자
