주요 업무,자격요건 및 우대사항
 Android 앱 개발 iOS 앱 개발 Web 개발 서버개발, Android  iOS 배포 경험 및 개발유지 보수 경력 있으신 분 Android  iOS 아키텍쳐 설계 및 소프트웨어 디자인 패턴에 대한 이해도가 있으신 분 Web 개발의 경우는 Vuejs React Anglar 또는 이에 준하는 프레임워크 관련 경력이 있으신 분 코드 리뷰와 지식 공유에 적극적이신 분 문제 해결 및 코드 품질 개선에 적극적이신 분 Kotlin  Swift 개발 언어에 능숙하신 분 축구 좋아하시는 분 호날두 좋아하시는 분 호날두 싫어하시는 분 Z  D 아시는 분
 메시징 기반 모바일 앱 개발 Lysn 및 디어유 버블 서비스 기능개발 및 유지보수 리팩토링 및 아키텍처 개선, ObjectiveCSwift을 이용한 네이티브 앱 서비스 개발 경력자 Custom UI 및 다양한 디자인은 UIUX 개발 경험자 상용 서비스 개발 및 유지보수 경험자 RESTFUL API에 대한 기본적인 이해를 가지신 분 MVPMVVM 등 디자인 패턴에 대한 이해와 경험 AACAndroid Architecture Components를 통한 개발 경험자 Live StreamingHLS RTSP 등 Client 개발 경험자 오픈소스 분석 및 사용 경험자 메신저 앱 개발 경험자
동영상 편집 앱 VDIT을 더욱 안정적인 앱으로 업그레이드해주실 iOS개발자를 찾고 있습니다  동영상 편집 앱을 개발합니다  Swift를 이용한 UI 개발 및 이미지 영상 처리 기능 개발  비디오 컴포지션 파이프라인 최적화 또는 구성  iPad Mac 사용성 대응 앱 개발  앱 제작 전반에 대해 밀접하게 참여합니다, 5년 이상의 객체지향 프로그래밍 경력 3년 이상의 iOS 개발 경력 혹은 그에 준하는 실력  사진 비디오 촬영을 즐겨하며 비디오 편집 프로그램에 대한 이해도가 높은 분  동료와 소통하며 지속적으로 앱 개선하는 것을 즐기시는 분  계획적으로 일을 진행하여 꼼꼼하게 처리할 수 있는 분  자신이 맡은 분야를 주도적으로 이끌어 나갈 수 있는 분 이미지 영상 처리 개발 경험이 있는 분  코드 개선 자동화 아이디어가 샘솟는 분  iOS 디자인 가이드에 대한 깊은 이해를 갖고 있는 분  동영상 편집 앱 관련 업무 경험  Asana Slack Notion 사용 경험  온라인 커뮤니케이션 능력이 높은 분
1 프로젝트 품질 산출물문서 및 소스 운영 및 관리2 테스트 환경 구축 테스트 케이스테스트 가이드 작성 및 자동화 방안 수립3 불량 원인 분석 및 개선 대책 수립,1 학력 학사 이상2 전공 전기전자 컴퓨터공학 기타 3 CCpython 프로그래밍 가능하신 분4 전장 센서 및 HWSW 개발 품질관리 경력 5년 이상인 분 5 품질관리 계획 수립 실행 분석 및 문서화 경험이 있으신 분1 소프트웨어 검증 자동화 구축 경험과 정적동적자동화 툴 사용 경험이 있으신 분 2 전장 소프트웨어 검증 프로세스에 대한 이해 및 경험이 있으신 분 3 테스트 이슈 관리 도구 BTS 툴 사용 경험이 있는 분Jira Slack Confluence 등4 원활한 의사소통 스킬 및 적극적인 협업 능력을 보유하신 분
UNITY 클라이언트 개발, 학력   학사 이상석박사 우대  전공 무관 나이성별  무관 경력  경력 37년 이하 ᆞ각종 asset을 사용하여 client 개발ᆞC 사용 개발자ᆞ컴퓨터시스템공학 전공자ᆞ정보처리기사 보유자ᆞAgile 개발방법 경험자ᆞWebRTC WebGL 경험자ᆞPMPL 경험 유경험자ᆞ협업 및 원활한 커뮤니케이션 능력을 갖춘 자
로 검사기 관리 응용 프로그램 개발  설치 및 유지보수 입니다머신비전 관리 솔루션 개발 C  Winform검사데이터 처리 및 GUI 개발Serial Ethernet PLC 등의 IO Interface 모듈 개발 MES 연동 개발HW 팀을 지원하여 SW가 원활하게 동작하게끔 지원 필요시 고객사 출장 업무지원머신비전 검사 솔루션 개발 C  MFC검사알고리즘 개발 및 성능 최적화검사 솔루션 GUI 개발검사 관리 솔루션과의 통신 Interface 및 IO Interface 모듈 개발 HW 팀을 지원하여 SW가 원활하게 동작하게끔 지원 필요시 고객사 출장 업무지원,SW 개발 경력 2년 이상 신입이면 석사 졸업C  C 중 1개이상 사용가능정해진 시간내에 문제해결 능력을 가진 자끈기 있고 도전하는 자국내 및 해외출장 가능자광학전기전자기계컴퓨터공학 전공 우대MFC  OPENCV  상용 비전라이브러리 경험자 우대PLC 연동  sqlite  json 경험자Git 소스코드 관리 경험자운전가능자 해당직무 근무경험 석사학위 수여자
  Cloudv Iwinv ivyro 고객 기술 지원  Linux 시스템 장애 처리   Web DB 등 서비스 유지 보수 ,  IT 기술 서버 전반에 대한 이해 기본적인 Linux 시스템에 대한 이해 apache nginx php 등 전반적인 서비스에 대한 이해초대졸이상 또는 졸업예정자해외여행에 결격사유가 없는자   Linux 마스터 또는 관련 자격증 보유자   관련 학과 전공 또는 서버운영 관련 교육 이수자  고객사와의 기술적 커뮤니케이션 경험 有
 미디어 아트 개발 및 인터렉티브 프로그래밍 라이팅  센서  영상  모터 제어 등 외부 장치와 연동 미디어서버 구축, 프로그램 개발 경력 3년 이상 다양한 객체지향 프로그래밍 지식과 경험 새로운 기술 또는 기기의 활용을 즐기는 분  새로운 것에 대한 두려움 없이 RD를 즐기는 분 비주얼 감각 및 공간을 이해하는 분 미디어아트 영역에 관심이 많으신 분 3D 게임엔진언리얼 유니티 프로그램 개발 경력자 아두이노 센서 등 하드웨어 연계 작업 경험자 기구설계 및 키네틱 개발 경험자 DMX ARTNET 조명장치 제어 경험자 GIT SVN 등 파일 관리 소프트웨어 사용 가능자
 SLAMNAVIGATIONFMS 프로그램 개발 및 고도화 로봇 태스크 프로그램 개발 및 고도화 로봇 운영 및 테스트서빙로봇 AMR 등  로봇 사용 교육 및 업체 기술 지원 정부과제 수행 오더피킹 로봇, SW 로봇공학 로봇제어 관련 학과 석사 이상 SLAMNavigationFMS 프로그램 직접 개발 이력 보유 Web SW 개발 경험 보유
 미소 서비스의 Infrastructure 운영 고도화 업무 개발운영 생산성 향상 업무자동화를 위한 CICD 개발 일반적인 시스템 보안 및 해킹 위협에 대응 다양한 데이터 소스에 대한 접근 통제 및 보안 서비스 및 인프라 모니터링 시스템 구축 및 운영 프로덕션 환경에서 발생하는 모든 기술 이슈에 대응, DevOps 혹은 이와 유사한 관련 경력 2년 이상 개발의 생산성과 성능를 차이를 이해며 적절한 도구를 사용하시는 분 데이터에 기반한 의사결정과 대화를 추구하시는 분 여러 개발 언어를 경험해 보신 분 AWS KubernetesEKS Terraform 경험 우대 CICD 특별히 GitHub Actions 활용 경험이 있으신 분 CloudWatch Datadog 등을 활용한 시스템 모니터링 로깅 및 알람 AWS Certification 우대
중국 제조사와 Technical Contact Local Technical Support 퍼스널 모빌리티 신규 프로젝트 테스트퍼스널 모빌리티 하드웨어 문제해결을 위한 기술지원유지보수 프로젝트 계획 및 관리펌웨어 개발 및 유지보수,학력  대졸이상 메카트로닉스 전기 전자 기계 관련학과 졸업자경력  관련경력 2년 이상운전면허를 소지한 분근무지화성시 동탄 영천동 출퇴근이 가능한 분외국어 능통자중국 혹은 미국 업체와 메일 소통 가능한 분서비스 엔지니어 혹은 기술지원 관련 업무 경력자
자사 보안 솔루션 기술 지원구축유지보수 및 침해 분석,학력  초대졸 이상경력  신입 또는 1년 이상해외 여행에 결격 사유가 없는 자Linux RDBMS Network 침해 로그분석 보안기술 등 지식 학습에 의욕이 강한 인재리눅스 관련 지식 보유 및 경험한 자정보보호 MariaDB 지식 보유자보안관련 자격증 정보보안기사 리눅스마스터1급 등 소지자 우대긍정적이며 원활한 커뮤니케이션이 가능한 인재
인 월 결산 기능 고도화 및 모듈 관련 업무 문의 대응 및 시스템 개선  반복되는 비효율 업무 정기 개선 진행  대량의 데이터 인터페이스 방식 개선 및 프로그램 튜닝 작업 수행 다양한 SAP 시스템 프로젝트를 수행 가능  SAP ITO 수행을 통해 고객 개선 과제 및 SM 프로젝트 경험  SM 프로젝트  해외 법인 확장하는 프로젝트까지 개인 의사에 따라 진행 가능  프로젝트 수행을 통해 운영 업무에서 접할 수 없는 SAP의 다양한 기능을 경험할 수 있으며  SAP 전문가로 성장 가능성 높음, Experience  SAP MM SD PP 모듈 중 1개 모듈 운영 경력 3년이상  ABAP 개발 및 IMG 세팅   모듈 개별 채용 진행   Skill  Knowledge  고객과의 원활한 커뮤니케이션 ERP시스템 SCM 전문 지식 및 운영 경험  물류 프로세스 이해  SAP S4HANA 기반 프로젝트 경험 및 프로젝트 리딩 경험
 자사 AI 음성인식 솔루션 엔지니어 자사 패키지 SW 엔지니어로서 기술지원 서버 구축 유지보수 장애처리 등 서비스 운영, Linux WEBWAS 유경험자 Python Django Docker 경험하신 분 Devops CICD 애자일을 경험하고 이해하시거나 하고 싶으신 분 개발언어에 대한 소양을 갖추신 분 음성인식 솔루션 경험이나 이해도가 있으신 분 헬스케어 솔루션서비스 유경험자
제품 배포 패키징 및 고도화엔지니어 피드백 수집 및 제품 개선제품 문서화 및 내부 교육제품을 이용한 내외부 기술 지원,5년 이상 10년 이하의 관련 경력이 있으신 분Cloud 나 Onprem 환경에서 Linux 기반 제품 전문가로의 경력이 있으신 분프로그래밍 및 스크립팅 기술python bash 등 이 있으신 분컨테이너 기술 예 Docker Kubernetes 및 클라우드 플랫폼 예 AWS Azure GCP 경험 및 이해가 있으신 분무엇이든 배워서 사용할 수 있다는 마인드를 가지신 분다양한 팀과 효과적으로 협력하기 위한 탁월한 커뮤니케이션 능력컴퓨터 과학 정보 기술 또는 관련 분야의 학사 학위 또는 동등한 경력기술 담당자와의 컨퍼런스 콜 채팅 이메일 등 영어 커뮤니케이션이 가능하신 분알고 있는 지식을 체계적으로 문서화하는데 익숙하신 분
 AWS 기반의 인프라 설계  구축  운영  클라우드 엔지니어 업무 수행 모니터링을 통한 시스템  서비스 성능 개선 서버네트워크 인프라 환경의 보안 검토 및 적용, 3년 이상의 시스템 엔지니어Cloud DevOps 경력  Public Cloud AWS Azure GCP 구축  운영 경험 및 지식 보유  리눅스 운영 경험 및 OS  Network 기본 지식 보유 영어 가능자  필리핀 현지 엔지니어들과 협업 및 가이드 문서 제공에 필요
 CICD 파이프라인 구축 및 통합   사내 클라우드 인프라 환경 운영   서비스 자동화 환경 구성   자사 제품 패키징  ,  Docker Kubernetes 등 컨테이너 기반 플랫폼 환경에 대한 경험이 있으신 분   하나 이상의 프로그래밍 언어 지식을 보유한 분  멀티 클라우드 인프라 환경에 대한 서비스 및 구축 경험이 있으신 분   네트워크 보안에 대한 이해와 경험을 보유한 분   CICD 파이프라인 구축 경험을 가지신 분   Terraform Ansible과 같은 IaC 사용 경험이 있으신 분   Istio와 같은 Service Mesh에 대한 경험이 있으신 분   모니터링 및 로깅 시스템 구축 관련 경험이 있으신 분 
 미소 서비스의 Infrastructure 운영 고도화 업무 개발운영 생산성 향상 업무자동화를 위한 CICD 개발 일반적인 시스템 보안 및 해킹 위협에 대응 다양한 데이터 소스에 대한 접근 통제 및 보안 서비스 및 인프라 모니터링 시스템 구축 및 운영 프로덕션 환경에서 발생하는 모든 기술 이슈에 대응, DevOps 혹은 이와 유사한 관련 경력 2년 이상 개발의 생산성과 성능를 차이를 이해며 적절한 도구를 사용하시는 분 데이터에 기반한 의사결정과 대화를 추구하시는 분 여러 개발 언어를 경험해 보신 분 AWS KubernetesEKS Terraform 경험 우대 CICD 특별히 GitHub Actions 활용 경험이 있으신 분 CloudWatch Datadog 등을 활용한 시스템 모니터링 로깅 및 알람 AWS Certification 우대
최신 기술 트렌드 파악 및 POC 확인프로젝트 관리 및 팀 관리딥러닝 기반 인식 네트워크 개발컴퓨터 비전 기반 ADAS 알고리즘 개발3D vision 알고리즘 개발,학력전공  석사 이상경력  석사 7년 이상  박사 5년 이상프로그래밍 언어  Python CC관련 전공 석박사 학위 수여자딥러닝 네트워크 임베디드 포팅 경험자컴퓨터비전 알고리즘 개발 경험자PyTorch Git Docker 사용 가능자
사용 기술 Python SW C  C Network java 산업용 장비 SW 통신 네트워크 구축 및 시스템 구축, 학력 대졸 이상 전공 컴퓨터공학과 소프트웨어과 등 경력자인 경우 프로젝트 진행이 가능한 개발언어JAVACCPython 능력 보유자 프론트엔드 및 백엔드 등 웹개발 경험 네트워크 구축 및 시스템 구축 신재생에너지 및 장비제어 관련 경력자 공공기관 프로젝트 경험
 강남언니 팀 서버 개발자는 이렇게 일해요 배우고 경험하고 성장해요우리는 멈추지 않고 성장하고 싶어요 강남언니 팀은 더 좋은 의료 서비스를 누구나 누릴 수 있게라는 목표를 이루기 위해 시장의 문제를 해결해 왔습니다 이제 그동안보다 더 크고 복잡한 문제를 해결해 나가기 위해 개발자를 비롯한 제품개발 조직 구성원들의 지속적 성장이 반드시 필요하다고 판단하고 있어요 그러기에 강남언니 팀 개발자는 마주한 문제를 해결하는 것만큼이나 해결 과정의 경험과 새로운 지식의 학습을 통해 성장을 이루려 노력해요 미용의료 산업의 복잡한 문제 해결을 엔지니어링해요강남언니 팀이 다루는 많은 문제는 크고 복잡합니다 강남언니 팀 서버 개발자는 의료 서비스 사용자 병원 의사 의료법 개인정보 보호 등 다양한 주체와 이해관계 내에서 균형 있게 비즈니스 문제를 해결하기 위해 다양한 엔지니어링 도구를 사용해요 때로는 신속한 문제 해결에 집중하지만 시스템의 지속성에 멈추지 않고 투자합니다 협업해요강남언니 팀의 그 누구도 혼자서 문제를 해결하지 않아요 강남언니 팀은 높은 수준의 협업을 추구합니다 우리는 극도의 협업을 통해서만 뛰어난 팀이 만들어지며 미용의료 산업의 크고 복잡한 문제를 해결할 수 있다고 믿어요 강남언니 팀 서버 개발자는 동료 서버 개발자 프론트엔드 개발자 디자이너 PO와 긴밀하게 협업해 혼자서는 풀어내기 어려운 문제들을 풀어내고 있어요 엔지니어링 도구의 가치에 집중해요 유행하는 기술 용어에 맹목적으로 따르지 않고 도구의 가치에 집중해 문제 해결에 사용해요 지금 강남언니 팀 서버 개발자는 보다 안정적인 엔지니어링 경험을 확보하기 위해 이런 기법들을 정착시키려 노력하고 있어요 Continuous Integration 단지 Jenkins GitHub Actions 등 CI 지원도구를 사용하는 것과 CI는 달라요 Martin Fowler가 소개한 다음 CI 검증 검사를 만족하는 환경을 가꿔가고 있어요   모든 개발자는 main 브랜치에 최소 매일 한 번 커밋한다  모든 커밋은 자동화된 빌드와 테스트를 실행한다  빌드와 테스트가 실패하면 10분 내에 고쳐진다이런 환경에서 개발하면 그 가치가 더 자주 더 빠르게 사용자에게 전달될 수 있고 개발자는 안정감 위에서 코딩할 수 있게 돼요  테스트 자동화  테스트 자동화는 Continuous Integration Continuous Deployment DevOps 등의 필요 조건이에요 테스트가 높은 수준으로 자동화되어있지 않는 프로세스는 이런 이름으로 부를 수 없습니다 개발자의 많은 작업이 도구에 의해 검증되어 가치 전달에 두려움을 갖지 않도록 자동화된 테스트 케이스를 늘리고 테스트 주도 개발testdriven development을 적용하고 시스템과 프로세스를 개선하고 있어요 짝 프로그래밍Pair Programming 단체 프로그래밍Mob Programming 코드 리뷰 코딩은 협업입니다 모든 강남언니 팀 개발자는 혼자만의 판단으로 main 브랜치에 커밋할 수 없도록 권한이 제한되어 있어요 모든 코드는 짝 프로그래밍을 통해 작성되거나 동료의 리뷰를 거친 승인을 받아야만 pull request를 통해 main 브랜치에 추가될 수 있어요 때론 같은 비즈니스 요구사항을 다루는 서버 웹 프론트엔드 모바일 개발자가 함께 모여 코드를 쓰기도 해요 도메인 주도 설계DomainDriven Design 강남언니 팀도 미용의료 산업도 빠르게 변화하고 확장되고 있어요 이런 변화에 대한 시스템의 적응력은 노력 없이 주어지지 않아요 시스템이 비즈니스 환경에 적응하지 못하면 서비스도 조직도 비전도 물거품이 됩니다 유연한 아키텍처를 확보하기 위해 여러가지 설계 기법을 학습하고 적용해야 해요강남언니 팀은 도메인 주도 설계를 서버 시스템 확장에 기반이 되는 기법으로 정착시키고 있어요 전술 기법에만 매몰되면 작은 엔지니어링 재미는 느낄지언정 개발자의 시야가 좁아지고 도메인 주도 설계의 가치를 취하지 못합니다 그래서 우리는 전술적 패턴 뿐 아니라 유비쿼터스 언어와 전략적 설계에도 집중해 도메인의 문제를 효율적으로 풀어내고 아키텍처 지속성을 확보하려 노력해요 이벤트 기반 아키텍처EventDriven Architecture Microservices 패턴이 유행하고 있지만 단지 모듈 관계에 HTTP 요청을 적용하는 것만으론 해결되는 문제보다 유발되는 문제가 더 많아질 수 있어요 강남언니 팀 개발자는 도메인 주도 설계에 기반해 시스템 내 경계를 설정하고 분리된 요소들이 비동기 이벤트를 사용해 유연하게 통합되도록 아키텍처를 설계해요 우리는 이런 도구를 사용해요강남언니 팀 서버 개발자는 다음의 도구를 주로 사용해요 그 밖에도 주어진 문제에 따라 가장 적합한 여러가지 도구를 도입합니다 개발 언어  Java Kotlin 프레임워크  Spring Boot JPA Hibernate 데이터베이스  MySQL MongoDB Elasticsearch 인프라  AWS Kubernetes, 5년차 이상 또는 그에 준하는 실력을 갖춘 분 웹 서버 엔지니어링 경험과 역량을 갖춘 분 하나 이상의 OOObjectOriented 프로그래밍 언어를 능숙하게 다루는 분 문제의 본질을 이해하고 답을 찾기 위해 동료의 의견에 집중하는 분 자신의 생각을 말 글 그림을 통해 합리적으로 표현할 수 있는 분 문제 해결에 필요하다면 자신의 지식과 경험을 내려놓을 수 있는 분 지금보다 더 나은 엔지니어로 성장하고 싶은  모듈화에 대한 설계 원칙들의 개념과 장단점을 이해하는 분 서버 시스템 아키텍처 설계 패턴들의 개념과 장단점을 이해하는 분 HTTP API의 장단점을 이해하는 분 전통적 아키텍처와 클라우드 아키텍처의 차이를 이해하는 분 CQRSCommand Query Responsibility Segregation를 이해하는 분 2년 이상의 NoSQL 데이터베이스 운영 경험을 가진 분 테스트 주도 개발 이해와 경험을 가진 분 1년 이상의 Continuous Integration과 Continuous Deployment 운영 경험을 가진 분
자사 보유중인 솔루션에 대한 공공 프로젝트 SI 개발 및 유지 보수인프라 네트워크 구성 및 관리 업무SI 테스트 문제해결 및 모니터링프로젝트 일정을 준수하고 협력적으로 팀원과 소통 업무 ,학력 초대졸 이상경력 4년 이상스킬 Spring Spring Boot모집인원 00명SI 프로젝트 유경험자DBMS 및 SQL 능숙하신 분 Restful API설계 및 개발 업무 유경험자웹 서비스 개발 구축 업무 유경험자
