주요 업무,자격요건 및 우대사항
   지속적인 시장 조사와 고객 피드백 유저 리서치를 통해 새로운 기회를 찾아내고 제품에 반영합니다  VESSL AI의 비즈니스 목표와 정렬된 제품 전략을 수립하고 로드맵을 세울 수 있으며 고객에게 가치가 전달되는 과정까지 실행하고 추진합니다  고객사와의 커뮤니케이션을 통해 지속적으로 제품에 대한 요구사항과 피드백을 수집하고 개발과 개선이 필요한 사항을 구체적으로 기획하여 중요도에 따라 수행합니다  개발 디자인 ML 연구자로 구성된 제품 조직과 함께 제품을 개선하는 과정을 이끌어 나갑니다, AI 기술 및 관련 산업 트렌드에 대한 전반적인 이해와 관심이 있으신 분 소프트웨어 분야에서 제품 기획자Product OwnerProduct Manager로 5년 이상의 경험을 가지고 계신 분 소프트웨어 기반 제품 기획에서 출시까지 전체 사이클에 대한 깊은 이해도가 있으신 분 단계별 요구사항과 목표 계획을 수립하고 능동적으로 실행할 수 있으신 분 기술적 배경 지식이 부족한 청중에게도 기술적인 내용을 풀어서 설명하고 소통할 수 있는 커뮤니케이션 스킬을 가지고 계신 분  엔터프라이즈 대상 B2B 소프트웨어 프로젝트 경험  AIML 분야에서의 업무 경험 혹은 높은 이해도     PyTorch TensorRT CUDA VertexAI Sagemaker Kubeflow 등의 키워드에 대한 배경 지식 이해도 혹은 사용 경험     MLOps LLMOps의 구성 요소들과 역할에 대해 설명할 수 있는 이해도  엔지니어링 UXUI 마케팅 PM 등 다양한 직군과 협업하여 제품을 만들어낸 경험
이미 많은 수의 고객을 확보한 미리캔버스의 본격적인 마케팅을 전개해주세요 1천만 서비스를 2천만 3천만으로 성장확장시키는 경험이 가능한 곳은 미리캔버스입니다 미리캔버스 국내 유효 고객 수와 매출을 2배 이상 성장시킬 수 있는 올라운드 마케팅 전문가를 찾습니다 효과적 효율적인 마케팅 전략과 실행을 통해 최적의 방법을 찾으며 미리캔버스 마케팅 팀을 세팅하고 리드합니다 다양한 마케팅 영역과 방법 중 강점이 있는 부분을 진행하고 그렇지 못한 부분은 팀원 외주 업체와의 협업을 통해 보완합니다  마케팅 영역  디지털 콘텐츠 소셜 미디어 SEO SEM ASO 이벤트 프로모션 가격 브랜드 등 린스타트업 방식 가설  실행  측정  학습으로 애자일하게 마케팅 업무를 진행합니다  역량과 희망에 따라 마케팅 챕터의 채용 훈련 코칭 등 리더십 역할을 담당할 수 있습니다, 미리캔버스 국내 고객 수를 지금의 2배 이상 성장시킬 수 있는 비전과 실행 계획을 깊게 논의할 수 있는 분 성공 경험을 바탕으로 미리캔버스의 성장을 위한 구체적이고 빠른 실행을 이끌 수 있는 분 외주 업체와 효과적으로 협업할 수 있는 강력한 커뮤니케이션 능력과 리더십이 있으신 분 마케팅 성과를 정량적으로 분석할 수 있는 데이터 기반의 그로스 마케팅 역량을 갖추신 분 만 7년 이상의 다양한 마케팅 경험 성공했거나 급성장 중인 프로덕트 서비스에서 관련 업무를 진행한 경험이 있으신 분 창업 혹은 스타트업에서 주도적으로 업무를 수행한 경험이 풍부하신 분 미리캔버스 관련 도메인 업무 경험이 풍부하거나 지식이 있으신 분 온라인 디자인  프레젠테이션 제작 툴에 대한 비전을 고민해 보신 분 기술 제품 또는 서비스의 마케팅 경험이 있으신 분 다양한 마케팅 자동화 도구의 사용 경험과 외주 업체 협업 경험이 있으신 분 다양한 배경의 팀원들과 효과적으로 협업할 수 있는 강력한 커뮤니케이션 능력 및 리더십을 바탕으로 채용 팀원 육성 코칭 성과 평과 피드백 제공이 가능하신 분 마케팅 매니저에게 담당하는 서비스는 매우 중요하다고 생각합니다 여러분의 소중한 시간을 투자할 가치가 있는 미리캔버스인지 한 번 더 고민 후 지원해 주세요 
 메타구글네이버카카오 등 Paid 매체 광고 운영 광고 매체별 데이터 분석 및 인사이트 도출 운영 최적화 미디어믹스 및 마케팅 전략 기획, D2C 커머스 퍼포먼스 마케팅 경력 1년 이상 메타구글네이버카카오 등의 Paid 매체에서 성과를 개선한 경험이 있는 분 능동적인 업무태도와 빠른 실행력을 바탕으로 문제해결에 뛰어나신 분 꼼꼼하고 체계적인 업무스타일을 보유하신 분 D2C 미디어커머스 스타트업 재직 경험 직접전환 목적의 광고 콘텐츠에 대한 인사이트가 많으신 분 다양한 매체의 미디어 믹스를 논리적으로 구성하여 높은 효율을 내보신 적이 있으신 분 엑셀을 활용한 데이터 정리 및 시각화 능력이 뛰어나신 분
 네이버구글 등 SA 광고 운영 제품별 SA 광고 목표 및 전략 수립 제품별 SA 광고 보고서 작성 및 데이터 분석인사이트 도출, 유관 경력 1년 이상 네이버구글 등의 SA 광고에서 성과를 개선한 경험이 있는 분 꼼꼼하고 체계적인 업무스타일을 보유하신 분 능동적인 업무태도와 빠른 실행력을 바탕으로 문제해결에 뛰어나신 분 광고대행사 혹은 D2C 커머스 스타트업 재직 경험 검색광고마케터 자격증 보유하신 분 엑셀을 활용한 데이터 정리 및 시각화 능력이 뛰어나신 분
 메타구글카카오GFA 등 광고 채널 관리 퍼포먼스 광고 집행관리 인플루언서 바이럴 마케팅 판매광고 채널별 입점 및 기획 광고컨텐츠 소재 기획 및 실행 마케팅 성과분석, 경력 년수 무관 메타자사몰 광고마케팅 등 다양한 매체 경험이 있는 분 엑셀문서 정리에 능숙한 분 해외여행에 결격사유가 없는 분 근무조건  3개월 수습 후 정규직 전환 검토 리빙 트렌드에 관심이 많고 이해도가 높은 분 문제 해결에 적극적인 분 긍정적이고 성취지향적인 분
 CPA신규 구매 전환중심의 목표 설정과 KPI 달성을 위한 미디어 믹스 전략 수립 Google Ads Meta Ads Naver Search Ads 등 다양한 퍼포먼스 매체 운영을 통한 KPI 달성 콘텐츠 제작자와 협업해 광고 소재 랜딩 페이지 제작 및 효율 테스트 진행 광고 데이터와 내부 데이터 분석을 통한 인사이트 도출 및 개선안 반영 신규 매체 발굴 및 기존 매체 확장을 통한 스케일업, 퍼포먼스 앱 마케팅 경력 3년 이상 보유하신 분 성과 중심의 마케팅 전략 수립과 실행 경험이 있는 분 퍼포먼스 마케팅 스케일업 경험과 ROI 개선 경험이 있는 분 데이터 중심의 의사결정과 커뮤니케이션 능력이 있는 분 마케팅 분석 툴 활용이 능숙하고 퍼포먼스 마케팅 최적화에 필요한 지식을 갖추신 분 그로스 조직에서의 경험이 있는 분 O2O 플랫폼 관련 마케팅 경험이 있는 분
 마케팅 전략 수립 마케팅 기획 마케팅 집행, 성장에 대한 열정이 있으신 분 전략적으로 사고하고 빠르게 실행하실 수 있는 분 주도적으로 마케팅 전략을 수립하고 기획 및 집행을 진행하실 수 있는 분을 모시고 있습니다  스타트업 및 IT 기업 경험이 있으면 좋습니다 관련 영역에서 4년 이상 경력을 보유하신 분은 우대하고 있습니다
저희 알렛츠샵은 마케팅팀을 새로이 셋업하고 있습니다 커머스 플랫폼의 생태계를 이해하고 유입 이탈 재구매 등 데이터분석을 통해 신규고객 확보 및 리텐션율 증대의 전략을 함께 꾸려 성장 시켜 나가실 수 있는 디지털마케팅 리더를 모시고자 합니다  알렛츠샵 앱웹 신규고객 확보 및 리텐션 증대를 위한 마케팅전략 수립 및 실행   User Behavior 기반 데이터분석 및 인사이트 도출을 통한 전략수립실행   인앱 Funnel 분석 및 구매전환율 상승을 위한 캠페인 기획   신규 서비스사업기획 런칭 및 고도화 유관부서 협업 리드 마케팅 팀원 매니징, 플랫폼 마케팅 부스팅 경험 있으신 분 쇼핑커머스에 대한 관심 및 이해도 있으신 분 고객행동지표 분석부터 개선까지 주도적으로 기획 해보신 분 유관부서개발 컨텐츠 MD 등 와 함께 협업 리드 경험 있으신 분 책임감 가지고 주도적으로 운영해나가실 수 있는 분 인력 운영 및 매니징 경험 있으신 분 스타트업 마케팅팀 셋업 경험있으신 분
  Product 팀 목표와 전략 수립 및 실행 리드 마케팅 예산의 효율적 배분 Paid media 최적화 전략 수립 및 운영을 통해 매출 성장 견인  데이터 분석을 통한 다양한 AB Test 가설 수립 및 효율을 개선 트래킹 솔루션을 활용한 데이터 기반 분석 및 Insight를 도출조직 특성 상 메디빌더 관계사자회사 소속이 될 수 있습니다, 퍼포먼스 마케팅 경력을 포함하여 최소 경력 3년 이상 보유한 분 경력 연수보다 실제 성과를 중시합니다 팀 리딩 경력 최소 1년 이상 보유한 분 팀의 목표를 설정하고 목표 달성을 위해 팀을 이끄는 분 업무의 우선순위화와 집중하는 능력이 탁월한 분 다양한 업무 관계자와 소통하여 최고의 결과를 도출하는 분 집요한 고객 관점에서 소비 심리를 도출 가능한 분 적극적인 문제해결력을 바탕으로 보다 높은 수준의 결과물을 도출하는 분 유효한 피드백과 의견을 수용하여 더 나은 결과물을 만들어내는 분 미디어커머스 회사 경력을 보유한 분  온라인마케팅 대행사 경력을 보유한 분  병원 마케팅 대행사 경력을 보유한 분
 고객 여정에 따른 마케팅 퍼널 기획 및 분석  B2B 고객리드 확보를 위한 마케팅 업무 전반 블로그 뉴스레터 콘텐츠 생성 전시회프로모션세미나 등 이벤트 기획 및 운영 기타 제휴 마케팅 프로모션 기획 참여, B2B 마케팅 경력 1년 이상  1차 면접에서 포트폴리오 필수 제출 형식 분량 제한 없음 모바일 광고 시장에 대한 이해가 있으신 분
기업 뉴미디어 채널 기획 및 운영     유튜브 채널 기획 운영 제작부서와의 협업     브랜디드 콘텐츠 기획 및 제작부서와의 협업     유튜브 외 기타 소셜미디어 운영디지털 마케팅 전략 수립 및 데이터 관리     브랜드 미디어 채널 방향성 제안     브랜드 미디어 운영 전략 수립 및 콘텐츠 기획 디지털 마케팅 운영 및 성과 관리     영상 캠페인 이벤트 기획 및 제작부서와의 협업      스토리텔링 소재 발굴 및 외부 인플루언서 협업     리포트 작성 및 전략에 따른 성과 관리 신규 프로젝트 제안서 작성 및 PT광고주 및 협력사 커뮤니케이션, 해당분야 경력 2년  8년  디지털 플랫폼유튜브 소셜미디어 등에 대한 이해도가 높으신 분 디지털 마케팅 프로젝트 경쟁 PT 참여 및 수주 경험이 있으신 분 신규 프로젝트의 제안서 작성 경험이 있으신 분 해외여행에 결격 사유가 없는 분 뉴미디어 콘텐츠 트렌드에 대한 관심이 많으신 분 광고 마케팅 에이전시 또는 IMC 경험이 있으신 분 아이디어 제시와 의견 교류에 거리낌이 없으신 분 클라이언트와의 원활한 커뮤니케이션 역량을 가지신 분
App 및 Web 서비스의 마케팅 전략 수립마케팅 커뮤니케이션 실행디지털프로모션 등트렌드 모니터링소셜 분석 등을 통한 마케팅 인사이트 도출, 관련 경력 3년 이상 원활한 커뮤니케이션 능력 지원시 포트폴리오 첨부 필수패션 관련 브랜드플랫폼 경험트렌드에 민감하고 미디어 콘텐츠에 관심이 많은 분콘텐츠 제작 툴포토샵 일러스트 프리미어 피그마 등 활용 가능자
사용자 유입을 위한 카드 뉴스 영상 콘텐츠 시리즈단발성 등 기획 및 제작앱 서비스 확장을 위한 마케팅 콘텐츠 기획 및 제작콘텐츠 정량지표 관리 및 분석시장 트렌드 및 데이터 분석을 통한 콘텐츠 방향성 도출온드미디어Owned Media 운영 전략 수립 및 관리 홈페이지 SNS,경력  무관 신입도 지원 가능관련 분야 학사 이상 졸업예정자 포함12년 이상의 콘텐츠 마케팅 경력 또는 그에 준하는 역량을 가지신 분SNS 이해도가 높으신 분이미지와 영상 광고 콘텐츠 제작이 가능하신 분Adobe 일러스트레이터 포토샵 프리미어프로 등 이미지 영상 촬영 및 편집이 가능하신 분헬스케어 서비스 시장에 대한 전반적인 이해도를 갖추신 분플랫폼 론칭 마케팅 관련 콘텐츠를 통해 성과를 경험해 보신 분 콘텐츠 서비스 시장 분석 및 트랜드에 맞는 콘텐츠 기획력을 갖추신 분콘텐츠 데이터 분석 및 성과 개선이 가능하신 분디자이너와 개발자 사이에서 원활한 커뮤니케이션이 가능하신 분
  APP 퍼포먼스 실무  GA 3rd Party Tool 활용  광고주 커뮤니케이션  제안서PPT 리포트EXCEL 활용,  경력 5년 이상  디지털퍼포먼스 AD 실무 운영자 SA DA VA 영역 컨트롤 유경험자  AD 플랫폼 직접 운영 유경험자 디지털 마케팅 시장  퍼포먼스 마케팅에 대한 높은 이해도 광고대행사 APP매체사디지털랩사 등 동종업계 경력자 데이터 분석 및 인사이트 발굴에 능숙하신 분 WebApp 성과 분석 플랫폼 활용 가능자GA  Appsflyer 등
 User Acquisition을 위한 광고 캠페인 기획운영FB IG Google 등 매체캠페인크리에이티브별 성과 데이터 분석을 통한 효율 최적화 Tracking Tool을 활용한 데이터 분석 및 인사이트 도출Appsflyer Amplitude GA 자체 서버데이터 Retention Rate 개선을 위한 Growth 전략을 수립실행, 모바일 광고 집행 경력 3년 이상 SelfServing 매체 집행 경험 보유 데이터분석 툴 사용 경험 개발 콘텐츠 등의 유관 부서와의 능동적으로 소통하고 협업 가능하신 분 게임 또는 서비스 어플리케이션 마케팅 경험 SQL 활용능력 광고 Creative 기획 능력 전사 마케팅 전략 수립 경험또는 호기심 영어권 국가 마케팅 유경험자영어는 잘 못하셔도 괜찮습니다
SNS광고 운영페이스북인스타그램 구글 매체 운영 및 결과 리딩해당 매체 효율 관리 및 데이터 분석 인사이트 도출,디지털 광고 대행사 유관 분야 경력자페이스북 구글 네이버GFA 카카오 모먼트 계정 직접 운영 경험자경력  3년이상성형 쁘띠 피부 등 미용병원 경력자 우대
 중장기 마케팅 목표 및 전략 수립 사업 계획 수립핵심 지표 도출 및 운영 성과 분석 및 주요 지표를 통한 이슈 파악 커머스 과제 수행을 위한 소통 및 의사결정, 마케팅 총괄 및 리딩 경험 있으신 분 광고 및 콘텐츠 전략기획을 통한 마케팅 지표 개선을 주도적으로 실행 할 수 있는 분 전략 수립 및 실행 통해 실제 유의미한 성과를 창출해본 경험 있으신 분 콘텐츠 제작 경험 콘텐츠 반응을 데이터로 검증하신 분 내외부 유관 부서와 유연한 커뮤니케이션 가능하신 분 데이터 분석을 통해 더 나은 방향으로 솔루션 제시가 가능하신 분 고객중심으로 한 전략적 사고가 가능한 분 라라스윗의 조직문화를 이해하고 함께 성장하고자 하는 목표를 지닌 분
섬세이 브랜드의 바운더리 및 팀원의 시야를 확장시킵니다 해외 신규 제휴처 확보 및 관리 커뮤니케이션 해외팀 광고 관리 커뮤니케이션 콘텐츠 촬영 커뮤니케이션 해외 샘플 출고 및 정산 필수 제출서류 1 중요 나는 어떻게 살다 가고 싶은가를 생각해보고 적어 제출해주세요 분량 자유2 자기소개서 및 경력기술 포함 이력서, 25년차 학력 무관 영어 소통하는 것에 능숙하신 분 미국 시장에 대한 이해도가 높은 분 남자의 경우 병역필 또는 면제자 신용 정보 보호 및 이용에 관한 법률상에 결격 사유가 없는 분 기타 취업 규정이나 법령에서 정하는 결격 사유가 없는 분 해외에서 제품 및 서비스를 홍보 및 판매해보신 분
광고 캠페인 기획전략 수립  매체 운영Naver Kakao Google Ads Facebook 등 디지털 미디어 운영관리광고 채널별 퍼포먼스  ROAS 성과 분석 및 관리크리에이티브 제작물 기획  디자이너 협업 및 조율신규 마케팅 채널 발굴 및 스터디스킬 Google Analytics Excel Google Optimize Optimizely PowerPoint,학력  대졸이상경력  5  10년Naver Kakao Google Ads Facebook 등 매체 광고운영 유경험자한 분야 경력만 가지고 있어서 다른 분야도 넓게 배워보고 싶다고 생각해 보신 분자신이 한 결과물에 자부심을 가져본 적 있으신 분살면서 남들보다 잘하는 것이 하나라도 있다고 생각하시는 분
콘텐츠 기획영상 기획부터 제작까지 전반SNS 콘텐즈이미지영상 광고용 랜딩페이지 등 다양한 콘텐즈 기획기업 브랜드 SNS 채널 운영 및 관리콘텐츠 기획안 작성 스토리보드 구성 대본 및 스크립트 작성제작 관리 디자이너 촬영팀과의 협업 채널 별 콘텐츠 성과 분석 및 관리광고주 커뮤니케이션 및 외주 제작사 관리콘텐츠 기획서 및 제안서 작성스킬 Excel PowerPoint 워드,학력  대졸이상경력  5  10년글을 재밌게 혹은 센스 있게 잘 쓰시는 분커뮤니케이션 능력이 뛰어난 분트랜드를 잘 이해하고 실무에 빠르게 적용시킬 수 있는 분콘텐츠 스토리텔링 시놉시스 콘티 등 기획 경험이 있으신 분SNS 플랫폼 및 콘텐츠에 대한 이해도가 높은 분
Go To Market 관점 Product Planning 부터 판매Channel전략 포함까지 ManagementMarket Intelligence 측면 다양한 Application 및 시장수요 경쟁환경 분석효율적 OnOff line 제품 Promotion 및 Product Strategy 수립,필요역량Experienced in team management as a marketing team leaderFluency in English communication both verbally and in writing이공계열 전공기술영업 해외영업 업무 경험자
