주요 업무,자격요건 및 우대사항
기업 뉴미디어 채널 기획 및 운영     유튜브 채널 기획 운영 제작부서와의 협업     브랜디드 콘텐츠 기획 및 제작부서와의 협업     유튜브 외 기타 소셜미디어 운영디지털 마케팅 전략 수립 및 데이터 관리     브랜드 미디어 채널 방향성 제안     브랜드 미디어 운영 전략 수립 및 콘텐츠 기획 디지털 마케팅 운영 및 성과 관리     영상 캠페인 이벤트 기획 및 제작부서와의 협업      스토리텔링 소재 발굴 및 외부 인플루언서 협업     리포트 작성 및 전략에 따른 성과 관리 신규 프로젝트 제안서 작성 및 PT광고주 및 협력사 커뮤니케이션, 해당분야 경력 2년  8년  디지털 플랫폼유튜브 소셜미디어 등에 대한 이해도가 높으신 분 디지털 마케팅 프로젝트 경쟁 PT 참여 및 수주 경험이 있으신 분 신규 프로젝트의 제안서 작성 경험이 있으신 분 해외여행에 결격 사유가 없는 분 뉴미디어 콘텐츠 트렌드에 대한 관심이 많으신 분 광고 마케팅 에이전시 또는 IMC 경험이 있으신 분 아이디어 제시와 의견 교류에 거리낌이 없으신 분 클라이언트와의 원활한 커뮤니케이션 역량을 가지신 분
App 및 Web 서비스의 마케팅 전략 수립마케팅 커뮤니케이션 실행디지털프로모션 등트렌드 모니터링소셜 분석 등을 통한 마케팅 인사이트 도출, 관련 경력 3년 이상 원활한 커뮤니케이션 능력 지원시 포트폴리오 첨부 필수패션 관련 브랜드플랫폼 경험트렌드에 민감하고 미디어 콘텐츠에 관심이 많은 분콘텐츠 제작 툴포토샵 일러스트 프리미어 피그마 등 활용 가능자
사용자 유입을 위한 카드 뉴스 영상 콘텐츠 시리즈단발성 등 기획 및 제작앱 서비스 확장을 위한 마케팅 콘텐츠 기획 및 제작콘텐츠 정량지표 관리 및 분석시장 트렌드 및 데이터 분석을 통한 콘텐츠 방향성 도출온드미디어Owned Media 운영 전략 수립 및 관리 홈페이지 SNS,경력  무관 신입도 지원 가능관련 분야 학사 이상 졸업예정자 포함12년 이상의 콘텐츠 마케팅 경력 또는 그에 준하는 역량을 가지신 분SNS 이해도가 높으신 분이미지와 영상 광고 콘텐츠 제작이 가능하신 분Adobe 일러스트레이터 포토샵 프리미어프로 등 이미지 영상 촬영 및 편집이 가능하신 분헬스케어 서비스 시장에 대한 전반적인 이해도를 갖추신 분플랫폼 론칭 마케팅 관련 콘텐츠를 통해 성과를 경험해 보신 분 콘텐츠 서비스 시장 분석 및 트랜드에 맞는 콘텐츠 기획력을 갖추신 분콘텐츠 데이터 분석 및 성과 개선이 가능하신 분디자이너와 개발자 사이에서 원활한 커뮤니케이션이 가능하신 분
 User Acquisition을 위한 광고 캠페인 기획운영FB IG Google 등 매체캠페인크리에이티브별 성과 데이터 분석을 통한 효율 최적화 Tracking Tool을 활용한 데이터 분석 및 인사이트 도출Appsflyer Amplitude GA 자체 서버데이터 Retention Rate 개선을 위한 Growth 전략을 수립실행, 모바일 광고 집행 경력 3년 이상 SelfServing 매체 집행 경험 보유 데이터분석 툴 사용 경험 개발 콘텐츠 등의 유관 부서와의 능동적으로 소통하고 협업 가능하신 분 게임 또는 서비스 어플리케이션 마케팅 경험 SQL 활용능력 광고 Creative 기획 능력 전사 마케팅 전략 수립 경험또는 호기심 영어권 국가 마케팅 유경험자영어는 잘 못하셔도 괜찮습니다
SNS광고 운영페이스북인스타그램 구글 매체 운영 및 결과 리딩해당 매체 효율 관리 및 데이터 분석 인사이트 도출,디지털 광고 대행사 유관 분야 경력자페이스북 구글 네이버GFA 카카오 모먼트 계정 직접 운영 경험자경력  3년이상성형 쁘띠 피부 등 미용병원 경력자 우대
 인플루언서 콜라보 마케팅 집행 인플루언서 리스팅 인플루언서 소속사 컨택 SNS 콘텐츠 기획 및 업로드, 1년 이상의 온라인 마케팅 경력을 보유하신 분   매니저  1년 이상  시니어 매니저  4년 이상 MS Office 활용 능력 우수하신 분 excel ppt 일본어 회화가 가능하신 분 JLPT N2 레벨 이상 시니어의 경우 팀 리드 경험 있으신 분 뷰티  화장품 브랜드사 경력 보유하신 분 일본어 회화에 능통하신 분 비즈니스 경어 레벨 데이터 분석 능력이 뛰어나신 분 디자인 툴 다룰 수 있으신 분
해당 포지션은 파트장팀장급 직책으로 바비톡 그로스팀 소속으로 퍼포먼스 마케팅 업무를 진행합니다역량에 따라 파트장 또는 팀장 직책을 부여할 예정이며 직책 부여는 처우협의 단계에서 안내드립니다 퍼포머스 마케팅 실행 계획 수립  목표 달성을 위한 지표 관리 데이터 분석을 통한 마케팅 성과 검증 채널 소재별 및 최적화 각 시즌별 퍼포먼스 소재 기획 및 제작팀 프로젝트 및 조직원 관리 총 5명 조직, 퍼포먼스 마케팅 경력 포함 710년차 바비톡 플랫폼 성장을 위한 퍼포먼스 마케팅 총괄 조직원 관리 및 직무 교육 총 5명 팀장 포함 구글 페이스북 카카오  크리테오 광고 운영 경험 앰플리튜드 애드저스트 구글 애널리틱스 등 마케팅 데이터 Tool 유경험자 퍼포먼스 마케팅 소재 분석  인사이트 발굴  소재 제작 유경험자 퍼포먼스 마케팅 연 50억 이상 운영 경험 뷰티 및 패션 등 여성 타겟 마케팅 유경험 대행사 없이 직접 퍼포먼스 마케팅 운영 유경험 SQL 활용 가능자 코딩을 직접 할 필요는 없고 간단한 구문 해석 가능 포토샵 어도비 프리미어 등 이미지동영상 편집 Tool 활용 가능자
 Naver Kakao Google Meta 등 주요 광고 매체 운영 광고 소재 크리에이티브 기획 온라인 광고 계정 세팅 및 집행 광고성과 분석 및 인사이트 도출 온라인 광고 매체 제안, 경력학력 무관 광고 에이전시 마케터를 꿈꾸시는 분 밝고 긍정적이며 열정적인 에너지를 가지신 분 주도적이며 능동적이이며 계획실행분석 및 검증 프로세스 기반의 논리적이신 분 검색광고마케터 1급 or GAIQ 자격증 보유자 엑셀PPT컴퓨터 활용능력 우수한 분 SNS에 관심 많으며 커뮤니케이션 우수한 분
브랜드 홍보를 위한 마케팅 및 기획 업무를 담당브랜드 인지도 및 매출 활성화를 위한 프로모션이벤트 기획 및 운영제품 홍보를 위한 광고 컨텐츠기획인플루언서와의 협업 업무SADA 광고 대행사 핸들링SNS 페북광고 운영 및 컨텐츠기획바이럴 업무,학력  학력무관경력 동종업계 2년 이상코스메틱 카테고리 경험자 우대브랜드 온라인쇼핑몰 경험자 우대포트폴리오 제출자 우대
뽀로로파크 온오프라인 채널 컨텐츠 기획 및 운영LSM 뽀로로파크 지점별 마케팅 활동 지원브랜드 IMC 캠페인 실행 지원,경력 2년 이상대행사 출신 경력자 우대유연한 커뮤니케이션 보유자
브랜드 마케터는 고객 구매의 전 여정을 고려하여 새로운 액션아이템을 설정하고 빠르게 실행합니다 감도 높은 브랜딩과 매출 퍼포먼스를 모두 고려한 마케팅과 광고를 만드는 역할을 담당합니다 일본 시장에 첫 진출부터 확장까지 성장시키는 포지션입니다업무 예시 브랜드 IMC 마케팅 기획 및 실행 온 오프라인 캠페인 기획 및 운영 팝업 콜라보 바이럴 이벤트 PR 등 소셜미디어 브랜딩 전략 수립 및 기획 소셜미디어 콘텐츠 기획 및 운영 브랜드 크리에이티브 비주얼 카피라이팅 기획 및 관리브랜드 마케터는 브랜드 성장을 위한 통합적인 마케팅을 담당합니다 따라서 목표에 따라 영역에 국한되지 않고 마케팅 액션 아이템을 주도적으로 제안 기획 실행 시사점을 도출할 수 있는 능력이 필요합니다, 브랜드 마케팅 경험 주도적으로 기획한 마케팅 캠페인으로 성과를 낸 경험이 있는 분 카피라이팅 콘텐츠 작성 능력이 있으신 분 목표를 설정하고 액션아이템을 주도적으로 도출해내는 능력이 탁월하신 분 구조적인 논리적 흐름으로 문제를 정의하고 해결하시는 분 원활한 커뮤니케이션을 통한 협업 능력 마케팅 캠페인 리딩 경험 뷰티 소비재 업계의 높은 이해도
  SNS운영 인스타그램 틱톡  유가성 콘텐츠 제작 및 발행  주간 월간 데이터 대시보드 관리 업데이트 및 모니터링,필수 마인드셋 새로운 것에 관심을 갖고 지속적인 SNS 운영에 진심인분  스스로 문제를 정의하고 빠르게 변화하는 환경에 적응하는 것을 즐기시는 분 책임감을 기반으로 본인이 맡은 일에 대해서 최선의 결과를 내기 위해 스스로 노력하시는 분 영어권 시장 특성에 대한 명확한 이해를 바탕으로 로컬라이제이션이 문화에 대한 접근과 객관적인 시선으로 바라볼 수 있는 분  한국 문화나 여행을 그 누구보다 좋아하고 한류 트렌드가 전세계적인 트렌드로 성장할 것이라는데 공감하시는 분필수 스킬셋 콘텐츠 소재제작 이미지 숏폼영상 등의 콘텐츠 기획 및 제작 능력 중요 한국어 토픽 능력 최소 4급 한국어보다 영어의 맥락을 이해하고 콘텐츠 제작을 트렌디하고 자연스럽게 활용하여 방한 여행자가 완벽하게 이해할 수 있도록 로컬라이제이션이 가능한 분  꼼꼼하게 본인의 결과물을 스스로 체크할 수 있을 정도의 디테일하게 검수 가능한 분 한국 여행 관련 SNS번역 한적 있는 분 영어 개인 포트폴리오 SNS 운영 있는 분        글로벌향 서비스 마케팅을 전개해본 경험이 있는 분
 킨다그로스 퍼포먼스팀 리드 팀원 매니징 퍼포먼스 마케팅 캠페인 기획 디렉팅 팀내 매출 상승  팀원들의 실력 향상을 위한 전략 수립 프로젝트 제안 비딩 수주를 위한 제안서 기획 및 작성, 유관 업무 5년 이상 퍼포먼스 주요 광고 매체에 대한 인사이트가 있으신 분 메타네이버구글카카오 등 논리적이고 창의적으로 사고하고 글쓰고 말하실 수 있는 분 긍정적이고 능동적이며 진취적인 성향 조직 및 인력 관리 리더십 보유자 마케팅 대행사 근무 경력 보유하신 분 GA 앱스플라이어 등 트래킹 솔루션 사용 경험이 풍부하신 분 커뮤니케이션 능력이 원활하신 분
패스트캠퍼스와 플러스엑스가 2022년 런칭한 디자인 교육 플랫폼 SHARE X 마케팅 내외부 온라인 마케팅 채널 콘텐츠 기획 제작 SNS 채널 운영 이벤트 등 콘텐츠 기획안 작성 및 실행 브랜드 팬덤 형성을 위한 콘텐츠 및 활동 기획 다양한 플랫폼에 맞는 2차 콘텐츠 제작 및 배포 교육 과정 모객을 위한 온라인 채널 전략을 수립하고 광고 크리에이티브를 기획 제작 운영 eg 페이스북 인스타그램 카카오 GDN 등 콘텐츠 관련 데이터 분석을 통한 개선점 도출, 마케팅 경력 최소 2년 이상인 분 온 오프라인 브랜디드 콘텐츠 기획 및 제작이 가능한 분 SNS 브런치 블로그 뉴스레터 등 마케팅 채널을 직접 운영 분석 개선 시켜본 경험이 있으신 분 관련 포트폴리오 제출 必 글 이미지 영상 등 브랜드 가이드에 의거하여 일정한 퀄리티의 콘텐츠 기획 및 창작이 가능한 분 새로운 업무에 적응력이 빠르며 적극적인 커뮤니케이션에 어려움이 없으신 분 브런치 블로그 등 본인의 채널을 보유하고 있으며 글쓰는 것에 자신 있으신 분 관련 포트폴리오 제출 必 어도비 포토샵 피그마프리미어 등 디자인 툴을 활용해 본 경험 있으신 분 디자인에 대한 관심이 많고 이해도가 높으신 분 스타트업에 대한 경험과 이해가 있으신 분
AI를 통해 실존하는 인플루언서의 AI 분신을 만들고 그 분신과 데이팅 및 연애할 수 있는 플랫폼을 미국 시장에 마케팅PR  광고합니다 이 서비스를 미국에서부터 전세계로 유명하게 하는 것이 이 롤의 목표입니다 US시장에 언론 및 바이럴 마케팅 커뮤니티 PR을 통해 해당 서비스를 홍보합니다 커뮤니티는 인스타그램 트위터X 레딧 페이스북 그룹 등을 타겟으로 합니다 실제 인플루언서 AI를 통한 최초의 서비스로 포지셔닝을 구축 광고를 통해 이를 강화합니다 이슈가 될 만한 인플루언서 제품 기능 데이터 등을 제품 개발자들과 협업해 제작하고 바이럴을 만듭니다 인플루언서들과의 계약을 통해 그들이 팬들에게 효과적으로 제품을 알릴 수 있도록 틱톡과 인스타그램의 인플루언서 바이럴 프레임워크를 만들고 이를 운영하며 개선해갑니다, 영어 가능자 필수 해외 거주 US 경험 필수 해외 마케팅 US 3년 이상의 경험이 있으신 분 데이터 기반의 사고로 마케팅 전략을 기획수행하며 최적화 달성 경험이 있는 분 서비스 퍼널에 대해 이해하고 LTV ARPU 등 마케팅 주요 지표를 이해하고 전략을 세울 수 있는 분우대사항 MCN 마케팅 경험 및 인플루언서 매니지먼트 경험이 있는 분 소셜 네트워킹 엔터테이먼트 산업에 대한 높은 이해도를 가지신 분 빠른 실행 중심의 IT 스타트업 마케팅 경험 데이터드리븐을 통한 성과 개선 경험
 기업과 브랜드의 마케팅광고브랜딩에 필요한 콘텐츠 기획 및 제작 콘텐츠 취재리서치원고 작성편집일정 관리 등 콘텐츠 발행을 위한 제반 업무 수행 SNS웹앱오프라인 등 다양한 콘텐츠 채널 운영 및 전략 방향성 제안, 콘텐츠의 목적과 컨셉에 맞는 탄탄한 글쓰기 역량을 갖춘 분 다양한 형태의 콘텐츠를 소비하고 콘텐츠 트렌드에 관심이 많은 분 콘텐츠 크리에이터로서 개인 블로그 SNS 등을 꾸준히 운영해 본 경험이 있는 분 콘텐츠 유관 업무 경험이 있는 분 사진과 영상 콘텐츠에 대한 높은 이해도를 갖춘 분 마케팅 디자인 등 다양한 조직과 협업 경험이 있는 분 데이터 분석을 통한 콘텐츠 인사이트 도출 및 적용 경험이 있는 분 인하우스 대행사 언론사에서 콘텐츠 마케터 또는 에디터 근무 경력이 있는 분
합류하여 담당하실 업무입니다 온라인 광고 매체 셀프 서빙 및 대행사를 관리합니다 매체별 웹툰 및 웹소설 광고 소재를 기획합니다 데이터 기반으로 가설을 수립하고 분석을 통해 인사이트를 도출합니다,이런 역량과 경험을 갖추신 분을 찾습니다 3년 이상 7년 이하의 마케팅 경력을 보유하신 분 포토샵 등 디자인 툴 활용이 능숙하신 분 웹툰 및 콘텐츠에 높은 애정을 가지고 로맨스BL 장르를 즐기시는 분 GA 및 데이터를 바탕으로 마케팅 성과 분석과 전략 수립 경험을 보유하신 분 이런 역량과 경험을 갖추신 분이면 더욱 좋습니다 디지털 매체에 대한 이해를 바탕으로 광고 효율 개선 업무를 수행해 보신 분 트렌드에 민감하고 다양한 콘텐츠를 적극적으로 소비하시는 분 유연한 커뮤니케이션을 바탕으로 원활한 협업이 가능하신 분
너무나도 사랑스럽고 자랑스러운 우리 플랫폼의 가치에 대해서 고객분들께 효과적으로 전달해 주고 더 나은 사용자 경험을 전달해주실 마케터분을 찾고 있습니다실제 써보신 분들이 더욱 감탄하시는 우리 플랫폼에 대해서 왜 진작에 모르고 있었을까요 라는 피드백을 받는것이 사실 너무 안타까운 상황입니다능력있는 동료분들과 5년에 걸쳐 자체적으로 생산해내는 데이터는 어느 글로벌 시장에 진출해도 뒤지지 않을 수 있는 퀄리티의 결과물을를 만들고 있다고 자부하고 있는데요이제 막 완성된 저희의 해상 운송 가시화 플랫폼에 대해서 일관된 경험과 가치감동이 있는 스토리를 담아 고객분들께 전달해 드리고 싶고 저희가 확보한 데이터를 통해 숨겨진 가치를 찾아주실 분과 같이 하고 싶습니다물류 IT라는 글로벌 비즈니스를 하는 씨벤티지에서 흥미진진한 커리어를 한번 쌓아보세요이런 일을 같이 하고 싶어요저희는 현재 로컬마케팅을 담당하며 국내 Sales Leads 확보를 위해 필요한 전략을 수립하고 실행하실 수 있는 분을 찾고 있습니다 B2B SaaS 서비스의 Sales Pipeline 구축을 위한 마케팅 계획 수립 및 실행 Website 최적화 Webflow 기반 Marketing Contents 기획 및 작성 온라인 광고 집행 및 관리 Google Naver 등 데이터 기반 마케팅 인사이트 도출 Google Analytics 웨비나  전시회 기획 및 실행 동영상 기획 및 제작,이런 분을 찾고 있어요 B2B 마케팅 경력 3년 이상 있으신 분 의사소통과 업무공유가 신속하고 민첩한 스타트업 문화에 적합한 성향 데이터 분석을 통해 구체적인 인사이트를 도출할 수 있는 분이런 분이시면 더 좋을 것 같습니다 데이터를 기반으로 서비스를 성장시켜 본 경험이 있으신 분 스타트업의 마케팅 전략과 실행 방안 수립을 경험해보신 분 물류 IT 산업 특성 및 트렌드를 이해하고 이를 반영할 수 있는 분 논리적 사고 데이터 기반의 마케팅에 관심이 있으신 분
 자체 커뮤니티 회원 확보 목적 컨텐츠 기획 인플루언서 협력 제안 및 소통 숏폼 및 롱폼 영상 컨텐츠 기, 컨텐츠 및 카피를 바탕으로 고객 설득을 해보신 분 데이터 분석을 기반으로 마케팅 인사이트 도출이 가능하신 분 문제 해결을 위해 집요하게 끝장을 보시는 분 이커머스 마케팅 직무 경험 스타트업 근무경험이 있으신 분 퍼포먼스 및 바이럴 마케팅을 경험해보신 분
가치 있는 콘텐츠와 이야기로 고객을 매료시키다edm과 함께 마케팅 업무를 이어갈 마케터를 모십니다열정적이고 창의적인 분경험과 혁신을 통해 브랜드와 개인 모두의 성장을 원하는 분데이터를 기반으로 한 분석적 사고를 가지신 분협력과 열린 의사소통이 가능하신 분들의 많은 지원 부탁드립니다운영 서비스 오프라인 어학원 온라인 강의 마케팅 전반 교육 콘텐츠 개발 영상 기획 및 제작 전반1 중장기 마케팅 전략 수립실행 및 성과 관리2 네이버 구글 메타 등 SADA 모니터링3 트렌드 및 데이터 분석 인사이트 도출4 웹사이트 운영관리개선5 바이럴 영상 콘텐츠 기획6 외부 대행사 커뮤니케이션7 프로모션 기획 및 관리,1 퍼포먼스 마케터 경력 2년  5년 보유자2 학사 이상3 사이트서비스 운영 경험자4 GA 업무 경험자5 SNS 채널별 마케팅 특성 이해자1 데이터 기반의 분석적 사고 2 팀워크 및 유관부서 협업 3 주도적이고 적극적은 업무 스타일
입사하시면 경험하실 업무 입니다1 IMC 전략 수립 및 실행2 데이터키워드 트렌드 등 및 상품 라이프사이클에 따른 마케팅 전략 방향성 수립3 광고 및 프로모션 운영4 온오프라인 브랜딩 기획 및 운영5 대행사 커뮤니케이션,해당되신다면 지원해주세요1 학력 대졸 이상2 경력 5년 이상 포트폴리오 필수 해당되신다면 더욱 좋아요  1 패션 브랜드 마케팅 경력2 엑셀 및 컴퓨터 활용 우수자3 비지니스 영어 가능자
 브랜드와 인플루언서를 매칭하여 매출을 만들어내는 팀입니다 플랫폼에서 활동하는 인플루언서들이 선호할만한 상품을 소싱하고 관련 벤더 입점을 진행합니다 인플루언서들의 컨셉과 타겟을 반영하여 적합한 제품을 제안하고 공동 구매를 기획합니다 라이브커머스 프로필 링크 등 인플루언서와 연관된 다양한 커머스 업무를 진행합니다,없음  플랫폼 혹은 벤더사 MD 경력이 있는 분 매출을 만들어낼 역량과 감각이 있으신 분 협업 및 커뮤니케이션 역량이 뛰어난 분 업무를 진행함에 있어 주도적인 분 책임감이 강하고 성실한 분 업무에 대해 무서워 하지 않고 당차게 들이댈수 있는 분 그리고 무엇보다도 저희와 코드가 맞는 분일 외에는 간섭안하고 일을 통해서 자신을 완성하고자 하는 분
